cluster_id,dominant_point_group,fraction
0,2/m,0.4894828012868102
1,-43m,0.9946589518192945
2,-43m,0.6803161460293564
3,3m,0.9230769230769231
4,mm2,0.7804406925168121
5,mmm,0.37949569976544173
6,2/m,0.29215313603041
7,4/mmm,0.4219465862107498
8,-43m,0.999609771325997
9,m,0.6790660409751631
10,-6m2,0.4657994125052455
11,-3m,0.7561739130434783
12,-42m,0.5836413737482358
13,-43m,0.9998389045509465
14,2/m,0.5271028037383177
15,m-3m,0.8728606356968215
16,4mm,0.3822670309997173
17,4/mmm,0.29789666209419297
18,-43m,0.9994861253854059
19,mmm,0.2967188718021402
20,mm2,0.8575466365178067
21,4/mmm,0.4406690511256049
22,2/m,0.5633052923011393
23,mm2,0.5606768885564697
24,4mm,0.5795311691192783
25,mmm,0.547158026233604
26,-43m,0.6618347624880904
27,4/mmm,0.6062999034833728
28,mm2,0.9272954283519017
29,4mm,0.540221120853984
30,-3m,0.9845355873595236
31,mmm,0.3343335439039798
32,4mm,0.5951492537313433
33,-42m,0.4316831683168317
34,4/mmm,0.5174958343251607
35,m,0.8871177944862155
36,m-3m,0.5210309797666023
37,-43m,0.9777408637873755
38,2/m,0.5334734629532317
39,mm2,0.5385596546310832
40,mmm,0.5193482688391039
41,mmm,0.40634759241775004
42,-43m,0.9996999474908109
43,2/m,0.36563362343451494
44,3m,0.9301484583174724
45,m,0.6669058295964125
46,-3m,0.8232261232506751
47,-43m,0.9998459761262996
48,mm2,0.8161011845011042
49,m,0.8964519861164674
50,-43m,0.9642464649424867
51,4/mmm,0.7709595466093414
52,mmm,0.3653322327692943
53,mmm,0.28247882885839953
54,m,0.3848171578460114
55,4/mmm,0.5603770063456514
56,4mm,0.41063166839769616
57,4mm,0.4052687038988409
58,6/mmm,0.2221713238662391
59,2/m,0.4070585429831883
60,3m,0.9541076487252125
61,mmm,0.5782327135993315
62,-43m,0.9998499962499062
63,4/mmm,0.3867949051208734
64,-3m,0.7694677391750813
65,m,0.666693451185215
66,4mm,0.47079131461797036
67,-43m,0.957090810956686
68,mm2,0.6053393073835527
69,m,0.8065027755749405
70,mm2,0.4774828869941155
71,4/mmm,0.3890437289764536
72,mm2,0.8785817192252281
73,-43m,0.9998436645040256
74,m-3m,0.89200280252227
75,mmm,0.3694108616388409
76,-3m,0.9406609914872308
77,m,0.8319039451114922
78,4mm,0.5145121005942641
79,2/m,0.38328500414250205
80,mmm,0.4215308370044053
81,4/mmm,0.5123357354811361
82,-3m,0.9483464030003409
83,mmm,0.3893855656697009
84,-3m,0.49755120213713266
85,2/m,0.4922488038277512
86,-43m,0.709574302198659
87,m-3m,0.39886451116243266
88,mmm,0.492532693646986
89,-43m,0.9423076923076923
90,mm2,0.7977411547769967
91,-3m,0.6003833253473886
92,-42m,0.32969391564016426
93,4mm,0.5977447462839569
94,-3m,0.7859285077409419
95,4/mmm,0.2870916798271133
96,mmm,0.5616617598953222
97,4mm,0.6534003936146949
98,m,0.5973154362416108
99,2/m,0.6065646682085039
100,4mm,0.3578564940962761
101,-43m,0.9997273966378919
102,-6m2,0.4737211916807195
103,-43m,0.729525120440468
104,-42m,0.3549922060874559
105,m,0.7295663294965702
106,m,0.3250919333385494
107,mmm,0.5714921553354846
108,mm2,0.8292532037118868
109,m,0.825456204379562
110,4/mmm,0.47529144743629426
111,m,0.5036704730831973
112,2/m,0.45596800834564893
113,-42m,0.5006402868485081
114,mmm,0.3312119535141118
115,-3m,0.9218544498027181
116,-43m,0.9901743569983624
117,6/mmm,0.2538743542742876
118,mm2,0.8077917744222908
119,-3m,0.8368396981477246
120,m-3m,0.8600589702880472
121,m-3m,0.2215119066645357
122,-42m,0.5364824619457313
123,4/mmm,0.35832048392835963
124,-42m,0.4703729522481701
125,4/mmm,0.47401665231122597
126,mmm,0.4798391052683214
127,mmm,0.3237657864523536
128,-43m,0.9994222992489891
129,mmm,0.4102027219948606
130,mm2,0.2532728672884402
131,2/m,0.42986581029934623
132,-43m,0.9569263345592333
133,4/mmm,0.48487394957983193
134,-43m,0.978656853725851
135,3m,0.5927943760984182
136,m,0.6940741570516411
137,m-3m,0.589380856145508
138,-43m,0.9982236038636616
139,4mm,0.6737893392172802
140,4mm,0.372263381336885
141,mmm,0.44306301215032495
142,4mm,0.3756369813152148
143,4/mmm,0.5943338303657574
144,2/m,0.412374245472837
145,m-3m,0.8944741790828873
146,m,0.7149259954138003
147,mm2,0.695002410412984
148,mmm,0.3574615213026991
149,2/m,0.4610589239965841
