bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
0,0.1,99254,23.3314,-9.43627,-1.61285,-0.207716,0.135579,-3.19199,-0.727937,-1.29414,0.163728,-0.658527,-0.15237,-0.231151
0.1,0.2,20814,25.215,-10.4762,-1.17954,-0.0194339,0.181478,-3.38931,-0.79233,-1.35808,0.145259,-0.912358,0.0898603,-0.24832
0.2,0.3,9957,23.5958,-9.3849,-1.01756,-0.247748,0.325039,-3.19648,-0.587344,-1.26131,0.0872453,-0.906559,0.0349776,-0.273112
0.3,0.4,4777,21.5891,-8.16158,-1.20685,-0.495789,0.547646,-3.32218,-0.320376,-1.2458,0.0668955,-0.874027,-0.121747,-0.0439346
0.4,0.5,2882,21.9158,-8.18493,-1.33753,-0.520427,0.639292,-3.53896,-0.161619,-1.27846,0.0819416,-0.808388,-0.074429,0.185827
0.5,0.6,2078,22.3901,-7.47581,-1.43616,-0.566493,0.617588,-3.40367,-0.0921848,-1.10214,0.189475,-0.683389,0.00485466,0.221518
0.6,0.7,1456,21.8585,-7.80957,-1.53079,-0.492326,0.61532,-3.56845,-0.0953862,-1.03026,0.248479,-0.668574,-0.054922,0.171832
0.7,0.8,1052,20.8825,-7.70268,-1.43951,-0.478455,0.721939,-3.71479,-0.00819842,-0.969144,0.165654,-0.631538,0.0602925,0.39592
0.8,0.9,717,19.3039,-6.66643,-1.57682,-0.55,0.715212,-3.48824,0.108296,-0.763082,0.126504,-0.62456,0.067246,0.407631
0.9,1,602,18.2902,-6.55239,-1.50023,-0.811261,0.667887,-3.64679,0.179334,-0.682406,0.0122678,-0.615626,-0.148499,0.580127
1,1.1,482,17.3562,-6.91003,-1.37703,-0.835281,0.548052,-3.76929,0.0834771,-0.799312,-0.0262645,-0.701757,-0.0533601,0.666254
1.1,1.2,484,17.4345,-6.39571,-1.46402,-1.18505,0.300294,-3.40337,0.139181,-0.685264,-0.0449218,-0.841647,-0.0946712,0.884403
1.2,1.3,397,17.4304,-7.47965,-1.21837,-1.24467,0.226209,-3.56254,0.161563,-0.771256,0.00844319,-0.874394,-0.143103,0.992024
1.3,1.4,397,16.3616,-6.69533,-1.1267,-1.59676,0.23131,-3.38209,0.15863,-0.545253,-0.0115755,-1.04076,-0.19147,1.10144
1.4,1.5,327,16.6026,-7.91063,-1.01585,-1.40682,0.0055791,-3.38492,0.127141,-0.508851,0.015528,-1.03212,-0.250985,1.17682
1.5,1.6,266,16.4527,-7.25578,-0.949034,-1.34911,-0.145327,-3.33642,-0.0130025,-0.445136,0.142274,-1.14254,-0.368702,1.0995
1.6,1.7,214,15.9516,-7.5515,-0.7357,-1.53795,-0.251412,-3.49839,0.252,-0.753968,0.0343675,-1.11585,-0.109444,1.07142
1.7,1.8,166,17.1886,-7.54708,-0.508515,-1.29933,-0.537639,-3.06852,-0.169484,-0.59847,-0.0340233,-1.2393,-0.410053,1.04978
1.8,1.9,158,17.0426,-8.3678,-0.952117,-1.37329,-0.0177743,-3.27557,-0.355552,-0.841196,0.0102279,-1.03347,-0.259694,1.16141
1.9,2,163,14.4693,-7.17945,-0.902416,-1.56035,0.154202,-3.46922,-0.00445702,-0.891927,-0.134189,-1.3076,-0.134786,1.19699
2,2.1,132,15.4587,-8.32344,-0.630554,-1.19727,0.112245,-2.84297,-0.249933,-0.789713,-0.318874,-1.56078,-0.0895263,0.941812
2.1,2.2,119,14.8402,-8.12408,-0.500852,-1.49917,-0.0814991,-2.71391,-0.407248,-0.55718,-0.143243,-1.4306,-0.161653,1.37929
2.2,2.3,135,14.8768,-8.64257,-0.241497,-1.50918,-0.781328,-2.27807,-0.431149,-0.434248,-0.222071,-1.85856,-0.110093,1.58839
2.3,2.4,155,13.7407,-7.9284,-0.04656,-1.81273,-0.914202,-1.89464,-0.624529,-0.191051,0.263161,-1.90023,0.0406513,1.6695
2.4,2.5,121,12.8305,-8.66423,0.082952,-1.69774,-1.18583,-1.85573,-0.707255,-0.288709,0.163397,-2.01058,-0.0494831,1.79474
2.5,2.6,124,14.1758,-8.64486,0.1112,-1.21298,-0.606002,-2.08243,-0.304693,-0.530052,0.177612,-1.90902,-0.0859202,1.46372
2.6,2.7,86,15.2007,-7.75377,0.0114994,-0.94263,-0.585306,-1.94317,-0.252998,-0.31863,0.20792,-1.8753,0.0267108,1.32992
2.7,2.8,89,15.6021,-8.2899,0.104743,-0.975731,-0.388955,-2.25229,-0.37719,-0.723195,0.244923,-1.47149,0.13862,1.1202
2.8,2.9,76,17.5267,-8.11291,-0.000372724,-1.00851,-0.178273,-2.31092,-0.292833,-0.832723,0.288811,-1.34651,0.161608,0.828884
2.9,3,87,15.2579,-8.24975,0.209495,-0.679708,-0.108638,-1.77198,-0.315034,-0.544906,0.220267,-1.85849,0.0510303,1.32617
3,3.1,83,17.9801,-9.13168,0.122563,-0.674049,-0.165878,-2.35235,-0.22766,-0.901781,0.0949939,-1.59292,0.526046,0.924531
3.1,3.2,83,18.044,-8.74948,0.105995,-0.300549,0.0298442,-2.0993,-0.322066,-0.779775,0.444995,-1.38476,0.361584,0.733978
3.2,3.3,87,18.637,-9.89007,0.159701,-0.488942,-0.304836,-2.10011,-0.265281,-1.15953,0.502573,-1.37763,0.397226,0.848814
3.3,3.4,77,16.665,-9.16782,0.172017,-0.332549,-0.427738,-1.83794,-0.206827,-1.21922,0.410794,-1.54356,0.448701,1.02736
3.4,3.5,76,18.7971,-9.1536,0.198878,-0.153285,-0.17102,-1.57233,-0.473227,-0.924231,0.735021,-1.11236,0.602773,0.838817
3.5,3.6,77,18.7292,-9.59126,0.0881361,0.110386,-0.388028,-1.29735,-0.4321,-0.832073,0.938395,-1.37911,0.525101,0.837732
3.6,3.7,63,19.0529,-9.69531,0.151938,0.390286,-0.238858,-0.996355,-0.509056,-1.15096,1.00384,-1.35506,0.850899,0.815017
3.7,3.8,53,13.3222,-8.88102,0.0815334,0.35134,-0.350989,-0.7778,-0.50292,-1.12132,0.832757,-1.73885,0.975595,1.52309
3.8,3.9,56,12.5411,-8.63073,0.209396,0.473211,-0.581565,-0.196326,-0.4057,-1.29935,0.896221,-1.5313,1.02377,1.6404
3.9,4,39,14.3904,-8.06413,0.100746,0.529621,-0.522668,-0.440445,-0.438714,-0.867386,1.26673,-1.22692,0.967171,1.57366
4,4.1,46,15.263,-8.78083,0.285005,0.837302,-0.308322,-0.527206,-0.552743,-1.33043,1.3711,-1.47557,1.3113,0.982392
4.1,4.2,34,12.907,-8.27947,0.313014,0.822124,-0.750654,-0.0708753,-0.830023,-1.24595,1.39933,-1.13757,1.2867,1.76943
4.2,4.3,39,13.7465,-8.08012,0.0140121,0.849321,-0.716289,-0.188415,-0.654411,-1.23345,1.21013,-1.30887,1.37823,1.32203
4.3,4.4,34,14.7335,-8.57818,0.065983,1.13302,-0.821749,-0.436668,-0.946026,-1.15436,1.45035,-0.988132,1.42295,1.21598
4.5,4.6,40,13.4796,-7.39708,0.0847751,1.05413,-0.638383,0.0252301,-0.82202,-1.08362,1.55143,-1.07614,1.56833,1.29548
4.6,4.7,40,14.1499,-7.70365,0.178579,1.48621,-0.689724,0.179537,-1.31521,-1.00375,1.48595,-0.435929,1.60778,1.29406
