cluster_id,n_samples,largest_sv,top_sv_fraction
0,7874,195.85634046616835,0.355695122743278
1,8917,303.29725895089035,0.19514454706551854
2,10728,258.8309309474317,0.22656209237725847
3,17197,514.8862206784158,0.37218126373314797
4,12125,254.68519342760277,0.3635359692223471
5,11199,219.35761522947857,0.4412240732502439
6,9605,238.85242296962826,0.3739125388877164
7,12986,531.0517111082298,0.4451919652331958
8,9677,311.68134263164274,0.5287680269921688
9,10658,457.7217101137281,0.4906555286113989
10,13847,474.3067648877786,0.397552400333344
11,10596,251.23873806311192,0.6401540573281158
12,10498,166.3329970192122,0.9999999999998909
13,13495,551.366133297151,0.37321221360447243
14,9015,349.946861431137,0.5493642686482169
15,9562,304.77984841322944,0.2770004493657959
16,14154,391.6821933311304,0.4996467883497205
17,12606,385.7964183316314,0.5381556514807386
18,15066,438.3371100824975,0.4572761433243685
19,11876,0.0,0.0
20,12113,274.0665169199181,0.4136264580724087
21,8260,217.33408349110363,0.6369531572251712
22,10752,255.56012616613236,0.3616753477077501
23,11438,343.3919969655637,0.46410638224346756
24,11542,328.47560396688635,0.24294132163842172
25,7569,233.83326820998124,0.5473426604081955
26,10418,310.149800911718,0.4462078251592731
27,13124,260.8892237438364,0.48835642660312834
28,9610,280.1672987094397,0.5364136009854877
29,9659,339.2112906881249,0.36892689048034244
30,12344,273.9627429564428,0.5574099184091027
31,9333,440.2297725994151,0.33838136576765737
32,7046,262.0402484900776,0.19099235167585604
33,10915,165.7813648034835,0.39091533387814686
34,11074,584.8122252988119,0.1231679379485225
35,8992,398.359940173771,0.46359824202438754
36,13125,184.25765422884038,0.40339512427783697
37,15264,496.10313119108224,0.4462624374573598
38,11809,234.10808653346575,0.43088981355177863
39,9258,374.9770951131195,0.3318961501308244
40,8048,259.06358581401423,0.31156389797419287
41,9425,453.2437095547471,0.3829307232180769
42,10717,260.4015416299559,0.4243689322533886
43,10862,256.65660144585183,0.26446435960637277
44,11907,261.11321843335065,0.2804812772011227
45,11159,255.7905818868552,0.5261263179593089
46,10140,294.15077447820164,0.20157860320700116
47,9814,317.4420092691029,0.3207411359355165
48,8127,285.8225029898015,0.37998679850707273
49,10560,357.7728927583121,0.27925797265186836
50,12767,255.03421416433838,0.5808307926833501
51,10344,248.5737592558634,0.35486260817433085
52,12248,485.2853243164223,0.36855537483512524
53,9323,366.7069652573276,0.4097964193045901
54,12020,375.94007763601144,0.4064777413471176
55,11018,317.2468659684717,0.4623631607981155
