cluster_id,dominant_space_group_symbol,fraction
0,F-43m,0.9813993012935511
1,P-3m1,0.6689965827896862
2,Amm2,0.8636765355722492
3,P4/mmm,0.8892104353835522
4,C2/m,0.9998480858821146
5,F-43m,0.9918904843389629
6,P4mm,0.8875232774674116
7,Immm,0.9721423288684362
8,I4/mmm,0.9990004208754208
9,R-3m,0.9951672249986271
10,P2/m,0.9851652844293891
11,Pmmm,0.9535124790686548
12,Cm,0.9812178127840049
13,Pmm2,0.9576697832117538
14,F-43m,0.9993556107889165
15,Pm-3m,0.9569926728257406
16,Pm,1.0
17,I-4m2,0.9976448758207251
18,Imm2,0.9848931235504294
19,Pmm2,0.9577130186886285
20,F-43m,0.9180236214969599
21,R3m,0.9408602150537635
22,I4mm,0.8460564093903057
23,Pmmn,0.37631926121372034
24,P4mm,0.8526249209361164
25,I4/mmm,0.9494225408203902
26,Imm2,0.9855815887980036
27,F-43m,0.9997775470858669
28,Pmmm,0.9126134889753567
29,Cm,0.9803609838211914
30,F-43m,0.9991618355800796
31,Cmm2,0.9709590064431787
32,Fm-3m,0.9565217391304348
33,P4/mmm,0.822172993656228
34,Pm,0.9938117668790986
35,Cmmm,0.9271050800278358
36,I-4m2,0.9987648703113827
37,P6/mmm,0.605060506050605
38,Cmcm,0.347209653092006
39,P2/m,0.9993682880606444
40,Cmmm,0.9416399743754004
41,Fd-3m,0.3242534301856336
42,P3m1,0.9899497487437185
43,R-3m,0.9809818664307829
44,Fm-3m,0.8801256002955301
45,P1,0.6657922350472193
46,Pmmm,0.9256282544713607
47,Cmmm,0.9554331928073647
48,F-43m,0.9715531666751179
49,P4/mmm,0.9237762698464984
50,R3m,0.9649829953394634
51,P-6m2,0.9741721854304636
52,I4/mcm,0.664989752189305
53,P4mm,0.9034977877953084
54,Pmmm,0.9439605110336817
55,Amm2,0.9202397886608413
56,P2/m,0.9999117465360515
57,Immm,0.9503227387858485
58,Pmm2,0.9805744415151936
59,P4/mmm,0.9339965768078733
60,C2/m,0.9702711028958718
61,I-4m2,0.9974075743913435
62,R-3m,0.9724063400576369
63,C2/m,0.9997726239199636
64,Immm,0.45474841147174994
65,P6_3/mmc,0.6895090954398205
66,Pm,0.9988389450986896
67,I4/mmm,0.9930194036914339
68,F-43m,0.9970772251906654
69,P2/m,0.9996804703476483
70,Imm2,0.8149314144366989
71,I4/mmm,0.38500892325996433
72,Cmm2,0.9897244703100846
73,Cm,0.9995683453237411
74,F-43m,0.9978085794116036
75,P-3m1,0.34185667752442994
76,Cmm2,0.9974441604622736
77,R-3m,0.996953541507997
78,Immm,0.9435632284637631
79,P4mm,0.8547744099221667
80,Pm,0.9984301412872841
81,I4mm,0.8822778859713921
82,Pnma,0.5644582245430809
83,F-43m,0.9455208755573571
84,Cmm2,0.9912501257165846
85,P-6m2,0.9953279424977538
86,F-43m,0.9995608607130025
87,Fmm2,0.9865708931917552
88,P3m1,0.9452610238215915
89,I4/mmm,0.9997491638795987
90,Cm,0.9973275642657164
91,R-3m,0.9922894424673784
92,Fm-3m,0.3685595264196448
93,Pmmm,0.9570270846662401
94,C2/m,0.9991574109536576
95,I-4m2,0.9999410551134689
96,P6_3/mmc,0.6286610878661087
97,Cmcm,0.5225877731401916
98,Amm2,0.33453849425776266
99,I-43m,0.24959785522788203
100,P4mm,0.8338768463456743
101,P2/m,1.0
102,Cm,0.9995269631031221
103,Cm,0.9998392799742848
104,Pmmm,0.9443997497094843
105,R-3m,0.9995926016458894
106,F-43m,0.9873219479454098
107,Cmmm,0.961495487752471
108,Immm,0.982813913329496
109,P2_1/c,0.16220948742438715
110,I4/mmm,0.5028412678368481
111,P4/mmm,0.8882408689946781
112,C2/m,0.992596020360944
113,P4/mmm,0.8668740279937791
114,Fm-3m,0.9306025418304836
115,I-4m2,0.9972525486226592
116,Imm2,0.9724615384615385
117,F-43m,0.9920516376827057
118,P6_3/mmc,0.5938736626117543
119,Fmm2,0.9708939708939709
120,R3m,0.9897975200125569
121,Fm-3m,0.9661407679561991
122,Cmmm,0.49333912539820446
123,F-43m,0.9997231833910034
124,R3m,0.9497860842152668
125,R-3m,0.9859189123573683
126,I4/mmm,0.9874958319439813
127,P2/m,0.9940555498616378
128,Cmmm,0.41353251318101936
129,I4/mmm,0.9989544796525656
130,Imm2,0.9949414454992724
131,Pm,0.9995506964205482
132,Pmmm,0.9274742537964741
133,C2/m,0.999801429706116
134,Pm-3m,0.9712004562303963
135,Pnma,0.4697960754136206
136,P-62m,0.44085203499429443
137,P3m1,0.9736631372897945
138,Immm,0.5383552176917761
139,P4mm,0.7954688483322845
140,Pmm2,0.9624653259361997
141,Fm-3m,0.9695398574206092
142,F-43m,0.990616167326173
143,Pmm2,0.9755916473317865
144,Cmmm,0.9022138168873067
145,F-43m,0.9876601356443104
146,P4mm,0.9205404860340829
147,Cmmm,0.9673484706323888
148,F-43m,0.9920704845814978
149,R-3m,0.9925076094591431
