cluster_i,cluster_k,epsilon
0,1,2.565861398887687e-30
0,2,2.0431631639050717e-30
0,3,2.688971554788336e-30
0,4,6.781375129615944e-31
0,5,2.0156634650146006e-30
0,6,5.409825508489171e-31
0,7,8.183066591815798e-31
0,8,5.48304353729612e-16
0,9,2.9326058745512607e-30
0,10,1.0821436132002058e-30
0,11,8.606896791564676e-31
0,12,1.262897753262588e-16
0,13,1.6758020982456537e-30
0,14,9.547091725239086e-31
0,15,1.9793960764100523e-30
0,16,9.43749719098526e-31
0,17,2.236473380713983e-30
0,18,2.6343669743614596e-31
0,19,2.4658017456994843e-30
0,20,1.0466104343061052e-30
0,21,1.1214549835717126e-30
0,22,1.6249310594972483e-30
0,23,3.190243824045873e-31
0,24,1.396196149248608e-30
0,25,1.1952291200884699e-30
0,26,2.8448266198090703e-30
0,27,1.6452740933542207e-30
0,28,7.968557602630931e-16
0,29,1.805873256890195e-30
0,30,1.910674985682409e-30
0,31,1.1315779367469104e-30
0,32,1.105213240259659e-30
0,33,2.421335898201274e-30
0,34,1.0296188480097076e-30
0,35,1.0165434235616812e-30
0,36,2.5714083298727526e-31
0,37,9.559674779486414e-31
0,38,1.1358554445196284e-30
0,39,3.5903292926880485e-31
0,40,4.536359934548597e-16
0,41,1.251238283792197e-30
0,42,9.020724194026492e-31
0,43,4.898776572256482e-31
0,44,2.2106947039058412e-30
0,45,1.2508744673022132e-30
0,46,6.087134554984875e-32
0,47,5.348700355022579e-31
0,48,8.088889448238273e-31
0,49,2.419912245518129e-30
0,50,9.755344910102067e-31
0,51,1.6643788718341713e-30
0,52,7.041858700849809e-30
0,53,2.2086797970071744e-30
0,54,8.49946393749601e-31
0,55,1.707441368864483e-30
0,56,1.2323376814554289e-30
0,57,3.178418082402092e-30
0,58,2.1874251463200643e-30
0,59,1.5512871387580787e-30
0,60,2.2079354062869262e-30
0,61,1.0240382251479086e-30
0,62,5.9029093956635705e-30
0,63,3.17544952034494e-30
0,64,1.4604005629993533e-30
0,65,2.5766609233241726e-30
0,66,1.1848552910516933e-30
0,67,3.0031227539689613e-30
0,68,8.960604229751554e-31
0,69,1.47020724239209e-30
0,70,9.941218092237023e-31
0,71,1.1134539317488507e-30
0,72,1.6679493145774323e-30
0,73,2.7582841587457197e-30
0,74,1.3995251885699754e-15
0,75,5.349047991987205e-31
0,76,3.4743690789547887e-31
0,77,1.422292913219375e-30
0,78,4.920783549633934e-31
0,79,8.757719300205604e-31
0,80,3.860591909488996e-31
0,81,2.007335009783915e-30
0,82,7.117583427167306e-31
