cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,-3m,0.9356878330774094,11071,11072
1,m,0.7624445539674717,10145,10147
2,mmm,0.41965533302282254,10735,10741
3,-43m,1.0,11673,11674
4,4mm,0.5679137175598248,11868,11870
5,4/mmm,0.5055805580558056,11110,11112
6,-43m,0.4989290663978833,15874,15877
7,-43m,0.9923230309072781,10030,10032
8,-42m,0.42500584977770844,12821,12822
9,-3m,0.8082974559686888,12775,12775
10,m,0.35414000196908535,10157,10158
11,4/mmm,0.3866688369821763,12287,12289
12,m-3m,0.4939759036144578,11205,11217
13,-43m,0.9998356479579259,12169,12172
14,mm2,0.8273050386786536,9566,9566
15,mm2,0.5972420970469624,15374,15378
16,4mm,0.42544149589196334,10589,10589
17,mm2,0.46106835672249885,8836,8837
18,mmm,0.6280710925248301,7652,7652
19,-3m,0.2242298578199052,13504,13515
20,-43m,0.9998241758241758,11375,11382
21,2/m,0.7017937219730942,9366,9366
22,-43m,0.9298892988929889,10027,10030
23,m,0.6472088410314537,10587,10587
24,m-3m,0.6487963838957217,9513,9514
25,m-3m,0.7596178840655056,15388,15388
26,-43m,0.9998956594323873,9584,9585
27,6/mmm,0.21429543907420012,7345,7352
28,mm2,0.31085121935012294,15049,15054
29,4mm,0.28196800192469623,8313,8313
30,mm2,0.6640516039051604,11472,11473
31,m,0.36850116157974844,12483,12593
32,4/mmm,0.4451733833177132,8536,8536
33,-3m,0.9251161808196029,9468,9469
34,2/m,0.5081061606821184,8327,8329
35,m,0.8156156156156156,8325,8327
36,2/m,0.27096613958109117,12079,12080
37,m,0.7659485898636694,9609,9613
38,m,0.6102260096331975,10796,10802
39,4mm,0.47508025004223686,11838,11840
40,-3m,0.7355235168990782,8462,8464
41,-43m,0.9999351575671119,15422,15423
42,-43m,0.5593853468036336,11779,11780
43,4mm,0.5111268380907447,12717,12719
44,mmm,0.46587658357172046,12235,12238
45,4/mmm,0.5417989417989418,10395,10396
46,3m,0.5629839958699019,7748,7750
47,6/mmm,0.2715729463591604,11577,11583
48,mm2,0.7174815498154982,13008,13011
49,4mm,0.5313978494623656,9300,9300
50,-43m,0.8892933177666369,14561,14567
51,mm2,0.8210437192118226,12992,12992
52,-3m,0.8127066115702479,9680,9685
53,2/m,0.4923651543447215,9103,9104
54,mmm,0.6948304133943212,11587,11590
55,mm2,0.3139400409216262,11241,11243
56,4mm,0.28112449799196787,10956,10957
57,m-3m,0.8133372373911134,13661,13662
58,4/mmm,0.5831007358538443,7882,7884
59,mmm,0.4787119506704512,10217,10218
60,2/m,0.5764432029795158,10740,10741
61,-43m,0.9621359876252606,14869,14872
62,2/m,0.3870307988450433,8312,8315
63,m-3m,0.4661158753398871,9562,9571
64,4/mmm,0.3827613017882928,9003,9004
65,mmm,0.6774119536537799,8717,8719
66,2/m,0.3733968486625137,13645,13646
67,-43m,0.994602097470697,6484,6484
68,4/mmm,0.49663257670241956,12027,12030
69,2/m,0.5300188797986155,7945,7947
70,m,0.926078216374269,10944,10945
71,2/m,0.4501008989176298,10902,10908
72,mmm,0.4394839428253202,10774,10775
73,4mm,0.4629967478385024,12607,12607
74,2/m,0.5263865894039735,9664,9665
75,mmm,0.40532425940752603,9992,9992
76,-43m,0.9998749609252892,15995,16000
77,mmm,0.4619081705695879,9779,9781
78,m,0.4699291323501245,10442,10443
79,m,0.41064696124264816,13262,13262
80,mmm,0.2902739090064995,17232,17388
81,m-3m,0.7271915020351435,10073,10073
82,-42m,0.5225081606315949,13173,13175
83,-3m,0.905267979844251,10915,10915
84,2/m,0.42891226548096734,9221,9222
85,mmm,0.30021939447125934,11395,11411
86,4/mmm,0.7879789321491273,9683,9683
87,4/mmm,0.7118577075098814,10120,10123
88,4mm,0.5084408276339711,11551,11554
89,4/mmm,0.36208275034979015,10006,10019
90,mmm,0.30385487528344673,11907,11910
91,mm2,0.5190439176059075,10292,10292
92,-43m,1.0,18414,18417
93,m,0.6476696851374927,12037,12040
94,6/mmm,0.30983509136829596,13462,13491
95,mm2,0.7295059594213448,10991,10991
96,mmm,0.4977624463919448,10726,10728
97,3m,0.7435668789808917,7850,7851
98,3m,0.3087719298245614,4560,4561
99,-43m,0.9999110874010847,11247,11248
100,2/m,0.2958092975907703,11788,11790
101,mm2,0.8810800459594025,10444,10445
102,-43m,0.978570246566275,12086,12088
103,m,0.6581124430187405,11846,11850
104,3m,0.48878287777204743,7756,7756
105,mmm,0.6250269454623841,9278,9279
106,4/mmm,0.1963556706163497,10043,10046
107,-43m,0.9583132916466249,12474,12474
108,mm2,0.3242741860680827,10781,10781
109,m-3m,0.5711146624051139,15018,15020
110,mm2,0.4254559565386108,12885,12887
111,m,0.6649751344768091,9853,9857
112,m-3m,0.5806208053691275,11920,11920
113,mm2,0.7403042639811442,9334,9334
114,mmm,0.27896161001183833,11826,11827
115,-43m,0.9996477632969355,11356,11356
116,4mm,0.27433539876074353,10006,10007
117,4/mmm,0.4947543876850672,10199,10200
118,4/mmm,0.5606512452647698,12407,12411
119,-42m,0.6652124159633815,13982,13984
120,-43m,0.7248082946322497,9259,9259
121,-43m,0.9998544713672415,13743,13749
122,-6m2,0.44636635141861625,8036,8036
123,4mm,0.6996627653243405,10082,10083
124,4mm,0.3906434000642329,9341,9342
125,2/m,0.5582574622565403,8677,8678
