cluster_id,dominant_point_group,fraction
0,mmm,0.4689922480620155
1,-42m,0.507350225308414
2,m,0.35204707036038246
3,m,0.3590060067473052
4,-43m,0.9996065160934918
5,m-3m,0.6505333251125224
6,-3m,0.9103583600123929
7,mmm,0.41011734542944484
8,2/m,0.42745572544274557
9,mmm,0.28919544027754834
10,2/m,0.5484384958572339
11,4/mmm,0.6839722596802158
12,m,0.7261027986665634
13,-3m,0.7525341375554997
14,-43m,0.9898277126099707
15,4mm,0.44085035431429764
16,mmm,0.2780264496439471
17,m,0.6420883685800605
18,6/mmm,0.23432245301681504
19,-43m,0.9545282303902993
20,-43m,0.9992239467849224
21,-3m,0.650697175545227
22,m-3m,0.46960132890365447
23,mmm,0.6972139074372553
24,mm2,0.8605251036388761
25,-43m,0.9765072176620436
26,4/mmm,0.4603950518754988
27,-3m,0.9163100931286182
28,-43m,1.0
29,4/mmm,0.3578354189110798
30,-42m,0.6302481366166619
31,mmm,0.48874808826742405
32,3m,0.4446212603437301
33,4mm,0.46947980354816077
34,4/mmm,0.7357081298477449
35,-43m,0.49795501022494887
36,m,0.7560597675705589
37,-43m,0.9997903783670474
38,4/mmm,0.2637445075554603
39,mm2,0.6556923502559137
40,-43m,0.999591391991283
41,mm2,0.7210830181166633
42,m-3m,0.6575919971418364
43,mmm,0.4146797153024911
44,4/mmm,0.4595129822502567
45,mmm,0.5014473012089222
46,mm2,0.4369569072530591
47,m-3m,0.5742926737867716
48,mmm,0.2655396174863388
49,m-3m,0.4975466143277723
50,4/mmm,0.46940838062660345
51,-3m,0.7670466767046676
52,m,0.9381519431367119
53,m-3m,0.48892138117197165
54,mmm,0.3157539637917463
55,4mm,0.43118383060635224
56,m,0.29158794421952317
57,mmm,0.34357782940590775
58,4mm,0.5662826685006878
59,-3m,0.8991064780342517
60,2/m,0.5258389261744967
61,m-3m,0.49891264951069225
62,m,0.7074278941129988
63,-43m,0.9998466022396073
64,4/mmm,0.4186172518422193
65,mm2,0.6386307311028501
66,mmm,0.45331794575879975
67,4/mmm,0.5498198198198199
68,m-3m,0.29134061398228567
69,-3m,0.49907657337690015
70,-43m,0.9784319045035269
71,4mm,0.4028123744475693
72,mmm,0.5083589969203696
73,mmm,0.42736248236953456
74,mm2,0.6163373937967038
75,m,0.7371946414499606
76,2/m,0.5337201664112109
77,2/m,0.3242238334262874
78,2/m,0.32404307302506563
79,mmm,0.5585995225645106
80,mm2,0.6736341616578452
81,mm2,0.7428594287543003
82,-42m,0.4077102803738318
83,2/m,0.40985362370581935
84,3m,0.77734375
85,4mm,0.47704858151710705
86,-42m,0.6903535389175076
87,-43m,0.9239138214873667
88,4mm,0.5794604588620893
89,-43m,0.9504701686121919
90,-43m,0.9997189432265318
91,4mm,0.4711844772661454
92,mmm,0.2742224285430068
93,4/mmm,0.4836392657621708
94,mmm,0.32757002034110466
95,mm2,0.5655056298011154
96,3m,0.47023878858474083
97,4mm,0.43583252190847127
98,mmm,0.4383214956322965
99,6/mmm,0.27696570834776585
100,m,0.7792933999830551
101,2/m,0.4657228657228657
102,mmm,0.27500671621742634
103,4mm,0.29192861488541877
104,mmm,0.6007337865544405
105,4mm,0.29988726042841035
106,m-3m,0.8653871608206486
107,m,0.6790231562560809
108,-3m,0.6137279421981381
109,mmm,0.3847211169789481
110,m,0.29492691315563196
111,3m,0.5351424694708277
112,4mm,0.48748510131108463
113,-3m,0.821846803609138
114,mm2,0.6133002663727382
115,2/m,0.39876335019673975
116,-43m,0.9996476143491437
117,mmm,0.5931198102016607
118,mmm,0.33058836276953085
119,2/m,0.4235574063057704
120,4mm,0.6529321996947897
121,mm2,0.8362295081967213
122,2/m,0.7069252620237045
123,-43m,0.999905051272313
124,m,0.6186680380560555
125,m,0.6113250754658062
126,-6m2,0.40995861700707514
127,mmm,0.29418221734357847
128,m,0.6903237126063689
129,-3m,0.8659203332465504
130,m,0.5079246224884563
131,4/mmm,0.4151203477892058
132,-3m,0.9315656565656566
133,4mm,0.29899812147777083
134,mmm,0.3076980234804577
135,4/mmm,0.5150158704321641
136,-43m,0.7400242653006202
137,mm2,0.8345233845055338
138,4/mmm,0.4163506482053091
139,2/m,0.4625734961555857
140,-43m,0.9671469740634006
141,-43m,0.9997531676814218
142,-43m,0.9614643545279383
143,-3m,0.9665580103827116
144,4/mmm,0.4843505477308294
145,-6m2,0.4422547149819877
146,2/m,0.5946698857832667
147,-43m,0.9998099040015208
148,4mm,0.5824817518248175
149,-43m,0.9998550514567328
