cluster_i,cluster_k,epsilon
0,1,3.7866377861814533e-31
0,2,2.680001944405884e-32
0,3,3.4224069270715826e-31
0,4,5.307323147094929e-31
0,5,1.1917042514737145e-30
0,6,4.859823940571221e-31
0,7,6.886467213856143e-31
0,8,6.193879408850208e-31
0,9,6.072677802504088e-31
0,10,2.8467348585896597e-31
0,11,5.28283306804191e-31
0,12,2.708254216858443e-31
0,13,7.1786448809671124e-31
0,14,1.306550254166118e-31
0,15,5.547827853098066e-31
0,16,6.383971566520666e-31
0,17,2.383622944861991e-31
0,18,5.967599845239295e-31
0,19,5.663775224412779e-31
0,20,6.364447105839348e-31
0,21,7.275435593098367e-31
0,22,8.659042841971815e-31
0,23,8.513642753049524e-31
0,24,4.928591175106047e-31
0,25,3.000973956077697e-31
0,26,7.245607583139069e-31
0,27,1.5197673079851801e-30
0,28,3.1741615948605453e-31
0,29,1.5202351733396924e-31
0,30,5.5112305186768e-31
0,31,4.462250580997814e-31
0,32,8.313669869631555e-31
0,33,4.040975493239203e-31
0,34,5.540414368954128e-31
0,35,1.0005526158203714e-30
0,36,8.87789957492747e-31
0,37,4.342192776506119e-30
0,38,2.0856742244088055e-31
0,39,1.0838525290767847e-31
0,40,4.3526835270704295e-31
0,41,7.783565692338623e-31
0,42,6.744331914044443e-31
0,43,2.6924770028587787e-31
0,44,3.4547502853409768e-31
0,45,1.1593925261134284e-30
0,46,6.5026767772182145e-31
0,47,5.245114673564789e-31
0,48,2.542375095236075e-31
0,49,1.0612210503002938e-30
0,50,5.39405581775378e-31
0,51,6.058631530822901e-31
0,52,1.428573577127827e-31
0,53,1.0609291411010037e-30
0,54,4.226925472143429e-31
0,55,1.3095629628290754e-30
0,56,1.627859127524565e-31
0,57,4.4633331676838e-31
0,58,3.0762737917508192e-31
0,59,6.1289570854216485e-31
0,60,5.483399211371816e-31
0,61,1.0949389893418987e-16
0,62,2.1774668184704353e-30
0,63,1.1113066979184014e-16
0,64,5.091925103152745e-31
0,65,4.601874953487609e-31
0,66,2.1924582511574145e-31
0,67,3.5168000039071982e-31
0,68,7.135598638471535e-31
0,69,5.580667268554715e-31
0,70,6.906989925405017e-31
0,71,7.967862995346932e-31
0,72,1.1468054956367173e-30
0,73,5.0006353583747e-31
0,74,7.999608225972006e-31
0,75,5.416891012599303e-31
0,76,6.212519347602271e-31
0,77,4.221992508496856e-31
0,78,4.654913881562944e-31
0,79,4.675094093966243e-31
0,80,2.4267461302928053e-31
0,81,3.34429661499699e-31
0,82,3.5439398741049965e-31
0,83,2.4161558707330324e-31
0,84,9.195096023302756e-31
0,85,1.7351885109506114e-31
0,86,7.605119429241912e-31
0,87,5.21824009585076e-31
0,88,4.224739291471502e-31
0,89,1.0953046676287847e-30
0,90,5.151866878851503e-31
0,91,1.0265228551177764e-30
0,92,2.1600921029152537e-31
0,93,7.3144478374844095e-31
0,94,3.6560174455096116e-31
0,95,4.499306763350448e-31
0,96,5.247557910225486e-31
0,97,1.931932486318878e-31
0,98,2.87864221523698e-31
0,99,3.286273508590419e-31
0,100,3.6277376127713627e-31
0,101,4.618576419807358e-31
0,102,4.432700131512351e-31
0,103,4.410386994704729e-31
0,104,2.2953291324366035e-31
0,105,0.0
0,106,7.750490655172806e-31
0,107,6.3161097645618876e-31
0,108,1.5976831027314853e-30
0,109,4.181741324600462e-31
0,110,9.222303959237102e-31
0,111,4.8840278540378136e-31
0,112,5.638280314278361e-31
0,113,1.2415844490523248e-30
0,114,6.347634153830316e-31
0,115,5.854996900914729e-31
0,116,7.200117737202181e-31
0,117,7.323742351039034e-31
0,118,4.618644845938486e-31
0,119,9.19926332367554e-31
0,120,4.942727522160158e-31
0,121,5.134345510643866e-31
0,122,1.1151960212667164e-31
0,123,4.474336094161114e-31
0,124,5.548379259970923e-31
0,125,9.265874080220387e-31
0,126,3.5102265388183986e-31
0,127,7.165035737932013e-31
0,128,4.976933443120405e-16
0,129,9.214121555144827e-31
0,130,4.662506092605773e-31
0,131,3.5624200751760276e-31
0,132,5.687870113970509e-31
0,133,5.253099791765601e-31
0,134,2.9344672881903236e-31
0,135,3.6857221136404204e-31
0,136,1.2569984956888617e-30
0,137,1.0355467297837398e-30
0,138,2.682995358494136e-16
0,139,4.083064083670562e-31
0,140,3.10531702945529e-31
