cluster_id,dominant_space_group_symbol,fraction
0,Pmmm,0.4351236618678479
1,I-4m2,0.507350225308414
2,Pm,0.30415951622129606
3,Cm,0.3374475438163416
4,F-43m,0.9996065160934918
5,Fm-3m,0.6486836426413466
6,R-3m,0.9103583600123929
7,C2/m,0.16615718370969332
8,C2/m,0.42129578704212955
9,I4/mmm,0.10738476788369404
10,P2/m,0.5063734862970045
11,P4/mmm,0.6836832980157965
12,Pm,0.36716024498023103
13,R-3m,0.7520314987015163
14,F-43m,0.9897360703812317
15,P4mm,0.4375156315131305
16,I4mm,0.1894201424211597
17,Pm,0.6307590634441088
18,C2/m,0.14391691394658754
19,F-43m,0.9511178476695719
20,F-43m,0.9992239467849224
21,R-3m,0.6502204743177213
22,Fd-3m,0.24867109634551496
23,Cmmm,0.6725765599815795
24,Imm2,0.44753569783509906
25,F-43m,0.9755873195584489
26,I4/mmm,0.317438148443735
27,R-3m,0.9163100931286182
28,F-43m,1.0
29,I4/mmm,0.3561780061324273
30,I-4m2,0.6302481366166619
31,Cmmm,0.46744592527856677
32,P3m1,0.4446212603437301
33,P4mm,0.4640673549163075
34,P4/mmm,0.7345590347601264
35,F-43m,0.49795501022494887
36,Cm,0.6190370780298838
37,F-43m,0.9997903783670474
38,P4/mmm,0.1163862394169971
39,Cmm2,0.322105408770231
40,F-43m,0.999591391991283
41,Imm2,0.3143539717300418
42,Fm-3m,0.6558770989639157
43,Cmmm,0.3879003558718861
44,I4/mmm,0.4539386827050022
45,Pmmm,0.4554742039843351
46,Immm,0.2832062422415322
47,Fm-3m,0.573980388482918
48,C2/m,0.1721311475409836
49,Fm-3m,0.4959613497395637
50,I4/mmm,0.46210059861618596
51,R-3m,0.7669391266939126
52,Cm,0.931597895319856
53,Pm-3m,0.4837476099426386
54,Immm,0.21128977847745417
55,P4mm,0.4248315688161694
56,P2/m,0.21511470985155196
57,Cmmm,0.12213740458015267
58,P4mm,0.5661107290233838
59,R-3m,0.8991064780342517
60,P2/m,0.5062639821029082
61,Fm-3m,0.49703999033466234
62,Cm,0.6975503753457132
63,F-43m,0.9998466022396073
64,P4/mmm,0.4152579107065453
65,Cmm2,0.35044919454770757
66,Immm,0.23496826312752453
67,I4/mmm,0.5465765765765765
68,P6_3/mmc,0.13638317998108176
69,R-3m,0.46966898707202726
70,F-43m,0.9784319045035269
71,P4mm,0.39799116110887905
72,Pmmm,0.48768147822261326
73,Immm,0.23959802538787023
74,Imm2,0.2765892107687583
75,Cm,0.6995665878644602
76,C2/m,0.5118239544558791
77,P2/m,0.30879345603271985
78,P2/m,0.3037734141706633
79,Pmmm,0.5358644992611118
80,Imm2,0.4241499955144882
81,Imm2,0.38811104888391074
82,I-4m2,0.4077102803738318
83,P2/m,0.3923598714744734
84,P3m1,0.77734375
85,I4mm,0.43662486302203823
86,I-4m2,0.6903535389175076
87,F-43m,0.9204065564383366
88,P4mm,0.570972350617699
89,F-43m,0.9495784695201037
90,F-43m,0.9997189432265318
91,P4mm,0.469953663481031
92,Cm,0.17885801445719213
93,P4/mmm,0.4829551932504845
94,C2/m,0.23861680488186512
95,Imm2,0.4009260233610439
96,P3m1,0.47023878858474083
97,I4mm,0.4062317429406037
98,P4/mmm,0.43481100497999836
99,P6_3/mmc,0.15670245930031174
100,Cm,0.7081250529526392
101,C2/m,0.4561990561990562
102,C2/m,0.16924867914390615
103,P4mm,0.277529912796593
104,Cmmm,0.5890795295133269
105,P4/mmm,0.2296418350533345
106,Fm-3m,0.8651224354731966
107,Pm,0.6034247908153337
108,R-3m,0.6090037515631513
109,P6_3/mmc,0.11155320842074803
110,Pm,0.28680615267029713
111,R3m,0.5337856173677069
112,P4mm,0.48748510131108463
113,R-3m,0.8216548281819928
114,Imm2,0.2400110223201984
115,P2/m,0.24688026981450253
116,F-43m,0.9996476143491437
117,Pmmm,0.5448398576512455
118,Immm,0.28031205981146384
119,P2/m,0.4072405880853234
120,I4mm,0.6349465881839983
121,Cmm2,0.3614754098360656
122,C2/m,0.6984033695758645
123,F-43m,0.999905051272313
124,Cm,0.5921830804834147
125,Pm,0.5838451129384824
126,P-6m2,0.4088906688025631
127,Cmmm,0.199880251471909
128,Pm,0.3798578822703746
129,R-3m,0.8659203332465504
130,Cm,0.3713964807188319
131,I4/mmm,0.4127876153112077
132,R-3m,0.9315656565656566
133,P4mm,0.29899812147777083
134,Immm,0.20478525783920346
135,I4/mmm,0.512737039147066
136,F-43m,0.7399568616877865
137,Cmm2,0.37477686540521243
138,I4/mmm,0.40938354352235645
139,P2/m,0.41338760741745817
140,F-43m,0.9671469740634006
141,F-43m,0.9997531676814218
142,F-43m,0.9612615353412433
143,R-3m,0.9665580103827116
144,I4/mmm,0.4789601808381151
145,P-6m2,0.44119516846789575
146,C2/m,0.589934070015786
147,F-43m,0.9998099040015208
148,P4mm,0.5782238442822385
149,F-43m,0.9998550514567328
