cluster_id,n_samples,largest_sv,top_sv_fraction
0,215615,2044.891963514629,0.050204058487252845
1,157275,2803.1209417966597,0.08964760314478075
2,57819,621.7926511904193,0.23754390767796651
3,161369,2257.5106331777383,0.06721382461472894
4,249196,2164.299422951503,0.0521400865181811
5,189068,2752.6334347317065,0.07780502751986829
6,168420,2112.7709516171035,0.060864507890994686
7,135974,2078.7356607940465,0.027202902813652226
8,268319,2217.6244651523507,0.04728502065699741
9,89284,2476.4939385972116,0.11055301688128698
