cluster_i,cluster_k,epsilon
0,1,3.620882244861144e-15
0,2,6.138078244619835e-16
0,3,1.7506823937438026e-15
0,4,1.7972148150955253e-15
0,5,1.7743782540731312e-15
0,6,1.5836621102437448e-15
0,7,6.475343836238612e-15
0,8,3.8896246537362135e-15
0,9,2.1703744045023426e-15
1,2,7.037510301351305e-16
1,3,4.910428789599335e-15
1,4,3.608772682828051e-15
1,5,2.9876699308389696e-15
1,6,2.077187045579669e-15
1,7,1.0824033098295566e-14
1,8,3.599724999447584e-15
1,9,5.461398189156285e-15
2,3,1.1123893155135927e-16
2,4,1.95700932501539e-30
2,5,2.7116390130085985e-30
2,6,1.379394684025766e-30
2,7,6.759495533164794e-16
2,8,2.4649684847084073e-30
2,9,4.910585159626431e-16
3,4,1.9662109797318112e-15
3,5,1.6792021550613414e-15
3,6,1.8231520318824297e-15
3,7,6.063541813169796e-15
3,8,1.3893907809571533e-15
3,9,1.7448257770970873e-15
4,5,2.1976970445805105e-15
4,6,1.8233113914987412e-15
4,7,6.78322620560176e-15
4,8,2.8153959518592602e-15
4,9,1.4793524871855218e-15
5,6,1.444359711456159e-15
5,7,6.694242105104373e-15
5,8,1.3759368399006446e-15
5,9,2.0911185134995836e-15
6,7,2.653752858024738e-15
6,8,1.3371222729583555e-15
6,9,1.2754639154677575e-15
7,8,8.638483563902593e-15
7,9,8.705671874807504e-15
8,9,1.3938031179357485e-15
