cluster_id,dominant_sg_wyckoff,fraction,n_labeled,cluster_size
0,R-3m | a b c,0.12039912726445735,140707,186128
1,P4/mmm | a c e,0.12394968638523052,118298,158101
2,I-4m2 | a b c d,0.22233605013784896,132754,180357
3,F-43m | a b c d,0.41206175029049197,114461,195396
4,R-3m | a b c,0.6138103790528405,63474,87844
5,Cm | a,0.04018989091541007,126599,171110
6,I-4m2 | a b c d,0.1300139183225274,142977,189422
7,P4/mmm | a c e,0.17297679734412133,110246,152045
8,F-43m | a b c d,0.8059110579136359,97749,143827
9,P4mm | a b,0.13465653243061987,125252,169459
