cluster_id,dominant_space_group_symbol,fraction
0,P-6m2,0.48653797307594615
1,R-3m,0.6956375462599529
2,C2/m,0.3824571215510813
3,F-43m,0.979822061987556
4,Imm2,0.2490721649484536
5,I-4m2,0.6893472631484954
6,P2/m,0.4761061946902655
7,F-43m,0.9979208378253503
8,I4mm,0.5065619510178775
9,R-3m,0.9285982360668043
10,F-43m,0.9677908572253918
11,Pmm2,0.49669686674216684
12,I4/mmm,0.6483139645646789
13,F-43m,0.9982956650611338
14,R-3m,0.812867443150305
15,P4/mmm,0.7138673917590462
16,F-43m,0.9987989260986294
17,P4/mmm,0.8204823100111058
18,Fm-3m,0.9690694278507899
19,Imm2,0.48905355338497813
20,P6_3/mmc,0.13819862957153473
21,Pm,0.8274818401937046
22,Cm,0.9095982142857143
23,I-4m2,0.6522119251617415
24,Cmmm,0.4757407728296656
25,Pm,0.638525564803805
26,Pmmm,0.6780572086772894
27,P4mm,0.6739561109417861
28,I4/mmm,0.49448491155046825
29,Cm,0.9552748731752769
30,F-43m,0.9988658457550227
31,Pmmm,0.4910532519018536
32,R-3m,0.6454726085722395
33,Imm2,0.40742098030233626
34,Cmmm,0.20787430016254288
35,P4/mmm,0.529470640569395
36,Imm2,0.45714285714285713
37,Fm-3m,0.9644261006289309
38,P4mm,0.3511728342789398
39,P4mm,0.421149276301577
40,Cm,0.1749502982107356
41,Pm-3m,0.406684350132626
42,Cm,0.8262573481384716
43,R-3m,0.7080648131099245
44,P2/m,0.5739480977576216
45,I-4m2,0.47674522806703107
46,Immm,0.37485207100591716
47,C2/m,0.6235989402893826
48,Cm,0.889381075427587
49,P6/mmm,0.3365530303030303
50,F-43m,0.9787734001723193
51,P2/m,0.5256187161639598
52,P4/mmm,0.7218321358589157
53,R-3m,0.5991633594336587
54,F-43m,0.9976705490848585
55,F-43m,0.8453439825739699
56,I-4m2,0.6088774525570924
57,P4mm,0.39637205712080276
58,R-3m,0.5628228972928291
59,I4/mmm,0.5789806614856317
60,Cmmm,0.49036421499292787
61,Immm,0.2406457739791073
62,P2/m,0.5047879616963065
63,Cm,0.8345059330043053
64,P4mm,0.6344827586206897
65,I4/mmm,0.6663460767812776
66,Pmmm,0.3029451301478675
67,I4/mmm,0.15189666448659253
68,P4/mmm,0.49484142147497134
69,F-43m,0.9230657989877079
70,F-43m,0.9892944892944893
71,Imm2,0.4301710456709575
72,Immm,0.28926622195269863
73,P2/m,0.42964025827610947
74,F-43m,0.9938491647445307
75,Cmmm,0.6734112282701624
76,P4mm,0.49707750952986024
77,P4/mmm,0.3922314274073068
78,P3m1,0.9167924844824694
79,R-3m,0.8654725047913903
80,Pmmm,0.9216916228247674
81,Cm,0.34673018622780427
82,I4/mmm,0.16193071233943168
83,P4/mmm,0.7470760233918129
84,Cmmm,0.49808316130934827
85,I4mm,0.5182574728260869
86,Immm,0.5515086738469128
87,F-43m,0.9829579515286461
88,F-43m,0.9647658377998418
89,F-43m,0.9886610373944511
90,Pm,0.6863521055301878
91,I4mm,0.6252587991718427
92,Fm-3m,0.9694423699278069
93,I4/mmm,0.4186643835616438
94,Immm,0.3845419847328244
95,Pm,0.7447967086156825
96,I4/mmm,0.4854209445585216
97,Cm,0.9765838919837598
98,R-3m,0.88950097213221
99,Cmmm,0.5179477361922082
100,Pm,0.39739933842819664
101,Pnma,0.1385359951603146
102,P2/m,0.5771891678197272
103,I-4m2,0.8547505126452495
104,Cmmm,0.44071093819082147
105,F-43m,0.9650700434330458
106,Imm2,0.4044829342842588
107,P4mm,0.5871041649619507
108,Fd-3m,0.2613596583350837
109,C2/m,0.6872757383383936
110,F-43m,0.9991875923190546
111,R-3m,0.8437588989084006
112,Imm2,0.31327621064792527
113,P4mm,0.6430155210643016
114,Cmm2,0.4970906812281801
115,P6_3/mmc,0.17715463917525773
116,Pm,0.8871559633027523
117,C2/m,0.322659616137877
118,F-43m,0.989100590731342
119,Imm2,0.35543696964395066
120,P4/mmm,0.21171977562955008
121,P3m1,0.9018936341659952
122,Cm,0.7496663329996663
123,Pm,0.7107883331381047
124,I4/mmm,0.7159392789373814
125,Pm-3m,0.31045601105481346
126,Fm-3m,0.9369186357318507
127,Pm,0.6990337587975665
128,I-4m2,0.6064854703532545
129,C2/m,0.22256846081208687
130,I-4m2,0.5513400242638138
131,F-43m,0.9949771991276188
132,Cmcm,0.1855103307617274
133,Pmmm,0.28383513592516807
134,Cmm2,0.28841786525359575
135,C2/m,0.4853993971363979
136,I4/mmm,0.1291947609083159
137,P4mm,0.5053418005229735
138,F-43m,0.9698681732580038
139,F-43m,0.9808088295857014
140,R-3m,0.8557735780812008
141,Fm-3m,0.9576487769258853
142,P4/mmm,0.8135013677217663
143,Imm2,0.4184481730687335
144,P4mm,0.6584574264986636
145,C2/m,0.7286570857523555
146,P2/m,0.41373600378489195
147,Immm,0.24403946286653877
148,Cmm2,0.45933014354066987
149,P4/mmm,0.7053778080326752
