cluster_id,dominant_point_group,fraction
0,2/m,0.2331858407079646
1,mmm,0.42249229715850734
2,mmm,0.3203209916514419
3,m-3m,0.7342344038251571
4,-3m,0.8088711950394588
5,m,0.4955251335385051
6,-43m,0.9257236158527534
7,4/mmm,0.40132985039183094
8,2/m,0.3090328915071183
9,4mm,0.4907007137830502
10,mmm,0.28105658018130664
11,-43m,0.9967780325679951
12,mm2,0.5452363702227857
13,-3m,0.7654388930382484
14,-43m,0.9947127041159115
15,mm2,0.3619497135393475
16,4/mmm,0.4425962504764875
17,m-3m,0.22802796210931564
18,mmm,0.2521031430685337
19,m,0.4179087528035659
20,-42m,0.47235628485628484
21,mmm,0.38965934344144704
22,4mm,0.304
23,m-3m,0.7955696202531646
24,mmm,0.2298067785872664
25,-43m,0.5900836074561403
26,4/mmm,0.3261706715958102
27,-43m,0.9360931946821114
28,mm2,0.3871244898585412
29,mmm,0.28904876619571584
30,-43m,0.9956462905218568
31,2/m,0.5021761163775115
32,mm2,0.6874091468187409
33,2/m,0.3306825106642291
34,-42m,0.4015624499727852
35,3m,0.2316880988401412
36,-3m,0.8088307513728291
37,2/m,0.4793607541333726
38,m,0.6359029334372868
39,mmm,0.49739125733286477
40,-43m,0.9051363507690372
41,-43m,0.9903357860918229
42,m,0.4727442196097297
43,4/mmm,0.3394128241045139
44,m,0.47721106147394965
45,mm2,0.35183771723813995
46,mm2,0.43591082176636775
47,m-3m,0.47510804097049714
48,-3m,0.8409375559134014
49,6/mmm,0.21259323607824343
