cluster_id,dominant_space_group_symbol,fraction
0,P2/m,0.19622191967324712
1,Cmmm,0.31163984936665523
2,Immm,0.15242478203556808
3,Fm-3m,0.7311848198486502
4,R-3m,0.8087655016910936
5,Cm,0.32045703774452583
6,F-43m,0.924179902033546
7,I4/mmm,0.39552494788780707
8,Pmmm,0.23880093274423173
9,P4mm,0.4869474883549479
10,Immm,0.17449202875898717
11,F-43m,0.9967780325679951
12,Imm2,0.23286089476544106
13,R-3m,0.7648885569401312
14,F-43m,0.9947127041159115
15,I-4m2,0.2178882061329296
16,P4/mmm,0.43012094119277816
17,P6_3/mmc,0.12542424395927257
18,C2/m,0.12089989861069246
19,Cm,0.30369360928938477
20,I-4m2,0.47235628485628484
21,Cmmm,0.3014149483811078
22,P4mm,0.29886238532110093
23,Fm-3m,0.7939314966492926
24,C2/m,0.1284711223735614
25,F-43m,0.5900493421052632
26,I4/mmm,0.21549599507085643
27,F-43m,0.9355666710543635
28,Immm,0.1716530117524318
29,C2/m,0.22830262386874145
30,F-43m,0.9956462905218568
31,C2/m,0.46404936505097477
32,Imm2,0.36050542323605056
33,P2/m,0.2936928702010969
34,I-4m2,0.4015624499727852
35,P3m1,0.2225163893091276
36,R-3m,0.80856288227153
37,P2/m,0.2872924107964797
38,Cm,0.3527596400610727
39,Pmmm,0.44613554648427994
40,F-43m,0.896077752964489
41,F-43m,0.9903357860918229
42,Cm,0.25929823506419314
43,I4/mmm,0.3374403247477202
44,Pm,0.3006002137747691
45,P4mm,0.14918976045091592
46,Imm2,0.2028313475003071
47,Fm-3m,0.4734066083642427
48,R-3m,0.8408928251923421
49,P6_3/mmc,0.1158673576371207
