sg_sites,n_materials
Cmmm | 2a 2b 2d 4f,1
Cmmm | 2a 4i 4j 4l 8n 8q 8q 8q,1
C2/m | 4g 4h 4i 4i 8j 8j 8j 8j,1
P2_1/m | 2a 2d 2e 2e,1
P1 | 1a 1a 1a,1
P6_3/mmc | 4e 4f 4f 6h,1
Imma | 4a 4e 8g 8h,1
P2/m | 1a 2m 2n 2n,1
Pnma | 4a 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d,1
P4/mmm | 1a 2e 8r,1
P6_3/mmc | 2c 4e 4f 6h 12k,1
R-3c | 18e,1
Pnnm | 2a 4g 4g 4g 8h,1
P-6m2 | 1a 1d 1f 2g 2h 2i,1
Cmmm | 2a 4g 4h 4j 4k 4l 8m 8n 8n 8p 8q 16r,1
P3 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 3d 3d,1
Cmmm | 2a 2c 4f 4i,1
C2/m | 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j,1
Amm2 | 2a 2a 2a 2a 2b 2b 4d 4d 4d 4d 4d 4d 4d 4e 4e 4e 4e 4e 4e 4e 4e,1
Pbcn | 4c 4c 4c 8d 8d,1
Pa-3 | 4a 8c 24d,1
P4mm | 1a 1a 1b 2c 4d 4d 4d 4e 4e 4f 4f,1
P4/mnc | 2a 8g 8h,1
Pmmm | 1a 1b 2l,1
P6_3/m | 2b 2c 6h,1
Pmn2_1 | 2a 2a 2a 2a 4b 4b 4b 4b 4b,1
Pmm2 | 1a 1a 1a 1b 1b 1b 1b 1c 1c 1c 1c 1d 1d 1d 1d 2g 2g 2g 2g 2h 2h 2h 2h,1
C2/m | 2a 2b 4i 4i 8j,1
P6_3/m | 2c 6h 6h 6h 6h 12i,1
P6_222 | 3c 3d 6i,1
P-3m1 | 1a 2d 3f 6i,1
Immm | 2a 2d 4i 4i,1
I4_1/amd | 8c 16h,1
Pm | 1a 1a 1b 1b 2c 2c 2c 2c,1
Pmmn | 2a 2b 4e 4f 4f,1
P4/mbm | 2a 2c 4e 4g,1
P4/mmm | 1a 1c 4j 4k 4l 4o,1
P4_2/nmc | 8g 8g 8g 8g 8g,1
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P2_13 | 4a 4a 4a 12b,1
Fddd | 16c 16g 32h 32h 32h 32h,1
Cmmm | 2a 2c 4g,1
P4/mbm | 2a 2b 4e 4f 4g 4h,1
P3 | 1a 1a 1a 1b 1b 1c 3d 3d 3d 3d 3d 3d,1
R-3m | 3a 3b 6c 6c 9e 18h,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,1
P4_2/nmc | 2a 4d 8f 8g 8g 16h,1
P-62m | 3f 3f 3g 6i,1
Pmma | 2e 2f 4g 4i 4j 4j 4k 8l,1
C2/m | 2a 4i 4i 4i 4i 8j 8j,1
Pnna | 4c 4d 8e 8e 8e 8e,1
Pm-3m | 1a 1b 3c 3d 8g,1
P2_12_12 | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
Pmm2 | 1a 1b 1c 1d 2e 2f 2g 2g 2h 2h 4i 4i,1
Pmn2_1 | 2a 2a 2a,1
P6_3/mmc | 2b 2c 4f 12i,1
P4_2/mmc | 4j 4m,1
Pmc2_1 | 2a 2b 2b,1
P-1 | 1a 1c 2i 2i 2i 2i,1
P6_322 | 2a 4f 6h 12i,1
Immm | 2a 2b 4f 4i 4j 8n,1
C2/m | 2a 2b 2c 2d 4e 4i 4i 8j,1
Amm2 | 2a 2a 2b 2b 2b 2b 4d 4e 4e 4e,1
P-4m2 | 1a 1d 2e 2e 2f 2f 2f 2f 2g 2g 2g 2g 2g 2g 2g,1
P4_2/mcm | 2a 2d 4i 8o,1
Pmm2 | 1a 1a 1b 1c 1d 1d,1
I-42m | 8f 8g 8i 8i,1
P4_2/mmc | 2c 4j 8n,1
P2/c | 2e 2f 4g 4g 4g 4g 4g 4g 4g 4g 4g,1
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Fmmm | 4a 8h,1
Pmmm | 1a 1d,1
P-62m | 2c 2e 3f 3g 4h 6i 6i 6i 6i 6k,1
P-43n | 2a 6c 8e,1
P4_2mc | 2a 2b 2c 2c 4d 4e 4e 8f,1
R3 | 3a 3a 3a 3a 3a 9b 9b,1
P3m1 | 1a 1a 1a 1b 1b 1b 1c 1c 1c 1c,1
P2 | 2e 2e 2e 2e,1
Imm2 | 2a 2a 2b 2b 4d 8e,1
P6/mmm | 1a 4h,1
P4_122 | 4a 4a 4b 4b 8d 8d,1
P6_3/mmc | 2a 2b 4f 6g 12k,1
P4/mmm | 1a 1b 2f 4o,1
I4/mmm | 2a 2b 4c 8h 8i 16k,1
C2/m | 2a 2d 4g 4g 4h 4h,1
Cmm2 | 2a 2a 4e 4e,1
P4/n | 2a 2c 8g 8g 8g 8g 8g,1
P4_2/nmc | 2a 4c 4c 4d,1
Amm2 | 2a 2a 2a 2a 2b 2b 2b 2b 2b,1
P2_12_12 | 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
I4mm | 2a 2a 2a 2a 2a 2a 2a 4b 4b,1
Amm2 | 2a 2a 4e,1
C222 | 2a 4h 4j 4k 8l 8l 8l 8l 8l,1
Cmmm | 2a 4h 4j,1
P4_332 | 4a 4b 12d,1
I4_1md | 4a 8b 8b 8b 8b 8b 8b 8b 8b 8b,1
I-42d | 4a 8c 8d 8d 16e 16e 16e,1
Cmce | 4a 8d 8d 8e 8f,1
Fmm2 | 8b 8c 8c 8c 8d 8d 16e 16e 16e,1
P-6 | 1a 1c 3j 3k 3k,1
Ibam | 4a 8g 8j 8j,1
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P4/mmm | 1a 1b 1c 2g 4i,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b,1
R-3m | 3a 3b 18g 18h,1
R3 | 3a 3a 3a 9b 9b 9b 9b 9b,1
R3m | 3a 3a 9b 9b 9b 9b 9b 9b 18c,1
R-3m | 9d 9e 18f 18h,1
Cmcm | 4c 4c 8e 8f 8g 8g,1
C2/m | 2a 2c 2d 4i 4i 4i 4i,1
P2/c | 2a 2d 2e 2e 2f 4g 4g 4g 4g 4g,1
Cmcm | 4a 4c 4c 8e 8f 8f 8g,1
Cmcm | 4a 4c 8f 8f 8f 8f 8f 8g 8g 16h,1
I-42d | 4a 8c 16e 16e 16e,1
C2/c | 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f,1
I-4m2 | 2a 4e 4f 8i 8i 8i 8i 8i 8i 8i 8i 8i,1
Fddd | 8a 8b 32h,1
R-3m | 6c 6c 6c 6c 6c 6c 6c 6c 6c 6c 6c,1
Cmmm | 4e 4g 4g 4h 4i 4j 4j 4j 4j 8p 8p 8p 8p 8p 8q 8q 8q 8q,1
P6_3 | 2a 2b 2b 6c 6c,1
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
I4mm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b,1
C222_1 | 4a 4a 4b 8c 8c 8c 8c 8c,1
R-3m | 3a 3b 6c 6c 6c 6c 18h 18h,1
C2/m | 2a 2b 2c 2d 4g 4h 4i 4i 8j 8j 8j 8j 8j,1
Ibam | 8j 8j 16k 16k,1
P2/c | 2a 2e 2f 4g 4g 4g,1
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1c 1c 1c 1d 1d 1d 2g 2g 2g 2g 2g 2h 2h 2h 2h 2h 4i 4i 4i 4i 4i 4i,1
Immm | 2a 4f 4h 4i 4i 4i 4j 4j 8l 8l 8n 8n 16o,1
Pbcn | 4a 4c 4c 4c 8d 8d,1
P622 | 6j 6l 6l 6m 12n,1
P3m1 | 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c 1c 1c 1c,1
R3m | 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a,1
C2/m | 2a 2d 4i 4i 4i 4i 4i,1
P-1 | 1a 1e 1f 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P4_2nm | 2a 4c 4c 4c 8d 8d,1
R-3c | 6a 18e 36f,1
R-3c | 6a 18d 18e 18e 36f,1
Amm2 | 2a 2b 4d 4d 4e 4e,1
Cmce | 8e 8f 8f 8f 16g,1
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
Fm-3m | 4a 8c 24e 48h,1
C2/m | 4e 4g 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j 8j 8j 8j 8j,1
P-42_1m | 2a 2c 2c 4e 4e 4e,1
P-62m | 1a 2c 3f 3f 3g 3g 6j,1
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P4/mmm | 1a 1c 2f 4j 4k 4m 4o,1
P6/mmm | 1a 2e 2e,1
I4mm | 2a 2a 4b 8c 8c 8c 8d,1
I4_1md | 4a 4a 4a 4a,1
C2/m | 4e 4g 4i 4i 8j 8j 8j 8j 8j 8j 8j,1
R-3m | 3a 6c 18g 18h,1
P-1 | 1a 1d 1g 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Cmme | 4a 4d 4g 8m,1
C2/c | 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
Amm2 | 2a 2b 4c 4c 4c 4e 8f,1
P4_322 | 4a 4c 8d 8d,1
Ibam | 4c 8j 8j 8j 8j,1
P2_1/m | 2a 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f,1
P-1 | 1a 1e 1f 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,1
Pbcm | 4c 4c 4d 4d 4d 4d 4d,1
Fmmm | 4a 8h 8h 8i 16m 16m 16m,1
I4_1/amd | 4a 8e 16h,1
P3_121 | 3a 3a 3b 6c 6c 6c,1
P-6c2 | 2a 2e 6k,1
P4mm | 1a 1a 1a 1b 1b 2c 2c 4d 4d,1
Pmma | 2e 2f 4i 4j,1
Immm | 4e 4g 4i 4i 4j 8l 8l 8m 8m 8n 8n 16o,1
I23 | 2a 8c 12d 12e 24f,1
C2/c | 4c 4d 4e 4e 8f 8f 8f 8f 8f 8f,1
P-6 | 2g 2h 2i 3j 3j 3j 3j 3j 3k 3k 3k 3k 3k 6l 6l,1
C2/m | 4i 4i 4i 8j,1
R3c | 6a 18b 18b 18b 18b 18b 18b,1
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 8b 8b 8b 8b,1
R-3c | 12c 36f 36f,1
Pmm2 | 1a 1a 1a 1a 1b 1b 1b 1b 1c 1c 1d 1d 2g 2g 2h 2h,1
Fmmm | 4a 8f 8h 8i 8i 8i 8i 16j 16j 16m 16m,1
Cmcm | 4c 4c 8e 8e 8g 8g 8g,1
P6mm | 1a 1a 3c 3c 3c 3c 6e 6e,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f,1
Immm | 2a 2c 4g 4j 8l 8m 8n,1
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
Cmmm | 2a 2d 4e 4f 4i 4j 4l 8n 8p 8q,1
I-4m2 | 2a 2b 2c 2d 4e 4f 8g 8h 8i 8i,1
P-6c2 | 2a 2e 2f 4g 4h 12l,1
P-62m | 1a 2c 3f 3g,1
Pmmm | 1a 1b 1d 1e 1f 2n 2o 2q 2q 2r 2r 2s 2s 2s 2s 2t 2t 2t 2t 4u 4u 4v 4v,1
P2_1/m | 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f,1
P-4n2 | 2a 2b 2c 2d 4f 4g 8i 8i,1
P-4m2 | 1a 1b 1c 1d 2e 2g,1
Fddd | 16f 16g 16g 32h 32h 32h 32h 32h,1
P-1 | 1a 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Pmc2_1 | 2a 2a 2a 2b 2b 2b 4c 4c 4c,1
I4_1 | 8b 8b 8b 8b 8b 8b,1
F-43m | 4a 4b 4c 16e 16e 16e,1
R-3m | 3a 3b 6c 9e 18h,1
P6_3/mcm | 2b 6g,1
P4/nmm | 2c 2c 2c 2c 4d 4f 8h 8i 8i 8j 16k,1
Fddd | 16e 16f 16g 32h 32h 32h,1
C2/m | 4g 4h 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j 8j,1
P6_3mc | 2a 2b 6c 6c,1
P312 | 1a 1c 3k 6l 6l,1
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
Fmm2 | 4a 8b 8c,1
I4/m | 2a 2b 4d 8h 16i 16i,1
Ama2 | 4a 4a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 8c 8c 8c 8c 8c 8c,1
P4/mmm | 1a 1b 1d 2g 2h,1
Cmce | 8e 8f,1
I-42d | 4a 4b 16e,1
P6/mmm | 1a 3f 3g 6i 12o,1
Ia-3d | 24d 48g,1
P2_1/m | 2a 2e 2e 2e 2e 2e 2e 2e 2e 4f,1
P6_3/mmc | 2a 2b 2c 4f 4f 12k,1
Pmm2 | 1a 1a 1b 1b 1c 1c 1d 1d 2g 2g 2g 2g 2h 2h,1
P4/nmm | 2c 2c 4d,1
P4_32_12 | 4a 8b 8b 8b,1
I4_1/amd | 8c 8d 16h,1
P-4m2 | 1a 2g,1
P6/mmm | 1a 2d 6m,1
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 8j,1
C2 | 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
Fd-3m | 8a 8b 16c 32e 96g,1
C2/m | 4e 4g 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
Pma2 | 2a 2a 2b 2b 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c 4d 4d,1
Immm | 2a 4i 4j 4j 4j 4j 4j 4j,1
Imma | 4a 4e 8f 8g 8h 8h 8i 8i 16j 16j 16j 16j,1
Pnma | 4a 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d 8d,1
P4/mmm | 1a 1b 2e 2f 2g 2h,1
P4/mmm | 1a 1b 1c 2f,1
Cmme | 4a 4d 4f 4g 8m 8m 16o,1
R-3m | 3a 9d 18h 18h 18h 18h,1
I4/mmm | 2a 2b 4e 8h,1
Cmc2_1 | 4a 4a 4a 4a 4a 4a 4a 4a,1
P-43m | 3c 4e 4e 4e 6g 12h,1
P4_2/mnm | 2a 2b 4d 4f,1
Pmma | 2e 2e 2f 4j 4k 4k 8l,1
C2/c | 4e 4e 4e 8f,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c,1
P4/mmm | 1a 1d 2e 2h,1
C2/m | 4g 4i 4i 4i 4i 8j 8j 8j,1
P4/nmm | 2a 2b 2c 2c 2c 8i,1
P-4 | 1a 1b 2g 4h 4h 4h 4h 4h 4h 4h 4h 4h 4h 4h,1
Cmcm | 4a 4c 4c 8f 8g 8g 8g 8g 16h 16h 16h,1
I4/m | 2a 4d 4e 4e 8h 16i 16i,1
P6_3 | 2b 6c 6c 6c 6c,1
R-3 | 6c 6c 6c 6c 18f 18f 18f 18f 18f 18f,1
R-3c | 12c 36f,1
Cccm | 8g 8h 8i 8j 8k 8k 8l 8l 8l 8l 16m 16m 16m,1
Fddd | 16f 16f 16g 16g 32h,1
P-6 | 1a 1b 2g 2h 2i 2i 3j 3j 3k 3k 6l 6l 6l 6l 6l 6l,1
P4mm | 1a 1a 1b 2c 4d 4d,1
P31m | 1a 2b 3c 3c 6d,1
P3_121 | 3a 3a 3b 3b 6c 6c,1
F4_132 | 48f 48g 48g,1
P-3m1 | 1a 2d 2d 6i 6i 12j,1
P6_3/mmc | 2b 4f 4f 6h 12k 12k,1
F-43m | 4a 16e,1
P2/m | 1a 1d 1f 1h 2m 2n,1
Ibam | 4a 4d 8j 8j 16k 16k,1
I4/mmm | 2a 2b 4c 4d 4e 4e 16m,1
Cmce | 4a 8d 8d 8f 16g,1
R32 | 3a 3b 9d 9e 9e 18f,1
P-43m | 3c 3d 4e 4e 12i,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
R3c | 18b 18b 18b 18b 18b 18b 18b,1
Pca2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
I4/mmm | 2a 2b 4e 4e 4e 4e 4e 4e 8g 8g,1
P6_3/m | 2b 4e 4f 6g 6h 12i 12i 12i,1
R32 | 6c 6c 6c 6c 6c 9d 9e 18f 18f,1
C2/c | 4c 4e,1
R32 | 6c 9d 18f,1
P-1 | 1a 1b 1c 1g 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
C2/c | 4a 8f 8f 8f 8f 8f 8f 8f 8f,1
Aea2 | 4a 4a 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b 8b,1
Pnnm | 4e 4g 4g 4g 4g 4g 8h 8h,1
C2/m | 2a 2c 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
Cmce | 8e 8f 8f 8f,1
I2_13 | 8a 8a 8a 12b 24c 24c,1
P2_1/m | 2a 2e 2e 2e 2e 2e 4f 4f,1
P321 | 2d 3e,1
I4mm | 2a 2a 2a 2a 2a 4b 4b 4b,1
I-43d | 12a 16c 48e,1
Cmmm | 2a 2b 4f 4h 4i,1
Pmm2 | 1a 1b 1c 2g 2h 2h 2h,1
P-1 | 1a 1f 2i 2i 2i 2i 2i 2i 2i 2i,1
Pbam | 4g 4g 4g 4g 4h 4h 4h 4h,1
P-1 | 1a 1e 2i 2i 2i 2i 2i 2i,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,1
I4_1/acd | 8b 16d 16d 16f,1
C2/m | 2a 2b 4h 4i 4i 4i 8j 8j 8j 8j 8j 8j,1
C2/m | 4e 4g 4h 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j,1
P2_1 | 2a 2a,1
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P-1 | 1a 1c 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
I-4m2 | 2a 2c 4e 4e 4e 4e 4f 4f,1
Pm-3m | 1a 1b 3c 3d 8g 12i 12j,1
Cmce | 4a 8d 8d 8d 8d 16g 16g 16g 16g,1
P31m | 1a 1a 2b 2b 3c 3c 3c 3c,1
Cm | 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
R-3 | 6c 6c 18f 18f 18f 18f 18f 18f,1
P4/nmm | 2a 2c 2c 4f,1
Fddd | 16e 16f 16g 16g 32h 32h,1
Cmce | 8d 8e 8f 8f,1
C2/c | 4c 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
C2/m | 2a 4h 4i 4i 4i 8j 8j 8j,1
Cmmm | 2a 2b 4f 4i 4j,1
P6_422 | 3c 6j,1
Fmmm | 4a 8f 8h 8i 8i 8i 8i 8i 8i 16j 16j 16j 16m 16m 16m,1
C2/m | 2a 2d 4g 4i 4i 8j 8j 8j,1
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
I4cm | 4a 4b 8c 8c 8c 8c 16d 16d 16d,1
I4mm | 2a 2a 4b 8c 8c 8c 8d 8d 8d 8d 16e,1
Pccn | 4c 4c 8e 8e 8e 8e 8e 8e 8e,1
Cmce | 8f 8f 8f 8f 8f,1
R-3m | 3a 6c 6c 9d 18h 18h,1
Pccn | 8e 8e 8e 8e 8e 8e 8e 8e,1
Imm2 | 2a 2a 2b 4c 4d 4d 4d,1
C2/m | 4e 4f 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
I4/m | 2a 8h 8h 16i,1
Cm | 2a 2a 4b,1
C2/m | 2a 4f 4i 4i 4i 4i 8j,1
C2/m | 2a 4e 4i 8j,1
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
I4/m | 4d 4e 8h 8h 8h,1
P-3m1 | 1a 2c 2c 2d 2d 2d 2d 2d 6i 6i 6i 6i,1
Pnma | 4c 4c 4c 4c 4c 4c 8d 8d 8d,1
I4/m | 4e 4e 8f 8g 8h 8h 16i 16i,1
P31m | 1a 2b 2b 3c 3c 3c,1
P6_3/mmc | 2b 4f 4f,1
R3 | 3a 3a 3a 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b 9b,1
P-1 | 1a 1e 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
C2/m | 2a 2d 4i 4i 4i 4i 4i 8j 8j,1
Pcca | 4a 4c 4e 4e 8f 8f 8f 8f 8f,1
P6_3cm | 2a 2a 6c 6c 6c,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P31c | 6c 6c 6c 6c 6c 6c 6c 6c 6c 6c,1
Ia-3 | 8b 16c 24d 48e,1
P-6m2 | 1a 1e 1f,1
Pnnm | 2a 2c 4g 4g,1
Pmmn | 2a 2a 2a 2a 2a 2b 2b 2b 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e 4e,1
Cmcm | 4c 8e 8g 8g 8g 8g,1
P-4m2 | 1a 2g 2g,1
R3m | 3a 3a 3a 3a 3a 3a 9b,1
I4_1/a | 4a 4b 8e 8e 16f 16f 16f 16f,1
C2/c | 4c 4e 4e 8f 8f 8f,1
P6_222 | 3c 6j,1
C2/m | 2a 2c 2d 4f 4i 4i 8j,1
P-3 | 2d 2d 6g 6g 6g 6g 6g 6g 6g 6g 6g 6g,1
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 4i,1
P-1 | 1a 1c 1d 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Fm-3m | 4a 4b 8c 24d 24e 32f,1
R3 | 3a 3a 9b 9b 9b 9b 9b,1
I4/mcm | 4a 4b 4d 16l,1
Pmna | 2a 2d 4g 4h 4h 4h 4h 4h 8i 8i 8i 8i,1
F-43m | 4a 4c 4d 16e 24f,1
Pmmn | 2a 4e 4e 4e 4f 4f 8g,1
P4_2/ncm | 4c 4e 8i 8i 16j 16j,1
I-42m | 4c 4e 4e 4e 4e 8i 8i 8i 8i 8i 16j 16j 16j,1
C2/m | 2a 4e 4f 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j,1
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d,1
P-1 | 1a 1d 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Immm | 2a 4g 4h 8m,1
C2 | 2a 2a 2a 4c 4c 4c 4c 4c 4c,1
I4/m | 2a 2b 8h 8h 8h 8h 8h 16i,1
P4_2/mnm | 4f 8i 8i 8j,1
Cmmm | 2a 2d,1
I4_1/acd | 16d 16d 16d 16f,1
C2/c | 4e 4e 8f 8f 8f,1
P4/mnc | 2a 2b 4d 4e 8h,1
Pmmm | 1a 1h 2m 2o 2p 2q 2q 2r 2s 2t 4u 4u 4u 4v 4v,1
Pmmn | 2a 2a 2b 2b 4e 4e 4e,1
C2/m | 2a 2c 4e 4i,1
P3m1 | 1a 1a 1b 1b 1c 1c 3d 3d,1
C2 | 2a 2a 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
Cmcm | 4c 4c 8e 8f 8g 8g 16h,1
C2/m | 4e 4f 4i 4i,1
C2 | 4c 4c 4c 4c 4c 4c 4c,1
P4_132 | 4a 4b 12d,1
Cmce | 8f 8f 8f,1
Cm | 2a 2a 4b 4b 4b 4b 4b,1
Pmma | 2e 2e 4j 4j,1
P2/m | 1a 1g 2m 2m 2m 2m 2m 2m 2n 2n 2n 2n 2n 2n,1
P-62m | 1a 2d 2e 3f 4h 6i,1
Pmma | 2e 2f 4g 4i 4i 4j 4k 8l,1
P-1 | 1a 1b 1c 1h 2i,1
Pma2 | 2a 2b 2c 2c 2c 2c 4d,1
P4/nnc | 2a 4e 16k 16k,1
P4_32_12 | 4a 8b 8b,1
P6_3mc | 2a 2a 2a 2b 2b 2b 2b 2b 2b,1
R3m | 3a 3a 9b 9b 9b,1
P4/mmm | 1a 1d 2f 4k,1
Pm | 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 2c 2c 2c 2c,1
P4mm | 1a 1a 1a 1b 1b 1b 2c 2c 2c,1
P2 | 1a 1a 1b 1b 1c 1c 1d 1d,1
I-4m2 | 2a 2c 4e 8g 8i,1
P6_3/m | 2a 4f 4f 6h 12i,1
P3m1 | 1a 1a 1b 1b 1c 1c 1c 1c,1
F-43m | 16e 16e 16e,1
P-6m2 | 1a 1c 2i,1
Cccm | 4a 4b 4e 4f,1
R3 | 3a 3a 3a 3a 3a 3a 9b 9b,1
Pmm2 | 1a 1b 1c 1d 2h 2h,1
Pm | 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 2c 2c 2c 2c 2c 2c 2c 2c 2c 2c,1
P3 | 1a 1a 1b 1b 1c 1c 3d 3d 3d 3d 3d 3d,1
C2/m | 2a 2c 4g 4h 4i 4i 4i 8j 8j 8j,1
P6_3/mmc | 2b 2c 4e 4f 4f 4f 4f,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P4mm | 1a 1a 1a 1a 1b 1b 1b,1
P4/ncc | 4c 8f 16g 16g,1
C2/m | 2a 4i 4i 4i 4i 4i 4i 8j 8j,1
Imma | 4a 4c 4e 8h,1
Immm | 2a 2d,1
P-3 | 2c 2d 6g,1
C2 | 2a 4c 4c 4c 4c 4c 4c,1
Pnma | 4a 4c 4c 4c 8d,1
Cmcm | 4a 4c 4c 4c 8f 8f 8f 16h,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P-6c2 | 2a 2c 6k,1
