cluster_id,dominant_point_group,fraction
0,-43m,0.9993259638716635
1,mmm,0.7367739149211834
2,6/mmm,0.3588830584707646
3,4/mmm,0.9604851330203443
4,mm2,0.9175223026426528
5,-43m,0.99306079348318
6,2/m,0.7455197132616488
7,-43m,0.9985992762927512
8,m,0.6824910668708525
9,-3m,0.9667027027027028
10,4mm,0.7536811779769527
11,mm2,0.9709428129829984
12,-43m,0.9564009661835748
13,mmm,0.9378542114520226
14,4/mmm,0.6422552166934189
15,m,0.991864406779661
16,-43m,0.9994813950473227
17,m,0.9594068304373876
18,-3m,0.993001399720056
19,6/mmm,0.460596546310832
20,-42m,0.9599144842330305
21,mm2,0.8664206642066421
22,2/m,0.46947900466562986
23,2/m,0.9395329441201001
24,mmm,0.8664964435527995
25,mmm,0.7018128005919348
26,mmm,0.8446714203121989
27,m-3m,0.9692886242557192
28,-3m,0.9948798739661284
29,2/m,0.7310859988507948
30,mmm,0.42437958482909316
31,m-3m,0.9482692307692308
32,m,0.8516460905349794
33,m,0.9685593618019709
34,4mm,0.7932692307692307
35,m-3m,0.9683875079668579
36,-3m,0.3400957374059722
37,2/m,0.5668670172802405
38,mmm,0.9544654641443027
39,4/mmm,0.7479557479557479
40,m-3m,0.45225505443234837
41,4mm,0.8244691213715176
42,mm2,0.9886158294181424
43,6/mmm,0.3528606208155812
44,4/mmm,0.8071901608325449
45,-43m,0.9819297082228117
46,-43m,0.9803370786516854
47,3m,0.9849688031764039
48,4/mmm,0.7749460043196544
49,mm2,0.9451229713903296
50,-6m2,0.3244641537324464
51,mmm,0.7444679622859341
52,-42m,0.8317092976045473
53,-43m,0.9750635324015248
54,2/m,0.49128109741920484
55,4mm,0.792220744680851
56,4/mmm,0.8490609253321117
57,mmm,0.4897008776643382
58,mmm,0.6526466967583094
59,m,0.7708512467755804
60,4mm,0.8142953700574519
61,-3m,0.9318128927158482
62,-42m,0.8581659388646288
63,4mm,0.754626951995373
64,-3m,0.9112772837510105
65,3m,0.7999022721720009
66,-43m,0.9971974076020319
67,4/mmm,0.5108981585869974
68,-43m,0.9973812196034418
69,-43m,0.8998950996553274
70,mmm,0.35665733706517394
71,-43m,0.9977277030865367
72,2/m,0.6543576905022688
73,mm2,0.8921973094170403
74,mm2,0.9637112593173793
75,4/mmm,0.9247015610651974
76,4mm,0.7942725477287689
77,m-3m,0.5265738690287883
78,m,0.5786963434022258
79,m,0.8949701291192909
80,m-3m,0.9653599188915174
81,m-3m,0.4753876260725576
82,4/mmm,0.9897425162235712
83,mmm,0.5796634443250984
84,-3m,0.9159345047923323
85,mmm,0.9236285406955899
86,mmm,0.5487889273356401
87,3m,0.9312
88,2/m,0.45126353790613716
89,m,0.8813387423935092
90,mm2,0.9742754244554965
91,4/mmm,0.8231757310740639
92,m,0.6633605600933489
93,mm2,0.9774633779892326
94,-43m,0.9998911860718172
95,-3m,0.9917212832011039
96,2/m,0.5388282025819265
97,2/m,0.5746375331835818
98,2/m,0.7154326494201606
99,mm2,0.9784590987181181
100,2/m,0.7287721441661577
101,mmm,0.48778103616813295
102,m,0.7000847816871556
103,m-3m,0.709347442680776
104,mm2,0.9574719432959244
105,-43m,0.9913921044820422
106,2/m,0.787827352085354
107,-43m,0.9801218804410912
108,-43m,0.99921875
109,m,0.9707652622527945
110,mmm,0.6175955134945671
111,-43m,0.999594430174395
112,mmm,0.49427538415185296
113,4/mmm,0.9019057171514544
114,3m,0.7663210983468759
115,4/mmm,0.8473971452560873
116,3m,0.9701700585447449
117,mmm,0.5020460908895111
118,-43m,0.9753086419753086
119,-43m,0.43661789460054384
120,4/mmm,0.48067501360914533
121,-43m,0.9863655730720068
122,mm2,0.8864628820960698
123,2/m,0.5345953002610966
124,-43m,0.9686800894854586
125,-43m,0.5292473547614295
126,mmm,0.9548292324641939
127,4mm,0.7909698996655519
128,-43m,1.0
129,4/mmm,0.6995085995085996
130,-3m,0.9996214988644966
131,mmm,0.9548927779147153
132,-43m,0.9997470915528579
133,mm2,0.9772766396970218
134,4mm,0.7378519290928051
135,4mm,0.5731904569348969
136,mmm,0.5514795297932712
137,m-3m,0.2990488829904888
138,-42m,0.7589485458612976
139,4/mmm,0.9908183632734531
140,-3m,0.9943661971830986
141,m,0.9924143342924405
142,m-3m,0.9292982456140351
143,mm2,0.8896746817538896
144,mm2,0.7227032734952481
145,m-3m,0.9841875681570338
146,-43m,0.9197172034564022
147,m,0.8543604141077382
148,m,0.972396486825596
149,3m,0.7958780350084698
150,m,0.9905877833269304
151,-3m,1.0
152,4mm,0.6373974645786726
153,mmm,0.9368777801313282
154,-42m,0.9313296556971656
155,-43m,0.9976769609182837
156,-42m,0.9199835863766926
157,mmm,0.48782793665800045
158,mmm,0.9273031125966158
159,mmm,0.9063311364090274
160,-3m,0.990103364855949
161,-42m,0.9005802707930367
162,mmm,0.6803529012555141
163,4/mmm,0.9054266614235156
164,mm2,0.6479276895943563
165,mmm,0.4856819284905355
166,mmm,0.845892526250772
167,4/mmm,0.7762166564854408
168,4mm,0.4546634927504869
169,m,0.29506260335459483
170,6/mmm,0.3332553788587465
171,m-3m,0.9650740067514931
172,4/mmm,0.9
173,m,0.5652090891731908
174,2/m,0.7308881104471461
175,mmm,0.7505701845324487
176,mm2,0.9097692174214819
177,m,0.9939686369119421
178,-3m,0.6387066541705717
179,mmm,0.9201773835920177
180,m,0.9171133231240429
181,4mm,0.8072669826224329
182,2/m,0.5231512325116588
183,4/mmm,0.9635036496350365
184,mm2,0.9341479972844535
185,m,0.9981880410710691
186,-3m,0.9972845763939174
187,4mm,0.8271028037383178
188,m-3m,0.9454858125537403
189,2/m,0.8692438010164792
190,mm2,0.969511156532107
191,mm2,0.9747313967369677
192,m,0.9766487041313832
193,4/mmm,0.8180845371856608
194,m,0.8388791593695272
195,4/mmm,0.6069474185105876
196,-6m2,0.35175202156334234
197,mmm,0.5912962962962963
198,4mm,0.7253250320454129
199,mmm,0.4783132530120482
200,-3m,0.8722966014418125
201,m,0.999625468164794
202,4/mmm,0.5984682713347921
203,4/mmm,0.9229475100942126
204,mm2,0.8871818746120422
205,4/mmm,0.9082247715341241
206,mmm,0.7257184430702074
207,6/mmm,0.4409130816505707
208,mm2,0.504885993485342
209,-42m,0.9530565773340339
210,4mm,0.7352219074598678
211,4mm,0.6487721302113079
212,-43m,0.9859778597785978
213,-43m,0.994921875
214,4/mmm,0.5926296815541758
215,2/m,0.6401216893342878
216,mmm,0.7220878677952438
217,4/mmm,0.6341512469831054
218,-3m,0.9782939832444782
219,-42m,0.5009487666034156
220,6/mmm,0.38109144004380363
221,-43m,0.9811844540407156
222,2/m,0.5684419349916069
223,-3m,0.9915635545556806
224,4/mmm,0.6896460644479662
225,mmm,0.8800963357990711
226,mmm,0.6010692987867572
227,-42m,0.9248023533737819
228,mmm,0.9605445316105214
229,-43m,0.9979292168674698
230,2/m,0.4355212355212355
231,mmm,0.38493723849372385
232,2/m,0.9304511278195489
233,m,0.9813025210084033
234,-43m,0.9641125121241513
235,4/mmm,0.7491055456171736
236,mmm,0.5740236148955495
237,4/mmm,0.9888330541596874
238,4/mmm,0.8447678447678447
239,4mm,0.8121700879765396
240,3m,0.9365491651205937
241,mm2,0.9597378277153558
242,m,0.3213183421516755
243,4/mmm,0.8734655335221907
244,3m,0.9961024498886414
245,-6m2,0.4216913889424003
246,mm2,0.9769151846785226
247,mm2,0.9114457831325301
248,2/m,0.9712869241892171
249,mm2,0.9377035830618893
250,m,0.9993914807302231
251,2/m,0.5518867924528302
252,3m,0.9829302987197724
253,2/m,0.9500671742051052
254,mmm,0.44606782106782106
255,-43m,0.998570293884035
256,mm2,0.9715928895085396
257,mmm,0.5581699346405229
258,-42m,0.9384196185286103
259,mmm,0.5844057532172596
260,-3m,1.0
261,2/m,0.4880402010050251
262,m,0.669449081803005
263,-43m,0.9739749570341272
264,mmm,0.9206798866855525
265,mm2,0.6420347498429977
266,m-3m,0.9719101123595506
267,4/mmm,0.5156702025072324
268,mmm,0.593519882179676
269,mmm,0.4417678678080828
270,m-3m,0.44387755102040816
271,-43m,0.988138943801186
272,4/mmm,0.7239747634069401
273,-43m,0.9998611689573789
274,3m,0.9737226277372263
275,2/m,0.5286103542234333
276,m,0.9295426452410384
277,3m,0.9665271966527197
278,-43m,0.9994237141622244
279,m,0.9883320581484315
280,-3m,0.9937516271804218
281,4mm,0.840530861596798
282,4mm,0.6709923664122137
283,4/mmm,0.6721740882530728
284,-42m,0.7794257463396083
285,3m,0.9670880038158837
286,-43m,0.9982378854625551
287,2/m,0.7229132864611502
288,-43m,0.9998786702256733
289,m-3m,0.9537337662337663
290,4/mmm,0.8317382982425613
291,mmm,0.9367433930093777
292,-43m,0.9854755583320318
293,m-3m,0.36350665821179456
294,-6m2,0.2864911899064607
295,-42m,0.7249831346975489
296,mmm,0.7038470293648987
297,-43m,0.9996839943118976
298,-43m,0.9997009122177359
299,2/m,0.47652417659425367
