cluster_id,n_samples,largest_sv,top_sv_fraction
0,27973,555.7114529351643,0.24328150129379347
1,49782,498.5294478036457,0.15818812989468553
2,48561,1241.214751996775,0.3300413985114117
3,28581,1015.6488864590387,0.2544068696516997
4,31719,1023.6066571885139,0.20888505202062216
5,23206,711.236072881752,0.26929153702038067
6,25892,926.3214471128442,0.23330879790843995
7,27738,841.7097855145192,0.2494407340897237
8,23050,761.6913710648441,0.2214212442409846
9,40254,690.2131955957415,0.22474162219934002
10,49986,912.8553506332491,0.20228056311177903
11,31003,774.6530968986216,0.24728174831818947
12,27919,643.976980606496,0.32669364280646135
13,32261,935.8070698666927,0.25960203386778896
14,27865,1240.255576888264,0.2775781622922625
15,28678,588.5139850696662,0.15073273516407598
16,21227,448.01614380149454,0.23096542833992267
17,37078,989.1930143915126,0.23411972089464433
18,28593,571.9883518233644,0.15665018272996065
19,34012,531.0584632556879,0.2120797380251425
20,25853,579.4466164098259,0.22132116214726258
21,46072,801.3835637781468,0.1988135935221749
22,39731,1238.9306209688248,0.26463369594385977
23,28300,607.8487541315752,0.227177262755899
24,28530,1036.6352532765557,0.2854577006304968
25,32094,536.1622427221686,0.22016594641678364
26,38293,499.1375761723945,0.23565629141818686
27,20801,691.6538058239406,0.23014011335108386
28,28624,556.2845600251967,0.2301442683893183
29,43032,536.7153244787639,0.209809923338923
30,30423,515.6276308254766,0.14058635036444458
31,38436,612.449890168786,0.23394055579668788
32,32292,1006.5667050971755,0.2192005495608944
33,26029,644.7907567102312,0.2722078264870767
34,46941,1217.631871531772,0.17554859817330493
35,25493,691.9163767810493,0.2666137901741452
36,31315,843.4746993135446,0.18144306542807725
37,22366,663.5054457738727,0.13877784927619452
38,23859,557.5555711504693,0.1805457546244374
39,26833,750.6022956203182,0.16444063447452337
40,45904,1088.7426248240226,0.20595453617423426
41,35321,978.6139450932925,0.2841850892909144
42,37079,1303.5623496468377,0.3376450172614184
43,34711,825.8923113780971,0.2627661759481889
44,40536,680.749254484127,0.19327737287310845
45,31784,821.0959309688591,0.3363873722455915
46,34978,702.2404253240219,0.24439746443263446
47,27590,604.8491006177666,0.08798894075066947
48,32507,800.3250090168673,0.23718055848453443
49,32584,603.3519986047502,0.25464082321239256
