cluster_id,dominant_point_group,fraction
0,mm2,0.37492229495008594
1,mmm,0.33831084938256767
2,mmm,0.2331101643335362
3,-43m,0.9993441314018479
4,4/mmm,0.34108209871490547
5,-43m,0.5012796838047106
6,m,0.4975336480868156
7,m,0.33633893649419283
8,-3m,0.906821663512661
9,4/mmm,0.48714074786251416
10,m,0.3676220432005649
11,-43m,0.9995731846118825
12,mmm,0.4900142653352354
13,m,0.5502530531411597
14,4/mmm,0.3819128863376651
15,-43m,0.8936302197264031
16,mm2,0.4257096133629249
17,-3m,0.6653678810312358
18,4mm,0.24426550986451154
19,m-3m,0.2017298937784522
20,-43m,0.998546281958095
21,2/m,0.5125076734192756
22,mm2,0.6515268602767045
23,4mm,0.26885687930178104
24,4/mmm,0.41785518817810113
25,2/m,0.5120126166029125
26,-43m,0.9996279123017917
27,2/m,0.3066646424776074
28,mm2,0.4405828805306612
29,mm2,0.6589740755071583
30,-42m,0.3333235250845962
31,4/mmm,0.471741165457524
32,4mm,0.4051985450136405
33,m,0.5179868607646224
34,-3m,0.7725039046131575
35,4/mmm,0.4343213246465635
36,mm2,0.36145309812122645
37,4/mmm,0.30063995072037236
38,m,0.4343088889561454
39,mmm,0.27634194831013914
40,2/m,0.25477826358525923
41,-43m,0.5193967872363676
42,6/mmm,0.24807855285075542
43,-43m,0.6231241118774478
44,mmm,0.45092530814341397
45,-43m,0.8596612730592458
46,-3m,0.7904029990627929
47,m,0.42889088955362586
48,m-3m,0.5913714325075196
49,4mm,0.41913784404955434
