cluster_id,dominant_space_group_symbol,fraction
0,Immm,0.22953157567557683
1,C2/m,0.256587447045038
2,C2/m,0.12754446473253533
3,F-43m,0.9993441314018479
4,I-4m2,0.34080925486344166
5,F-43m,0.5011500955713222
6,Pm,0.38852089352406455
7,Pmmm,0.1995043740483086
8,R-3m,0.906821663512661
9,P4/mmm,0.48703773649692683
10,Pm,0.2678370831594826
11,F-43m,0.9995731846118825
12,Cmmm,0.47367397224743873
13,Cm,0.3297392452415007
14,I4/mmm,0.37994631799941536
15,F-43m,0.8831499559241242
16,I-4m2,0.3551279056185025
17,R-3m,0.6640366257549192
18,P4mm,0.1589315426669836
19,R-3m,0.11562974203338391
20,F-43m,0.998546281958095
21,P2/m,0.3549340085942296
22,Imm2,0.2521749968839586
23,P4mm,0.19247143972184771
24,P4/mmm,0.40964553620295546
25,P2/m,0.3053150795248641
26,F-43m,0.9996279123017917
27,C2/m,0.2691665401548505
28,Imm2,0.23544562839602004
29,Imm2,0.3184732740036482
30,I-4m2,0.3333235250845962
31,P4/mmm,0.47121460332319215
32,P4mm,0.38968879458421746
33,Cm,0.3266286574248256
34,R-3m,0.7722372481048341
35,I4/mmm,0.42893930420003606
36,P4mm,0.2230579822579013
37,I4/mmm,0.20173847575373874
38,Cm,0.2503253533488696
39,Cmmm,0.14346795936708517
40,Cm,0.14893816364772017
41,F-43m,0.5193967872363676
42,P6_3/mmc,0.14512405388819077
43,F-43m,0.6229508196721312
44,Cmmm,0.42676545984478703
45,F-43m,0.8560515435790887
46,R-3m,0.7900656044985942
47,Cm,0.29341039119449364
48,Fm-3m,0.5899938006566712
49,P4mm,0.3866248108077807
