bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
3,4,33,1.46415,13.2452,-0.872252,-0.0362463,2.47616,-3.56269,-0.734648,0.751078,-1.42189,-1.23801,-1.05349,-0.378141
4,5,78,-0.513342,11.4741,-0.819915,0.11381,2.45809,-3.32284,-1.01688,0.541767,-1.3471,-1.69655,-1.01999,-0.30149
5,6,193,-0.801298,11.6345,-1.64838,0.612338,2.41103,-2.2715,-0.614538,0.397743,-1.1824,-1.70508,-0.958267,-0.410158
6,7,717,-0.0157476,10.1925,-1.08218,0.884949,2.5671,-2.00586,-1.09406,0.332246,-1.20472,-1.50705,-0.517521,-0.852659
7,8,2471,2.9497,7.80718,-0.76796,1.19893,2.37391,-1.44507,-0.884905,0.239948,-1.01349,-1.45798,-0.195211,-0.858994
8,9,6641,5.27561,6.03948,-0.378883,1.44635,1.97938,-1.09063,-0.627994,-0.0666374,-0.776965,-1.24823,-0.166896,-0.957534
9,10,14468,7.12518,4.61674,-0.381224,1.65271,1.64522,-0.88792,-0.512535,-0.277325,-0.54365,-1.24029,0.00939183,-0.85158
10,11,25839,6.6697,3.77477,-0.180522,1.74277,1.53315,-0.625658,-0.370028,-0.264719,-0.350915,-1.21624,0.0468487,-0.572845
11,12,45829,5.0869,2.90246,0.0324304,2.07619,1.33467,-0.462153,-0.135141,-0.177154,-0.277907,-1.24769,0.0276187,-0.466852
12,13,71357,3.18189,1.86393,0.292451,2.2357,1.214,-0.345523,-0.0455859,-0.073154,-0.261539,-1.18355,-0.07217,-0.371348
13,14,100574,1.36136,1.0209,0.7166,2.39328,1.05006,-0.287262,0.10051,0.000801882,-0.287859,-0.832234,-0.294218,-0.423192
14,15,134945,0.169799,0.405332,0.931081,2.47603,0.753892,-0.153775,0.176983,0.0244621,-0.0927693,-0.293359,-0.38447,-0.334538
15,16,155466,-0.503665,-0.0599974,0.888706,2.19383,0.543529,0.1847,0.179731,0.0327532,0.113506,-0.00172634,-0.363214,-0.0992317
16,17,161051,-0.755472,-0.323351,0.666082,1.71705,0.283376,0.333267,0.167276,0.00860194,0.265815,0.153233,-0.172451,0.0482812
17,18,152374,-0.86305,-0.459992,0.463925,1.10662,0.0966682,0.435457,0.151702,-0.0234897,0.276164,0.144683,-0.0374982,0.0712767
18,19,139343,-0.855374,-0.641889,0.324297,0.611499,-0.0597487,0.410674,0.0203899,-0.0771582,0.275581,0.240343,0.103855,0.0523354
19,20,126247,-0.78197,-0.665592,0.176792,0.0725139,-0.179432,0.411762,-0.147674,-0.0499257,0.338312,0.201993,0.251703,0.0575218
20,21,115217,-0.736184,-0.693961,0.0182661,-0.379253,-0.225544,0.39173,-0.21521,-0.0319225,0.346082,0.184945,0.271601,0.136829
21,22,102793,-0.65246,-0.701935,-0.0588948,-0.837619,-0.283048,0.0868101,-0.163664,0.0318606,0.148398,0.33187,0.161437,-0.106406
22,23,94260,-0.621887,-0.584718,-0.139271,-1.19806,-0.43444,-0.0803568,-0.132578,0.0178797,0.0499175,0.530747,0.132844,-0.259832
23,24,85073,-0.560439,-0.612392,-0.283124,-1.56236,-0.494453,0.0453311,-0.211729,0.0201017,0.109567,0.492135,0.174906,-0.116251
24,25,75327,-0.54212,-0.587109,-0.42645,-1.90066,-0.570438,0.0291586,-0.228509,0.0234922,0.182494,0.416437,0.303498,0.0509864
25,26,65911,-0.483146,-0.594383,-0.54778,-2.18351,-0.652778,0.00981736,-0.123308,0.00803294,0.120328,0.420854,0.214738,0.0791058
26,27,58506,-0.415674,-0.517093,-0.742857,-2.41572,-0.764607,0.00970364,-0.0452395,0.00985119,0.0895139,0.326965,0.24784,0.142784
27,28,50203,-0.354634,-0.421433,-0.95743,-2.60529,-0.862758,-0.0579338,-0.0134227,0.0293958,0.0470645,0.311392,0.303493,0.202285
28,29,42542,-0.316985,-0.26118,-1.09528,-2.82287,-0.867003,-0.145478,0.0187421,0.0633622,-0.0448755,0.270468,0.28995,0.21068
29,30,36424,-0.203872,-0.17494,-1.24476,-3.00021,-0.939429,-0.294636,0.0226827,0.138555,-0.194095,0.188439,0.210711,0.234959
30,31,29944,0.0248295,-0.0864043,-1.2703,-3.11741,-0.91477,-0.412023,0.0564187,0.140135,-0.367141,0.164293,0.0845793,0.348407
31,32,24694,-0.0149147,-0.0504779,-1.3112,-3.27205,-0.901424,-0.494922,0.0559425,0.0922703,-0.528986,0.0745493,0.0235338,0.467768
32,33,20381,0.0361259,0.0510617,-1.41839,-3.24332,-0.896378,-0.805111,0.220261,-0.032462,-0.925584,0.270201,-0.273086,0.284679
33,34,17003,0.00204374,-0.0162232,-1.3902,-3.36898,-0.886972,-0.821064,0.177401,-0.0919314,-0.939954,0.170512,-0.16783,0.482387
34,35,13912,0.144319,-0.0500322,-1.42676,-3.48475,-0.889583,-0.730519,0.136884,-0.0180653,-0.979732,0.000277355,-0.189828,0.685961
35,36,11325,0.211029,0.037274,-1.46022,-3.55091,-0.842459,-0.734026,0.162609,-0.0358259,-0.996316,-0.213232,-0.301331,0.785472
36,37,9594,0.211197,0.0803095,-1.62251,-3.60331,-0.862664,-0.810136,0.165983,0.00572276,-1.00188,-0.352264,-0.158624,0.95719
37,38,8033,0.228757,0.0280697,-1.73499,-3.60116,-0.914775,-0.829365,0.218988,0.0651412,-1.08017,-0.41857,-0.221186,1.10454
38,39,6906,0.134334,0.13951,-1.76955,-3.68337,-0.92805,-0.896242,0.232909,0.0852222,-1.14862,-0.53498,-0.171616,1.09592
39,40,5694,0.305025,0.361201,-1.82208,-3.68834,-0.922438,-0.957033,0.180108,0.198787,-1.13977,-0.717137,-0.0699096,1.21803
40,41,4832,0.185334,0.4858,-2.00732,-3.68614,-0.927575,-0.952851,0.211342,0.210537,-1.1528,-0.759301,-0.141113,1.35266
41,42,4160,0.0528633,0.757543,-2.07347,-3.68303,-0.865522,-1.12469,0.214356,0.272862,-1.23902,-0.838213,-0.19781,1.35458
42,43,3632,-0.0317666,0.672976,-2.28924,-3.68672,-0.984982,-1.34005,0.350201,0.272109,-1.5105,-0.874391,-0.285374,1.14485
43,44,3118,-0.218431,1.03053,-2.26617,-3.68113,-0.89543,-1.53697,0.464155,0.284168,-1.64489,-0.728181,-0.501558,1.12623
44,45,2619,0.0320159,0.998295,-2.24511,-3.72568,-0.987861,-1.56933,0.453988,0.370129,-1.69716,-0.845245,-0.448177,1.1295
45,46,2232,0.0965013,1.35115,-2.34037,-3.70333,-0.969474,-1.62668,0.420134,0.379054,-1.781,-0.7272,-0.513961,1.16767
46,47,2006,-0.162945,1.41235,-2.29541,-3.68486,-1.08548,-1.86218,0.540267,0.357671,-1.89581,-0.776054,-0.701653,1.15605
47,48,1662,-0.0987956,1.67218,-2.3096,-3.69635,-1.11194,-1.80039,0.577596,0.356319,-1.86707,-0.831505,-0.648944,1.25732
48,49,1418,-0.221196,1.61938,-2.29684,-3.7697,-1.07575,-1.78774,0.529627,0.383479,-1.83413,-1.00755,-0.606501,1.44891
49,50,1205,-0.143698,1.53094,-2.3651,-3.84281,-1.12846,-1.76576,0.516935,0.429053,-1.78807,-1.22921,-0.601167,1.66162
50,51,1123,-0.0684762,1.67238,-2.39071,-3.81747,-1.10925,-1.77892,0.624349,0.377426,-1.77474,-1.19879,-0.594967,1.6585
51,52,865,-0.290089,2.2761,-2.264,-3.82281,-1.13254,-1.69084,0.711603,0.513339,-1.84849,-1.09123,-0.388693,1.7259
52,53,770,-0.340885,1.83896,-2.4386,-3.95775,-1.07314,-1.80938,0.739478,0.520471,-1.81762,-1.32795,-0.534561,1.93406
53,54,652,-0.435058,2.10382,-2.54709,-3.81298,-1.1555,-1.74399,0.862392,0.461555,-1.88432,-1.51226,-0.512413,1.93379
54,55,574,-0.593777,2.26138,-2.80808,-3.78986,-1.09569,-1.92688,0.770939,0.651821,-1.79074,-1.6964,-0.443139,1.97921
55,56,491,-0.776711,2.52079,-2.72168,-3.81591,-1.1047,-2.05842,0.957454,0.444675,-2.01558,-1.49622,-0.529843,1.77082
56,57,426,-0.486057,2.76705,-2.87208,-3.7412,-1.09272,-2.011,0.867183,0.390117,-1.77527,-1.67243,-0.519902,1.76092
57,58,379,-0.585554,2.89736,-2.8485,-3.69978,-1.23546,-2.18847,0.918711,0.573068,-1.83037,-1.57575,-0.484988,1.84557
58,59,326,-0.633923,2.92253,-2.78679,-3.82261,-1.2239,-2.00631,0.897823,0.640618,-1.8165,-1.80422,-0.356199,1.94231
59,60,305,-0.584947,2.578,-3.12598,-3.61635,-1.18338,-2.14369,0.887856,0.684736,-2.03195,-1.78959,-0.571248,1.92363
60,61,269,-1.42582,4.19319,-3.01172,-3.77029,-1.09957,-2.07902,0.98232,0.755068,-1.92034,-1.56102,-0.696898,1.80225
61,62,207,-1.74872,4.11101,-3.17563,-3.65324,-1.1605,-2.26211,1.06107,0.7806,-2.16371,-1.84213,-0.629719,1.96595
62,63,190,-1.21026,4.18785,-3.37446,-3.48615,-1.22476,-2.48358,0.981918,0.631508,-2.11464,-1.69097,-0.789082,1.81573
63,64,161,-1.54251,4.53201,-2.82553,-3.35431,-1.15996,-2.34538,1.01402,0.722044,-2.17121,-1.64621,-0.699305,1.70609
64,65,129,-1.19395,5.2641,-2.98919,-3.21975,-0.953677,-2.53991,0.764654,0.215826,-1.8499,-1.32432,-0.806314,1.45848
65,66,139,-1.84918,3.95177,-3.17956,-3.49686,-1.20178,-2.99243,1.235,0.165207,-2.26293,-1.43692,-0.72291,1.39684
66,67,129,-1.19961,5.8884,-3.07811,-2.92073,-1.45836,-2.19973,0.867166,0.253843,-1.88898,-1.27765,-0.478538,1.87265
67,68,144,-2.25614,6.13551,-2.90641,-3.29306,-1.07744,-2.07298,1.01366,0.530216,-2.03093,-1.12266,-0.71077,1.95446
68,69,102,-2.23377,5.05255,-3.55566,-3.22575,-1.06409,-2.40877,0.681992,0.446544,-2.15556,-1.27603,-0.574502,1.97528
69,70,86,-1.89873,5.566,-3.7095,-3.0969,-0.969546,-2.42032,0.59145,0.365118,-1.93396,-1.30797,-0.521597,2.03157
70,71,106,-1.75695,4.88531,-3.78641,-2.81916,-1.22187,-2.32763,0.728919,0.566266,-2.0688,-1.14792,-0.607853,2.3425
71,72,76,-1.58171,5.62601,-3.63293,-3.39674,-1.20811,-1.95484,0.872113,0.520464,-2.12546,-1.46032,-0.566171,2.06177
72,73,63,-1.69467,6.89594,-3.81483,-2.84224,-1.03594,-2.40897,0.793677,0.548047,-2.06062,-1.23056,-0.674804,1.73051
73,74,55,-1.8865,4.8985,-4.04605,-2.6054,-1.29656,-2.84327,0.695831,0.13983,-2.21299,-0.980109,-0.820621,1.6645
74,75,41,-2.29743,5.03409,-3.95496,-2.88275,-1.28897,-2.36175,0.516882,0.541597,-2.28157,-0.727912,-0.692776,2.12843
75,76,45,-2.55841,4.79097,-4.10125,-3.11177,-1.27402,-2.9412,0.713582,0.118295,-2.12087,-1.39122,-0.622207,1.95388
76,77,54,-3.40634,6.12827,-3.81763,-2.8695,-1.19767,-2.58644,0.509421,0.306829,-2.00355,-1.21538,-0.288268,2.34892
77,78,46,-1.91266,4.07622,-4.1637,-3.29013,-1.181,-2.33918,0.342061,0.602364,-2.07053,-1.0558,-0.499698,2.43585
78,79,39,-1.47024,4.7778,-4.33366,-2.91463,-1.18721,-1.99069,0.322674,0.4841,-1.82464,-1.14317,-0.123659,2.34466
79,80,35,-0.568822,7.63065,-3.89854,-2.1855,-1.23504,-2.38852,0.27036,0.721985,-1.72575,-0.666812,-0.339399,1.7966
80,81,31,-1.08121,7.39862,-3.28215,-2.95518,-0.963049,-1.77402,0.28598,0.135421,-1.40519,-1.06996,-0.592045,2.34446
81,82,30,-3.05356,6.37468,-4.22131,-2.92502,-1.29989,-2.84146,0.667935,0.0442067,-1.82116,-1.46196,-0.368064,2.01002
82,83,34,-0.463289,6.77915,-4.50602,-2.19273,-1.26816,-2.25167,0.0945088,0.233872,-1.97929,-0.676973,0.0842055,2.44961
83,84,30,-0.267307,6.06608,-3.97281,-2.38585,-1.56715,-2.49288,0.597416,0.441705,-2.44485,-0.971778,-0.466856,1.88569
89,90,40,-0.240716,10.6474,-3.70814,-2.61197,-1.05047,-1.78706,0.12542,0.815004,-2.01863,-0.496242,-0.600248,1.72918
