bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
3,4,33,2.28629,14.0329,-0.856758,0.195287,1.198,-4.29289,1.52112,0.390157,0.80943,-1.36269,-0.620395,0.657134
4,5,78,0.130634,12.2485,-0.727473,0.374141,1.25748,-3.89293,1.83565,0.0918451,0.738021,-1.71364,-0.726606,0.673909
5,6,193,-0.218856,12.3525,-1.60395,0.761712,1.67319,-2.81399,1.42751,0.131503,0.664699,-1.6862,-0.815257,0.361664
6,7,717,0.516336,10.7632,-1.08085,0.957372,1.8296,-2.573,1.78073,0.112717,0.719171,-1.34665,-0.699301,-0.208209
7,8,2471,3.43634,8.18283,-0.763335,1.19379,1.88411,-1.95872,1.47719,0.0685578,0.51432,-1.30458,-0.498499,-0.485271
8,9,6641,5.7087,6.27413,-0.357481,1.42859,1.68271,-1.51574,1.08686,-0.214758,0.477283,-1.06285,-0.504971,-0.638881
9,10,14468,7.50418,4.70786,-0.361636,1.6269,1.50074,-1.18908,0.89112,-0.428526,0.317338,-0.989516,-0.303061,-0.597116
10,11,25839,6.99246,3.81374,-0.162712,1.66591,1.52678,-0.900032,0.738143,-0.378303,0.10157,-1.01771,-0.182504,-0.459426
11,12,45829,5.33603,2.92546,0.0821974,1.95628,1.487,-0.713695,0.475963,-0.229926,-0.060613,-1.18793,-0.161818,-0.45215
12,13,71357,3.34096,1.89766,0.372492,2.12948,1.43668,-0.586782,0.345816,-0.0737588,-0.100571,-1.22912,-0.235773,-0.399147
13,14,100574,1.44369,1.07625,0.870376,2.3238,1.28621,-0.520641,0.117378,0.0435851,0.0459787,-0.93934,-0.423674,-0.33124
14,15,134945,0.183211,0.44923,1.138,2.44979,0.980998,-0.305365,-0.107466,0.0756568,0.0352481,-0.385814,-0.445636,-0.196147
15,16,155466,-0.527809,-0.0253189,1.0853,2.18132,0.775418,0.108249,-0.187202,0.109027,-0.0302329,0.0379184,-0.375849,0.0546539
16,17,161051,-0.792727,-0.309298,0.827435,1.71365,0.490904,0.341545,-0.238326,0.0674941,-0.128572,0.29201,-0.183809,0.142077
17,18,152374,-0.910028,-0.465397,0.574414,1.08706,0.274273,0.463414,-0.251401,0.0498309,-0.13458,0.312653,-0.0732328,0.106463
18,19,139343,-0.9029,-0.659663,0.412427,0.591801,0.0402924,0.458401,-0.145764,-0.0244696,-0.118413,0.43504,0.0382509,0.0248307
19,20,126247,-0.825657,-0.69337,0.230246,0.0485949,-0.147866,0.494642,0.039895,-0.0703579,-0.218913,0.415787,0.145966,-0.0573671
20,21,115217,-0.777589,-0.728583,0.0371262,-0.392421,-0.235758,0.486343,0.1437,-0.0828877,-0.254685,0.396457,0.185167,0.000797769
21,22,102793,-0.693454,-0.732221,-0.0799408,-0.851303,-0.428408,0.108606,0.0841786,-0.0230841,-0.0335788,0.453902,0.085164,-0.135544
22,23,94260,-0.669643,-0.617772,-0.180015,-1.2055,-0.661524,-0.0816263,0.0213967,-0.0410095,0.125166,0.585354,0.0755792,-0.250342
