bucket_lo,bucket_hi,n,pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
3,4,33,0.0758601,11.7231,-0.308152,0.233497,2.84044,-1.45983,0.539437,-1.00488,-2.67367,0.495855,-0.107025,0.259673
4,5,78,-1.60535,9.94525,-0.381377,0.451536,2.56788,-1.50435,0.261249,-1.29233,-2.63811,0.303526,0.0691229,0.163056
5,6,193,-1.95301,10.0856,-1.12855,0.828742,2.18054,-0.86328,0.321698,-1.39779,-2.28321,0.127509,0.119529,0.18858
6,7,717,-1.03861,8.99123,-0.663786,1.24165,2.11842,-0.800704,0.0648031,-1.23392,-2.07323,0.473417,0.429644,-0.0624118
7,8,2471,2.05119,7.07499,-0.485703,1.5378,1.77111,-0.546986,0.0757114,-1.16261,-1.68663,0.347534,0.625998,-0.0982298
8,9,6641,4.46555,5.67811,-0.207594,1.68922,1.37454,-0.479651,0.0176658,-1.17406,-1.32201,0.27685,0.46417,-0.327092
9,10,14468,6.3987,4.59321,-0.278697,1.79789,1.04624,-0.502227,-0.130876,-1.1796,-1.02126,0.108596,0.453799,-0.407809
10,11,25839,6.02371,3.79732,-0.120749,1.86341,0.889108,-0.335559,-0.153891,-1.07672,-0.807789,-0.0331795,0.490116,-0.256413
11,12,45829,4.57356,2.9223,0.000373869,2.10761,0.644202,-0.238318,-0.0458784,-0.938715,-0.727361,-0.157635,0.456761,-0.125333
12,13,71357,2.84611,1.85181,0.17978,2.19741,0.51818,-0.179214,-0.0209167,-0.771096,-0.702451,-0.193358,0.393348,-0.000816194
13,14,100574,1.17945,0.953483,0.475934,2.2682,0.399786,-0.164818,0.0908915,-0.551267,-0.652676,-0.11049,0.076683,-0.0478921
14,15,134945,0.116126,0.362205,0.607329,2.23786,0.229923,-0.119676,0.0643823,-0.223448,-0.355336,-0.0639539,-0.206399,-0.0633119
15,16,155466,-0.474183,-0.0687213,0.559031,1.92516,0.103148,0.114986,-0.00981012,-0.0828858,-0.101198,-0.105545,-0.298622,-0.00954146
16,17,161051,-0.688952,-0.315409,0.377695,1.46177,-0.00531114,0.192061,-0.0504871,0.0296333,0.140191,-0.169101,-0.247211,-0.0165922
17,18,152374,-0.76752,-0.449626,0.253519,0.938472,-0.0943598,0.246371,-0.0715374,0.0282272,0.228922,-0.175471,-0.13608,-0.0359719
18,19,139343,-0.732098,-0.607515,0.182475,0.515812,-0.150263,0.199887,-0.108064,0.0871795,0.334169,-0.0710248,-0.0592324,-0.0620815
19,20,126247,-0.659435,-0.620833,0.104279,0.0661018,-0.174623,0.193663,-0.195823,0.14462,0.36446,-0.0773854,0.095242,-0.0752092
20,21,115217,-0.622813,-0.651611,0.022259,-0.325399,-0.147299,0.203439,-0.197364,0.17546,0.350375,-0.0900131,0.134723,-0.0205381
21,22,102793,-0.539793,-0.668733,0.00908153,-0.712733,-0.0635224,0.0491216,-0.0752606,0.232877,0.198429,0.0872407,-0.027213,-0.195352
22,23,94260,-0.511632,-0.56692,-0.036274,-1.03198,-0.0919951,-0.0518186,-0.0259665,0.297601,0.213974,0.214489,-0.16078,-0.340057
23,24,85073,-0.459695,-0.587087,-0.127423,-1.3368,-0.135139,0.0640877,-0.108139,0.283394,0.255018,0.183669,-0.0664959,-0.226673
24,25,75327,-0.455427,-0.569322,-0.207862,-1.63251,-0.131952,0.063662,-0.1304,0.31391,0.323456,0.0792208,0.0795799,-0.0982497
25,26,65911,-0.412219,-0.579634,-0.293924,-1.89219,-0.160171,0.0823472,-0.0606676,0.27927,0.321388,0.0982048,0.00129229,-0.0656341
26,27,58506,-0.363595,-0.506675,-0.430355,-2.13215,-0.234963,0.0769771,-0.0239005,0.274354,0.339823,0.0452827,0.0977062,0.0171219
27,28,50203,-0.311186,-0.40312,-0.587401,-2.3514,-0.269847,0.025147,0.0214261,0.31741,0.353292,0.073017,0.173576,0.0896549
28,29,42542,-0.296364,-0.252746,-0.680875,-2.56584,-0.233488,-0.0249165,0.0688934,0.322444,0.279226,0.124198,0.212514,0.139781
29,30,36424,-0.203737,-0.174384,-0.801664,-2.77354,-0.237886,-0.133598,0.134877,0.340481,0.108838,0.170819,0.216065,0.191384
30,31,29944,-0.000688618,-0.0861243,-0.80622,-2.91579,-0.203793,-0.211028,0.232281,0.308684,-0.0187785,0.2453,0.133509,0.286333
31,32,24694,-0.0433226,-0.0748066,-0.821291,-3.06858,-0.194617,-0.279473,0.290084,0.223675,-0.150661,0.318269,0.144573,0.400611
32,33,20381,-0.00808026,0.016233,-0.922982,-3.10611,-0.166283,-0.497757,0.534254,0.14463,-0.293422,0.595925,-0.208951,0.325265
33,34,17003,-0.0313975,-0.0661601,-0.90222,-3.21742,-0.175289,-0.534012,0.528324,0.0895434,-0.260931,0.550874,-0.0810058,0.446575
34,35,13912,0.0925146,-0.0873754,-0.92751,-3.32583,-0.212556,-0.446713,0.503304,0.0574862,-0.356427,0.487276,0.0367417,0.632109
35,36,11325,0.149911,-0.00174052,-0.943403,-3.38661,-0.19707,-0.450711,0.493397,-0.0547534,-0.475892,0.399435,0.0501021,0.756118
36,37,9594,0.142495,0.036328,-1.07605,-3.46256,-0.202204,-0.520236,0.535235,-0.0339527,-0.473377,0.297327,0.239704,0.889456
37,38,8033,0.15054,-0.00823005,-1.18037,-3.49272,-0.243731,-0.51891,0.608249,-0.0242305,-0.547092,0.280726,0.222677,1.02221
38,39,6906,0.059786,0.0910695,-1.21917,-3.5778,-0.254666,-0.615062,0.622283,-0.0446094,-0.607884,0.269248,0.324362,1.01663
39,40,5694,0.201816,0.301938,-1.2558,-3.60084,-0.241814,-0.666599,0.617843,0.0257986,-0.690882,0.166408,0.501217,1.13741
40,41,4832,0.0695286,0.416672,-1.40095,-3.64885,-0.246791,-0.647884,0.653382,0.0043456,-0.736591,0.143805,0.481199,1.26881
41,42,4160,-0.0689019,0.668339,-1.45294,-3.66554,-0.159075,-0.782265,0.717679,0.0053872,-0.895952,0.155268,0.468301,1.27019
42,43,3632,-0.13886,0.606084,-1.66332,-3.72065,-0.228696,-0.961572,0.87697,-0.0661492,-1.07737,0.258037,0.356042,1.13858
43,44,3118,-0.355149,0.928542,-1.63792,-3.72778,-0.109657,-1.04341,1.01088,-0.0616476,-1.17188,0.334336,0.0836832,1.1082
44,45,2619,-0.112206,0.912747,-1.62743,-3.81528,-0.163268,-1.11024,1.05654,-0.0366329,-1.27952,0.313719,0.17551,1.10059
45,46,2232,-0.0829931,1.24063,-1.70415,-3.82158,-0.152894,-1.11611,1.05601,0.00864466,-1.31841,0.420576,0.0773455,1.13874
46,47,2006,-0.342293,1.264,-1.7114,-3.86291,-0.177912,-1.30092,1.1437,-0.0689734,-1.46051,0.411614,-0.132632,1.09297
47,48,1662,-0.313952,1.50494,-1.717,-3.90008,-0.226562,-1.26438,1.16328,-0.0763149,-1.44111,0.350359,-0.0659689,1.17629
48,49,1418,-0.425762,1.44455,-1.70829,-3.95222,-0.208835,-1.25155,1.12414,-0.119509,-1.48936,0.231237,0.0582287,1.33412
49,50,1205,-0.359432,1.37148,-1.75956,-4.05381,-0.250627,-1.24538,1.09031,-0.127238,-1.5453,0.098756,0.198874,1.53679
50,51,1123,-0.317015,1.51459,-1.79096,-4.03295,-0.224827,-1.27441,1.1733,-0.148263,-1.48564,0.0985108,0.13636,1.5631
51,52,865,-0.580515,2.05545,-1.6987,-4.00962,-0.283797,-1.18931,1.35409,-0.00787171,-1.40108,0.133242,0.305876,1.50854
52,53,770,-0.588437,1.63907,-1.84383,-4.17032,-0.19415,-1.23104,1.27416,-0.123684,-1.54764,-0.0188016,0.277294,1.73846
53,54,652,-0.71816,1.86737,-1.91374,-4.08199,-0.324024,-1.25382,1.35255,-0.232566,-1.6072,-0.0938988,0.355585,1.78739
54,55,574,-0.871493,2.01854,-2.16867,-4.08414,-0.210529,-1.37535,1.28317,-0.118088,-1.74359,-0.234201,0.480453,1.83905
55,56,491,-1.06518,2.2373,-2.06024,-4.12355,-0.198783,-1.52981,1.46035,-0.219235,-1.65928,-0.0327177,0.302774,1.68205
56,57,426,-0.818118,2.49253,-2.16217,-4.05846,-0.184973,-1.52257,1.26221,-0.210543,-1.60572,-0.179361,0.375282,1.78233
57,58,379,-0.910596,2.61355,-2.19341,-4.11399,-0.254023,-1.63052,1.41911,-0.0941358,-1.70442,-0.176773,0.365872,1.74403
58,59,326,-0.995767,2.57427,-2.07801,-4.20151,-0.297694,-1.49159,1.42471,-0.0985653,-1.74729,-0.310449,0.622475,1.91934
59,60,305,-0.886634,2.30716,-2.47147,-4.08704,-0.273562,-1.58647,1.47137,-0.175634,-1.9925,-0.198586,0.387221,1.86555
60,61,269,-1.89432,3.66371,-2.19956,-4.20506,-0.188654,-1.42908,1.51251,-0.0615622,-1.90263,-0.162036,0.255997,1.75505
61,62,207,-2.1533,3.57865,-2.4478,-4.15619,-0.185225,-1.66304,1.59788,-0.156641,-2.2022,-0.175056,0.295534,1.82
62,63,190,-1.65342,3.69651,-2.57431,-4.07049,-0.187549,-1.82948,1.53087,-0.132467,-2.12451,-0.139096,0.124725,1.85186
63,64,161,-1.99466,4.01449,-2.13346,-3.83576,-0.218506,-1.73223,1.57538,-0.109372,-2.15082,-0.0678863,0.133256,1.62275
64,65,129,-1.74716,4.69799,-2.16706,-3.66839,-0.029346,-1.97586,1.24387,-0.202749,-1.71855,0.0913465,-0.0855481,1.4798
65,66,139,-2.20429,3.53646,-2.45712,-4.08122,-0.0842726,-2.33029,1.62751,-0.356187,-1.93023,0.137985,-0.147006,1.38407
66,67,129,-1.83202,5.32073,-2.3534,-3.56467,-0.613703,-1.82924,1.39603,-0.0120078,-1.54291,0.0651915,0.149633,1.78019
67,68,144,-2.85162,5.40488,-2.13945,-3.79026,-0.238441,-1.48546,1.5627,-0.0301969,-1.76706,0.137576,-0.0605349,1.72096
68,69,102,-2.73424,4.38962,-2.71301,-3.75506,-0.197913,-1.80609,1.34153,-0.0138148,-1.89206,0.240616,0.197835,1.84475
69,70,86,-2.45161,4.93903,-2.8466,-3.61753,-0.119681,-1.80758,1.25884,-0.017126,-1.71877,0.0659101,0.239504,1.88514
70,71,106,-2.25492,4.3395,-3.05868,-3.51395,-0.329405,-1.73012,1.44237,0.190006,-1.74663,0.109096,0.0656969,2.09332
71,72,76,-2.18464,4.92545,-2.74368,-3.93554,-0.404377,-1.4149,1.4915,-0.0697782,-1.84756,0.08525,0.275836,1.89112
72,73,63,-2.38105,6.19417,-2.96195,-3.4774,-0.273162,-1.76026,1.39286,0.0459138,-1.84569,0.139333,0.0324707,1.70826
73,74,55,-2.26516,4.4163,-3.32602,-3.35503,-0.319161,-2.15947,1.27445,-0.047606,-1.76408,0.411735,-0.303026,1.64105
74,75,41,-2.78198,4.39713,-3.14625,-3.49182,-0.360198,-1.7371,1.38472,0.257149,-1.7292,0.507229,-0.0736706,1.90261
75,76,45,-2.924,4.34013,-3.25253,-3.83349,-0.21118,-2.37194,1.21968,-0.0765273,-1.82913,0.182437,0.121872,1.81158
76,77,54,-3.89455,5.32885,-2.98481,-3.53661,-0.317909,-2.11604,1.2743,0.144169,-1.56565,0.160316,0.450848,2.02076
77,78,46,-2.25808,3.59154,-3.30375,-3.79355,-0.151238,-1.67494,1.13271,0.401315,-1.67248,0.236478,0.343751,2.22526
78,79,39,-1.88946,4.30919,-3.44168,-3.47395,-0.270551,-1.50898,1.06444,0.365439,-1.42091,0.129088,0.612597,2.1262
79,80,35,-1.40251,6.89283,-3.16297,-3.02164,-0.40321,-1.80874,1.13437,0.6268,-1.40169,0.222508,0.0809988,1.71938
80,81,31,-1.90056,6.64976,-2.37986,-3.36835,-0.372603,-1.37172,0.724986,0.133534,-1.25335,0.122977,0.238848,2.13975
