cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,P-6m2,0.4865997713705068,7873,7874
1,R-3m,0.6958716625532869,8914,8917
2,C2/m,0.38252843557710237,10726,10728
3,F-43m,0.9800500203571221,17193,17197
4,Imm2,0.24909270867700428,12124,12125
5,I-4m2,0.6893472631484954,11199,11199
6,P2/m,0.4761557684298209,9604,9605
7,F-43m,0.9979208378253503,12986,12986
8,I4mm,0.5065619510178775,9677,9677
9,R-3m,0.9286853711175753,10657,10658
10,F-43m,0.9680005778676684,13844,13847
11,Pmm2,0.4967437470504955,10595,10596
12,I4/mmm,0.6483757263980184,10497,10498
13,F-43m,0.9984436374416364,13493,13495
14,R-3m,0.8129576214777013,9014,9015
15,P4/mmm,0.7138673917590462,9562,9562
16,F-43m,0.9988694976330107,14153,14154
17,P4/mmm,0.8208078723910801,12601,12606
18,Fm-3m,0.9690694278507899,15066,15066
19,Imm2,0.48909473684210525,11875,11876
20,P6_3/mmc,0.13827853956715677,12106,12113
21,Pm,0.8274818401937046,8260,8260
22,Cm,0.9095982142857143,10752,10752
23,I-4m2,0.6522119251617415,11438,11438
24,Cmmm,0.47590570289478246,11538,11542
25,Pm,0.6386099365750528,7568,7569
26,Pmmm,0.6781223000863973,10417,10418
27,P4mm,0.6739561109417861,13124,13124
28,I4/mmm,0.4946393254918289,9607,9610
29,Cm,0.9554727140934037,9657,9659
30,F-43m,0.9991086621829673,12341,12344
31,Pmmm,0.49110587226746677,9332,9333
32,R-3m,0.6458392502130077,7042,7046
33,Imm2,0.4074583104269745,10914,10915
34,Cmmm,0.20819390431400922,11057,11074
35,P4/mmm,0.5295884315906563,8990,8992
36,Imm2,0.45717768972874123,13124,13125
37,Fm-3m,0.9644261006289309,15264,15264
38,P4mm,0.35120257452574527,11808,11809
39,P4mm,0.42119477152425194,9257,9258
40,Cm,0.17497203926929292,8047,8048
41,Pm-3m,0.4067275042444822,9424,9425
42,Cm,0.827570093457944,10700,10717
43,R-3m,0.7083908998802616,10857,10862
44,P2/m,0.573996304384344,11906,11907
45,I-4m2,0.4768734313373969,11156,11159
46,Immm,0.37485207100591716,10140,10140
47,C2/m,0.623662488535616,9813,9814
48,Cm,0.8894905242431701,8126,8127
49,P6/mmm,0.33664866912948754,10557,10560
50,F-43m,0.9790034471952366,12764,12767
51,P2/m,0.5257203635660413,10342,10344
52,P4/mmm,0.7218910753653957,12247,12248
53,R-3m,0.5992919214676536,9321,9323
54,F-43m,0.9979196138803362,12017,12020
55,F-43m,0.8453439825739699,11018,11018
56,I-4m2,0.609073359073359,9324,9327
57,P4mm,0.39637205712080276,10364,10364
58,R-3m,0.5628228972928291,9678,9678
59,I4/mmm,0.5790853217642805,11064,11066
60,Cmmm,0.49045092838196286,11310,11312
61,Immm,0.24069148936170212,10528,10530
62,P2/m,0.5048340021889821,10964,10965
63,Cm,0.834856602584305,9519,9523
64,P4mm,0.6345427059712774,10584,10585
65,I4/mmm,0.6664529058116232,12475,12477
66,Pmmm,0.30298215595208994,8182,8183
67,I4/mmm,0.1519463526333006,12228,12232
68,P4/mmm,0.4948886978121716,10467,10468
69,F-43m,0.9231993057564362,13828,13830
70,F-43m,0.9897287332104293,11391,11396
71,Imm2,0.4302089762807513,11341,11342
72,Immm,0.2894668400520156,11535,11543
73,P2/m,0.42964025827610947,9757,9757
74,F-43m,0.9942661352352983,14301,14307
75,Cmmm,0.6734112282701624,10527,10527
76,P4mm,0.4971617385410489,11803,11805
77,P4/mmm,0.39228470524314046,7362,7363
78,P3m1,0.9171001845947306,5959,5961
79,R-3m,0.865600117959304,13564,13566
80,Pmmm,0.921784883132652,9883,9884
81,Cm,0.3519120879120879,11375,11545
82,I4/mmm,0.16208844730177285,10266,10276
83,P4/mmm,0.7471670525161448,8207,8208
84,Cmmm,0.4981811031363681,10171,10173
85,I4mm,0.5182574728260869,11776,11776
86,Immm,0.5515993750513938,12161,12163
87,F-43m,0.9832105533664554,11674,11677
88,F-43m,0.9647658377998418,11381,11381
89,F-43m,0.9886610373944511,12435,12435
90,Pm,0.6864914239317974,9853,9855
91,I4mm,0.6253950953678474,9175,9177
92,Fm-3m,0.9694423699278069,16068,16068
93,I4/mmm,0.4187838995147017,10509,10512
94,Immm,0.3846420824295011,11525,11528
95,Pm,0.7447967086156825,8264,8264
96,I4/mmm,0.48552064078866297,9738,9740
97,Cm,0.9765838919837598,10591,10591
98,R-3m,0.8895970616830506,9257,9258
99,Cmmm,0.5180965147453083,10444,10447
100,Pm,0.3974446725986767,8766,8767
101,Pnma,0.13938978924142129,13143,13224
102,P2/m,0.5773032819296164,10116,10118
103,I-4m2,0.8548965988719877,11702,11704
104,Cmmm,0.44082787900229964,11306,11309
105,F-43m,0.9653653163627463,16342,16347
106,Imm2,0.40452414917464846,9814,9815
107,P4mm,0.587248322147651,12218,12221
108,Fd-3m,0.2617995651868995,14259,14283
109,C2/m,0.6872757383383936,10869,10869
110,F-43m,0.9993352046092481,13538,13540
111,R-3m,0.8439992404101785,10532,10535
112,Imm2,0.3133968987768468,10383,10387
113,P4mm,0.6431451612903226,9920,9922
114,Cmm2,0.4971351835273053,11170,11171
115,P6_3/mmc,0.1774619960343688,12104,12125
116,Pm,0.8871559633027523,8720,8720
117,C2/m,0.32269121535598866,10211,10212
118,F-43m,0.9893475366178429,12016,12019
119,Imm2,0.35543696964395066,11431,11431
120,P4/mmm,0.21184619058992119,8374,8379
121,P3m1,0.9018936341659952,4964,4964
122,Cm,0.7501043318587763,11981,11988
123,Pm,0.7108716026241799,8536,8537
124,I4/mmm,0.7162110858010631,10536,10540
125,Pm-3m,0.3108378170637971,6505,6513
