cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
126,Fm-3m,0.9370188195038495,9352,9353
127,Pm,0.6990337587975665,8383,8383
128,I-4m2,0.6066280162958321,12764,12767
129,C2/m,0.2227156760842861,10583,10590
130,I-4m2,0.5513400242638138,9067,9067
131,F-43m,0.995240298803464,15127,15131
132,Cmcm,0.18579040852575487,11260,11277
133,Pmmm,0.28383513592516807,10263,10263
134,Cmm2,0.28846639185665013,11887,11889
135,C2/m,0.48571967197662363,10609,10616
136,I4/mmm,0.129264888337469,12896,12903
137,P4mm,0.5054550889254222,13382,13385
138,F-43m,0.9699595065448724,10619,10620
139,F-43m,0.9808896210873147,12140,12141
140,R-3m,0.8560057887120116,11056,11059
141,Fm-3m,0.9576487769258853,10956,10956
142,P4/mmm,0.8136603478600742,10234,10236
143,Imm2,0.4184838160136286,11740,11741
144,P4mm,0.6584574264986636,10476,10476
145,C2/m,0.728726442033124,10506,10507
146,P2/m,0.41386654046379556,12678,12682
147,Immm,0.2441063596491228,14592,14596
148,Cmm2,0.45938009787928225,9195,9196
149,P4/mmm,0.7054738562091504,7344,7345
