cluster_id,dominant_point_group,fraction
0,-43m,0.9813993012935511
1,-3m,0.6972662317489904
2,mm2,0.8682059213433495
3,4/mmm,0.8892104353835522
4,2/m,0.9998480858821146
5,-43m,0.9918904843389629
6,4mm,0.8875232774674116
7,mmm,0.973210617141918
8,4/mmm,0.9992108585858586
9,-3m,0.9951672249986271
10,2/m,0.9852820932134096
11,mmm,0.9535124790686548
12,m,0.9814197717863273
13,mm2,0.9576697832117538
14,-43m,0.9993556107889165
15,m-3m,0.962726983115642
16,m,1.0
17,-42m,0.9976448758207251
18,mm2,0.9853945966275935
19,mm2,0.9592968007602154
20,-43m,0.9193514571248864
21,3m,0.9408602150537635
22,4mm,0.8462252997804425
23,mmm,0.6160949868073878
24,4mm,0.8526249209361164
25,4/mmm,0.9881853179344219
26,mm2,0.9862054623596285
27,-43m,0.9997775470858669
28,mmm,0.9126134889753567
29,m,0.9803609838211914
30,-43m,0.9991618355800796
31,mm2,0.9999066205994958
32,m-3m,0.9565217391304348
33,4/mmm,0.822172993656228
34,m,0.9938117668790986
35,mmm,0.9460681976339597
36,-42m,0.9987648703113827
37,6/mmm,0.6054272093876054
38,mmm,0.9852187028657617
39,2/m,0.9993682880606444
40,mmm,0.9488148622677771
41,m-3m,0.4840597255851493
42,3m,0.9900614182021217
43,-3m,0.9809818664307829
44,m-3m,0.8803103066124861
45,1,0.6657922350472193
46,mmm,0.9256282544713607
47,mmm,0.9672201669104362
48,-43m,0.9715531666751179
49,4/mmm,0.9237762698464984
50,3m,0.9649829953394634
51,-6m2,0.9766556291390729
52,4/mmm,0.8841065772312279
53,4mm,0.9034977877953084
54,mmm,0.9439605110336817
55,mm2,0.9204429993903678
56,2/m,0.9999117465360515
57,mmm,0.9558787482637471
58,mm2,0.9805744415151936
59,4/mmm,0.9359221223791185
60,2/m,0.9887553912507702
61,-42m,0.9974075743913435
62,-3m,0.9724063400576369
63,2/m,0.9997726239199636
64,mmm,0.982654988837369
65,6/mmm,0.8509843010216795
66,m,0.9988389450986896
67,4/mmm,0.9968054898248935
68,-43m,0.9970772251906654
69,2/m,0.9996804703476483
70,mm2,0.9913424780751068
71,4/mmm,0.8395002974419988
72,mm2,0.9997271983268164
73,m,0.9995683453237411
74,-43m,0.9978085794116036
75,6/mmm,0.43566775244299677
76,mm2,0.999888876541838
77,-3m,0.996953541507997
78,mmm,0.9599509245464902
79,4mm,0.8547744099221667
80,m,0.9984301412872841
81,4mm,0.8828822778859714
82,mmm,0.6835835509138382
83,-43m,0.9461694365626266
84,mm2,0.9996982801971236
85,-6m2,0.9953279424977538
86,-43m,0.9995608607130025
87,mm2,0.9931292941911305
88,3m,0.9454299712789322
89,4/mmm,0.9997491638795987
90,m,0.9973275642657164
91,-3m,0.9922894424673784
92,m-3m,0.8420302565226924
93,mmm,0.9570270846662401
94,2/m,0.9991574109536576
95,-42m,0.9999410551134689
96,6/mmm,0.8812761506276151
97,mmm,0.9932482199852688
98,mm2,0.6741811994895789
99,m-3m,0.48083109919571043
100,4mm,0.8338768463456743
101,2/m,1.0
102,m,0.9995269631031221
103,m,0.9998392799742848
104,mmm,0.9443997497094843
105,-3m,0.9995926016458894
106,-43m,0.9873219479454098
107,mmm,0.9688869789428448
108,mmm,0.9843762848449963
109,2/m,0.31009232728430436
110,4/mmm,0.9112261649198131
111,4/mmm,0.8882408689946781
112,2/m,0.9962054604349838
113,4/mmm,0.8668740279937791
114,m-3m,0.940111547956478
115,-42m,0.9972525486226592
116,mm2,0.9937692307692307
117,-43m,0.9920516376827057
118,6/mmm,0.8398065367140554
119,mm2,0.997531185031185
120,3m,0.9897975200125569
121,m-3m,0.9664289316331677
122,mmm,0.9931943237764262
123,-43m,0.9997231833910034
124,3m,0.9497860842152668
125,-3m,0.9859189123573683
126,4/mmm,0.9957485828609537
127,2/m,0.9940555498616378
128,mmm,0.8669595782073813
129,4/mmm,0.9992761782210069
130,mm2,0.9965352366433372
131,m,0.9995506964205482
132,mmm,0.9274742537964741
133,2/m,0.999801429706116
134,m-3m,0.9712004562303963
135,mmm,0.6702577914582531
136,-6m2,0.4440852034994294
137,3m,0.9736631372897945
138,mmm,0.9381478921907395
139,4mm,0.7954688483322845
140,mm2,0.9624653259361997
141,m-3m,0.9695398574206092
142,-43m,0.990616167326173
143,mm2,0.9755916473317865
144,mmm,0.9477138725108466
145,-43m,0.9882253202712886
146,4mm,0.9205404860340829
147,mmm,0.9733533495965472
148,-43m,0.9920704845814978
149,-3m,0.9925076094591431
