cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
0,F-43m | 4a 4b 4c 4d,0.8339825386165212,7445,10591
1,P-3m1 | 1a 2d,0.26181434599156117,4740,6438
2,Amm2 | 2a 2a 2b 2b,0.7909171335889118,6782,9052
3,P4/mmm | 1a 1c 2e,0.6074429061649509,16902,23152
4,C2/m | 2a 2d 4i,0.6922885572139303,16080,19748
5,F-43m | 4a 4c 16e,0.9148609975470156,9784,13441
6,P4mm | 1a 1a 1b 1b,0.8901220865704772,9911,13425
7,Immm | 2a 2c 4j,0.9650712943517188,9047,12169
8,I4/mmm | 2a 2b 4d,0.9159687924987474,13971,19008
9,R-3m | 3a 3b 6c,0.9943454686289698,12910,18209
10,P2/m | 1a 1g 2n,0.6619381574752948,6274,8561
11,Pmmm | 1a 1d 1f 1g,0.7726453357368184,8876,12541
12,Cm | 2a 2a 2a 2a,0.7086682329664894,8087,9903
13,Pmm2 | 1a 1a 1d 1d,0.7736167816415599,7103,9733
14,F-43m | 4a 4b 4c 4d,0.9990288747895896,15446,21726
15,Pm-3m | 1a 3c,0.3464309102815979,1527,3139
16,Pm | 1a 1a 1b 1b,1.0,8735,12594
17,I-4m2 | 2a 2b 2c 2d,0.9974661339050774,10261,14012
18,Imm2 | 2a 2a 2b 2b,0.8333191597924994,11759,15953
19,Pmm2 | 1a 1a 1d 1d,0.7426951591801134,4586,6314
20,F-43m | 4a 4c 16e,0.8569010157339175,10042,14309
21,R3m | 3a 3a 3a 3a,0.811614241272036,2893,3906
22,I4mm | 2a 2a 2a,0.8536712015785648,9629,11842
23,Fdd2 | 8a 16b 16b,0.26287321505841627,4622,6064
24,P4mm | 1a 1a 1b 1b,0.8320601127113337,7985,11067
25,I4/mmm | 2a 2b 4d,0.250661492326689,5669,7533
26,Imm2 | 2a 2a 2b 2b,0.8114221091320328,10611,14426
27,F-43m | 4a 4b 4c 4d,0.9983153638814016,8904,13486
28,Pmmm | 1a 1d 1f 1g,0.5778029445073612,4415,6168
