cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
29,Cm | 2a 2a 2a 2a,0.7712455035971223,8896,10693
30,F-43m | 4a 4c 16e,0.9765857403320218,10421,14317
31,Cmm2 | 2a 2a 2b 2b,0.9693317262622204,7467,10709
32,Fm-3m | 4a 4b 8c,0.8074925816023739,2696,17135
33,P4/mmm | 1a 1c 2e,0.5653793103448276,7250,9931
34,Pm | 1a 1a 1b 1b,0.9843256225508785,7911,10827
35,Cmmm | 2a 2b 4f,0.6022469224333692,8367,11496
36,I-4m2 | 2a 2b 2c 2d,0.9981557916922806,11387,15383
37,P6/mmm | 1a 2d,0.2391579613801836,6318,8181
38,Pnnm | 2a 4g,0.1288109756097561,5248,6630
39,P2/m | 1a 1g 2n,0.5977287617383709,4579,6332
40,Cmmm | 2a 2b 4f,0.5907404135006185,11318,15610
41,I-43m | 2a 8c 24g 24g,0.21020809898762655,7112,9912
42,P3m1 | 1a 1b 1c,0.9762492288710672,6484,8955
43,R-3m | 3a 3b 6c,0.9617494440326168,6745,9044
44,Fm-3m | 4a 4b 8c,0.6109253065774805,2691,10828
45,P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,0.18181818181818182,1617,1906
46,Pmmm | 1a 1c 2t,0.4396887159533074,6425,8834
47,Cmmm | 2a 2b 4f,0.6376414532459798,8395,11623
48,F-43m | 4a 4c 16e,0.9356998395982984,14339,19721
49,P4/mmm | 1a 1c 2e,0.5250652506525065,11111,15179
50,R3m | 3a 3a 3a 3a,0.9615121450564489,5846,7939
51,P-6m2 | 1a 1c 1f,0.4966770048737262,4514,6040
52,I4/mcm | 4a 8h,0.44818136522172397,4014,5367
53,P4mm | 1a 1a 1b 1b,0.890335846470185,8754,11979
54,Pmmm | 1a 1d 1f 1g,0.6094205081851963,9957,13776
55,Amm2 | 2a 2a 2b 2b,0.8816698921758364,7234,9842
56,P2/m | 1a 1g 2n,0.5887584928968499,8095,11331
57,Immm | 2a 2c 4j,0.9377787446970521,9193,12239
58,Pmm2 | 1a 1a 1d 1d,0.6190476190476191,5292,7207
59,P4/mmm | 1a 1c 2e,0.3375052148518982,7191,9348
60,C2/m | 2a 2d 4i,0.3242117787031529,5043,6492
61,I-4m2 | 2a 2b 2c 2d,0.9970363437841211,6411,8872
62,R-3m | 3a 3b 6c,0.9490253411306043,10260,13880
63,C2/m | 2a 2d 4i,0.709950110864745,7216,8796
64,Immm | 2a 2c 4j,0.2806515518379925,4543,5823
65,P6_3/mmc | 2a 2c 2d,0.14479560288560633,5822,8026
66,Pm | 1a 1a 1b 1b,0.9979802513464991,4456,6029
67,I4/mmm | 2a 2b 4d,0.8608205953338697,6215,8452
68,F-43m | 4a 4b 4c 4d,0.9756506055140428,15524,21897
69,P2/m | 1a 1g 2n,0.5858705560619872,10970,15648
70,Imm2 | 2a 2a 2b 2b,0.610951878111329,6629,8894
71,I4/mmm | 2a 8h 8i,0.24617784711388455,6410,8405
72,Cmm2 | 2a 2a 2b 2b,0.9880332986472424,7688,10997
73,Cm | 2a 2a 2a 2a,0.9963181779261923,11679,13900
74,F-43m | 4a 4b 4c 4d,0.9958662157083803,13305,18253
75,P-3m1 | 1a 2d,0.1608786610878661,4780,6140
76,Cmm2 | 2a 2a 2b 2b,0.9954184483811851,6548,8999
77,R-3m | 3a 6c 6c,0.21632061805890873,4142,5252
78,Immm | 2a 2c 4j,0.920014012143858,8564,11411
79,P4mm | 1a 1a 1b 1b,0.8595656312191745,11557,15803
80,Pm | 1a 1a 1b 1b,0.996398891966759,7220,10192
81,I4mm | 2a 2a 2a,0.8871048252911814,12020,14891
82,Pnma | 4c 4c 4c,0.2124916648144032,4499,6128
83,F-43m | 4a 4c 16e,0.8875774219936894,8557,12335
84,Cmm2 | 2a 2a 2b 2b,0.9893055555555555,7200,9943
85,P-6m2 | 1a 1c 1f,0.5990899898887766,3956,5565
86,F-43m | 4a 4b 4c 4d,0.9989520260829063,17176,25049
87,Fmm2 | 4a 4a 4a,0.987695012085256,4551,6404
88,P3m1 | 1a 1b 1c,0.9287226534932957,4251,5919
89,I4/mmm | 2a 2b 4d,0.8996682301796133,8741,11960
90,Cm | 2a 2a 2a 2a,0.9302325581395349,6536,7858
91,R-3m | 3a 3b 6c,0.9905949703537109,9782,13488
92,Pm-3n | 2a 6c,0.17986877900464074,6249,9122
93,Pmmm | 1a 1d 1f 1g,0.5730011587485515,6904,9378
94,C2/m | 2a 2d 4i,0.7935207596350773,10742,13055
95,I-4m2 | 2a 2b 2c 2d,0.9999202106439001,12533,16965
96,P6_3/mmc | 2c 6h,0.14800175669740886,4554,5736
97,Pnnm | 2a 4g,0.1757585285332495,6361,8146
98,Amm2 | 2a 2a 2a 2b 2b 2b,0.29757975797579755,3636,4702
99,I-43m | 2a 8c 24g 24g,0.1666061046511628,5504,7460
100,P4mm | 1a 1a 1b 1b,0.8341181218888739,7433,10426
101,P2/m | 1a 1g 2n,0.5702054794520548,7008,9938
102,Cm | 2a 2a 2a 2a,0.9957915583611833,16158,19026
103,Cm | 2a 2a 2a 2a,0.9922923208678276,10509,12444
104,Pmmm | 1a 1d 1f 1g,0.6787772488098222,7982,11187
105,R-3m | 3a 3b 6c,0.993984266543267,8644,12273
106,F-43m | 4a 4b 4c 4d,0.8032630575272804,9439,13409
107,Cmmm | 2a 2b 4f,0.5138016822651345,8441,11635
108,Immm | 2a 2c 4j,0.9761261261261261,8880,12161
109,Cm | 2a 2a 2a 2a 2a 2a,0.08803558885506907,4271,6282
110,I4/mmm | 2a 8h 8i,0.21663974151857834,6190,7919
111,P4/mmm | 1a 1c 2e,0.4400921658986175,9982,13717
112,C2/m | 2a 2d 4i,0.5845888441633122,8695,10805
113,P4/mmm | 1a 1c 2e,0.6372001031903001,11629,16075
114,Fm-3m | 4a 4b 8c,0.8814606741573033,5340,10937
115,I-4m2 | 2a 2b 2c 2d,0.9969331222793827,10108,13831
116,Imm2 | 2a 2a 2b 2b,0.676530612244898,9800,13000
117,F-43m | 4a 4b 4c 4d,0.9680184881467124,13414,18746
118,P6_3/mcm | 2b 4d 6g 6g,0.15246815286624205,5024,6823
119,Fmm2 | 4a 4a 4a,0.9693150684931506,5475,7696
120,R3m | 3a 3a 3a 3a,0.9877396344181899,4486,6371
121,Fm-3m | 4a 4b 8c,0.9614782336360789,6386,13881
122,Immm | 2a 2c 4j,0.18585743996974854,5289,6906
123,F-43m | 4a 4b 4c 4d,0.9997978164173069,14838,21675
124,R3m | 3a 3a 3a 3a,0.9409436834094368,3285,4441
125,R-3m | 3a 3b 6c,0.9678336980306346,9140,12357
126,I4/mmm | 2a 2b 4d,0.7615456022278951,8618,11996
127,P2/m | 1a 1g 2n,0.6374982665372347,7211,9757
128,Cmmm | 2a 2b 2c 2d 4i 4j 4k 4l 8n 16r 16r,0.42198416394969723,4294,5690
129,I4/mmm | 2a 2b 4d,0.9298361376883317,9093,12434
130,Imm2 | 2a 2a 2b 2b,0.7134474797999231,10396,14431
131,Pm | 1a 1a 1b 1b,0.9968602825745683,9555,13354
132,Pmmm | 1a 1d 1f 1g,0.4925391389432485,8176,11458
133,C2/m | 2a 2d 4i,0.690643370346179,12248,15108
134,Pm-3m | 1a 1b 3d,0.6258955987717503,1954,3507
135,Pnma | 4c 4c 4c,0.18889173278730484,3907,5198
136,P-62m | 1a 2d 3f 3g,0.30218068535825543,3852,5258
137,P3m1 | 1a 1b 1c,0.9521922219469904,8074,11239
138,Immm | 2a 2c 4j,0.533774532177088,4382,5788
139,P4mm | 1a 1a 1b 1b,0.7796016633836725,4569,6356
140,Pmm2 | 1a 1a 1d 1d,0.8616456144492977,8471,11536
141,Fm-3m | 4a 4b 8c,0.8993325917686318,3596,16973
142,F-43m | 4a 4b 4c 4d,0.9819093949528732,6578,8845
143,Pmm2 | 1a 1a 1d 1d,0.8617552850736707,7805,10775
144,Cmmm | 2a 2b 4f,0.5873756218905473,6432,8989
145,F-43m | 4a 4c 16e,0.9131592967501332,7508,10616
146,P4mm | 1a 1a 1b 1b,0.9232459151448579,7283,9917
147,Cmmm | 2a 2b 4f,0.5005805702490002,7751,10658
148,F-43m | 4a 4b 4c 4d,0.7888838578220512,8834,12485
149,R-3m | 3a 9e,0.22741611700602238,3487,4271
