cluster_id,dominant_point_group,fraction
0,-3m,0.935603323699422
1,m,0.7622942741697053
2,mmm,0.41942091052974584
3,-43m,0.9999143395579921
4,4mm,0.5678180286436394
5,4/mmm,0.5054895608351332
6,-43m,0.4988347924670908
7,-43m,0.9921251993620415
8,-42m,0.4249727031664327
9,-3m,0.8082974559686888
10,m,0.35410513880685174
11,4/mmm,0.3866059077223533
12,m-3m,0.493447445841134
13,-43m,0.9995892211633257
14,mm2,0.8273050386786536
15,mm2,0.5970867473013396
16,4mm,0.42544149589196334
17,mm2,0.46101618196220434
18,mmm,0.6280710925248301
19,-3m,0.22404735479097299
20,-43m,0.9992092778070638
21,2/m,0.7017937219730942
22,-43m,0.9296111665004985
23,m,0.6472088410314537
24,m-3m,0.6487281900357368
25,m-3m,0.7596178840655056
26,-43m,0.9997913406364111
27,6/mmm,0.21409140369967355
28,mm2,0.3107479739604092
29,4mm,0.28196800192469623
30,mm2,0.6639937243964089
31,m,0.3652822996903041
32,4/mmm,0.4451733833177132
33,-3m,0.9250184813602281
34,2/m,0.5079841517589146
35,m,0.8154197189864297
36,2/m,0.2709437086092715
37,m,0.7656298762092999
38,m,0.6098870579522311
39,4mm,0.475
40,-3m,0.7353497164461248
41,-43m,0.9998703235427608
42,-43m,0.5593378607809847
43,4mm,0.5110464659171319
44,mmm,0.46576237947377025
45,4/mmm,0.5417468257021931
46,3m,0.5628387096774193
47,6/mmm,0.27143227143227144
48,mm2,0.7173161171316579
49,4mm,0.5313978494623656
50,-43m,0.888927026841491
51,mm2,0.8210437192118226
52,-3m,0.8122870418172432
53,2/m,0.49231107205623903
54,mmm,0.6946505608283002
55,mm2,0.3138841946099795
56,4mm,0.2810988409236105
57,m-3m,0.8132777045820524
58,4/mmm,0.5829528158295282
59,mmm,0.4786651008025054
60,2/m,0.576389535425007
61,-43m,0.9619419042495966
62,2/m,0.3868911605532171
63,m-3m,0.46567756765228296
64,4/mmm,0.38271879164815636
65,mmm,0.6772565661199679
66,2/m,0.3733694855635351
67,-43m,0.994602097470697
68,4/mmm,0.4965087281795511
69,2/m,0.5298854913803951
70,m,0.9259936043855642
71,2/m,0.44985331866519984
72,mmm,0.4394431554524362
73,4mm,0.4629967478385024
74,2/m,0.5263321262286601
75,mmm,0.40532425940752603
76,-43m,0.9995625
77,mmm,0.4618137204784787
78,m,0.4698841329119985
79,m,0.41064696124264816
80,mmm,0.28766965723487464
81,m-3m,0.7271915020351435
82,-42m,0.5224288425047439
83,-3m,0.905267979844251
84,2/m,0.4288657558013446
85,mmm,0.2997984401016563
86,4/mmm,0.7879789321491273
87,4/mmm,0.7116467450360565
88,4mm,0.5083088108014541
89,4/mmm,0.3616129354226969
90,mmm,0.30377833753148614
91,mm2,0.5190439176059075
92,-43m,0.9998371070206874
93,m,0.6475083056478406
94,6/mmm,0.309169075680083
95,mm2,0.7295059594213448
96,mmm,0.4976696495152871
97,3m,0.7434721691504267
98,3m,0.30870423152817367
99,-43m,0.9998221906116643
100,2/m,0.2957591178965225
101,mm2,0.8809956917185257
102,-43m,0.9784083388484447
103,m,0.6578902953586497
104,3m,0.48878287777204743
105,mmm,0.624959586162302
106,4/mmm,0.19629703364523193
107,-43m,0.9583132916466249
108,mm2,0.3242741860680827
109,m-3m,0.5710386151797603
110,mm2,0.42538992783425156
111,m,0.664705285583849
112,m-3m,0.5806208053691275
113,mm2,0.7403042639811442
114,mmm,0.278938023167329
115,-43m,0.9996477632969355
116,4mm,0.27430798441091236
117,4/mmm,0.49470588235294116
118,4/mmm,0.5604705503182661
119,-42m,0.6651172768878718
120,-43m,0.7248082946322497
121,-43m,0.9994181395010546
122,-6m2,0.44636635141861625
123,4mm,0.6995933749876029
124,4mm,0.39060158424320274
125,2/m,0.5581931320580779
126,-42m,0.5827509800579512
127,-3m,0.7586206896551724
128,4/mmm,0.23793103448275862
129,mmm,0.36645904114760286
130,-3m,0.7591592181514586
131,m,0.6243788819875776
132,mmm,0.34538805363673303
133,-3m,0.8547120418848168
134,mmm,0.4268419443595231
135,-6m2,0.4241437687198854
136,mmm,0.5689294751897899
137,4/mmm,0.4082664614708146
138,-43m,0.82640277923992
139,4/mmm,0.4846580100901497
140,3m,0.413700860665271
141,4mm,0.28647562467237464
142,4/mmm,0.41393058161350843
143,-43m,0.971754691429677
144,4mm,0.45113900511390054
145,2/m,0.5523430782459158
146,4mm,0.4628344895936571
147,mm2,0.474216380182002
148,m,0.6650076569678407
149,mmm,0.37725856697819315
