cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,F-43m,0.9990325865580448,39280,39283
1,Imm2,0.3080821094219703,46572,46578
2,Cm,0.5109626912654313,36533,36538
3,Fm-3m,0.9281685355079851,29430,29431
4,Cmmm,0.36388156139778893,33739,33756
5,Imm2,0.20868611290821637,35551,35553
6,R-3m,0.28920400012384284,32299,32325
7,R-3m,0.5353387501493607,33476,33485
8,P4mm,0.30159755878657335,27855,27856
9,I-4m2,0.5118249774455471,31036,31037
10,F-43m,0.6559326512892144,26489,26491
11,Immm,0.2959873435926938,34765,34766
12,F-43m,0.9979779210842715,36596,36608
13,C2/m,0.5557521129924465,35613,35618
14,F-43m,0.9650901278909738,29791,29800
15,P4mm,0.41003204006354166,37141,37151
16,R-3m,0.6467276364675622,34990,34991
17,Pm,0.3552240692750142,31642,31646
18,Cm,0.1939826267042513,34766,34990
19,I4/mmm,0.4352982313004458,34319,34329
20,P-6m2,0.19220157564072732,30083,30092
21,Pmmm,0.3859311588756952,33265,33268
22,P4/mmm,0.4354331343765123,24796,24798
23,I-43m,0.12289973575310366,40114,40212
24,C2/m,0.5729218340301893,28222,28223
25,P6_3/mmc,0.10318680550702355,28618,28638
26,Pm,0.24093115340401072,31316,31324
27,Cmmm,0.096607558227351,33103,33116
28,F-43m,0.9722153835332185,28433,28439
29,F-43m,0.9983235540653814,35790,35797
30,R-3m,0.5156757395052253,33874,33885
31,Cmm2,0.25088977866755646,35964,35968
32,I-4m2,0.3873302841502503,27767,27774
33,Cm,0.4392270118016187,28047,28053
34,I4/mmm,0.37771276754529987,33499,33504
35,I-4m2,0.478291976974861,30749,30755
36,Cmmm,0.3605831334194501,32514,32518
37,P4/mmm,0.5035521349811293,27026,27034
38,F-43m,0.9978876566886239,35979,35985
39,Cm,0.33164263016377415,32728,32729
40,F-43m,0.9872770155798425,30103,30109
41,Imm2,0.2320772428590586,37285,37290
42,F-43m,0.5534398279090149,25103,25106
43,P2/m,0.23385367814551788,29852,29860
44,Fm-3m,0.847849712777519,25764,25767
45,P4mm,0.5274949083503055,31424,31427
46,R-3m,0.4095460614152203,35952,35965
47,P4mm,0.46199335374309863,38217,38223
48,P2/m,0.2636641466945472,31085,31090
49,Imm2,0.34345835024056576,34502,34508
