cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,2/m,0.5069672131147541,31720,31723
1,mm2,0.5212609634017541,43554,43560
2,-43m,0.943928183188975,28517,28523
3,m-3m,0.21151731352090766,37283,37326
4,-3m,0.8268325223669754,25484,25491
5,m,0.5750336258246334,31226,31272
6,mmm,0.3037816803033327,40088,40095
7,-43m,0.9908563250377673,37731,37734
8,m,0.46265641489522086,33165,33168
9,-43m,0.9911473295421235,34114,34127
10,-42m,0.42606516290726815,40698,40708
11,mmm,0.2632545465316036,33762,33770
12,mmm,0.4583516414537694,31862,31866
13,-43m,0.5013027452974073,31472,31479
14,mmm,0.4947536847287609,32499,32505
15,4/mmm,0.3140719315895372,31808,31825
16,mm2,0.4346727898966705,26130,26131
17,-43m,0.9971468481588255,33647,33650
18,mm2,0.4692810830881723,35011,35011
19,mmm,0.28319955372361855,32267,32285
20,4/mmm,0.454357489920397,38692,38698
21,mmm,0.3915149927982192,38185,38192
22,-42m,0.3788649497989294,37549,37552
23,-3m,0.8339575971731449,28300,28302
24,m,0.5810317244710073,33129,33151
25,mmm,0.2592425064833243,33162,33395
26,mm2,0.3811598320548032,31677,31679
27,m-3m,0.20595072059507205,34416,34436
28,mm2,0.49661672305461574,37242,37248
29,2/m,0.5582677936233398,30643,30645
30,m-3m,0.7190363582618977,27064,27065
31,mm2,0.6257645643236739,39892,39894
32,-43m,0.8267835044650322,29899,29915
33,m,0.3984523617604385,31015,31022
34,mmm,0.27210028191703584,39728,39735
35,mmm,0.3339501332915164,31885,31889
36,m,0.4621653795671683,32761,32764
37,4/mmm,0.5067878028404345,28728,28735
38,2/m,0.2911256612288684,27033,27037
39,2/m,0.30247217571161233,30459,30468
40,m-3m,0.7616053651891439,28629,28630
41,m,0.5856870300400284,26731,26736
42,-3m,0.6777925091150149,30170,30180
43,-42m,0.3784068030890351,33279,33286
44,3m,0.27432411791660305,26188,26193
45,m,0.32476172199833686,31266,31273
46,-43m,0.9961580197671349,34097,34107
47,-43m,0.9113062630598069,35414,35422
48,-3m,0.8182454503033131,21430,21433
49,-43m,0.608418840400544,32356,32358
