cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,P2/m,0.2635561160151324,31720,31723
1,Cmm2,0.2147678743628599,43554,43560
2,F-43m,0.9417891082512185,28517,28523
3,P6_3/mmc,0.1255800230668133,37283,37326
4,R-3m,0.8265970805211112,25484,25491
5,Pm,0.35403189649650935,31226,31272
6,Cmmm,0.20694472161245261,40088,40095
7,F-43m,0.9908563250377673,37731,37734
8,Cm,0.33867028493894163,33165,33168
9,F-43m,0.9911473295421235,34114,34127
10,I-4m2,0.42606516290726815,40698,40708
11,P4/mmm,0.12448907055269237,33762,33770
12,Cmmm,0.2732722365199925,31862,31866
13,F-43m,0.5010803253685816,31472,31479
14,P4/mmm,0.43942890550478475,32499,32505
15,I4/mmm,0.14398893360160966,31808,31825
16,Imm2,0.22020665901262917,26130,26131
17,F-43m,0.9971468481588255,33647,33650
18,P4mm,0.3849361629202251,35011,35011
19,C2/m,0.22791086868937305,32267,32285
20,I4/mmm,0.4480254316137703,38692,38698
21,P4/mmm,0.301872463009035,38185,38192
22,I-4m2,0.37838557618045754,37549,37552
23,R-3m,0.8338515901060071,28300,28302
24,Cm,0.3392797850825561,33129,33151
25,C2/m,0.13910499969845003,33162,33395
26,P4mm,0.24503583041323357,31677,31679
27,Pm-3m,0.1124767549976755,34416,34436
28,P4mm,0.334998120401697,37242,37248
29,C2/m,0.353653362921385,30643,30645
30,Fm-3m,0.7141959798994975,27064,27065
31,Imm2,0.3028677429058458,39892,39894
32,F-43m,0.8048764172714806,29899,29915
33,Cm,0.2654199580847977,31015,31022
34,Immm,0.16723721304873138,39728,39735
35,Immm,0.1983691390936177,31885,31889
36,Pm,0.274289551600989,32761,32764
37,P4/mmm,0.500556947925369,28728,28735
38,P2/m,0.23290052898309474,27033,27037
39,P2/m,0.2078531796841656,30459,30468
40,Fm-3m,0.7584267700583325,28629,28630
41,Cm,0.35797388799521157,26731,26736
42,R-3m,0.6758369240967849,30170,30180
43,I-4m2,0.3784068030890351,33279,33286
44,P3m1,0.2575989002596609,26188,26193
45,P4mm,0.2690462483208597,31266,31273
46,F-43m,0.9961580197671349,34097,34107
47,F-43m,0.9082283842548144,35414,35422
48,R-3m,0.8181054596360242,21430,21433
49,F-43m,0.608418840400544,32356,32358
