cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,2/m,0.976445023902651,34515,34518
1,-43m,0.9979399927518263,52427,52432
2,mmm,0.366887955561577,14762,14983
3,-42m,0.9999689720438115,32229,32234
4,mmm,0.952373467463062,38172,38175
5,-3m,0.9876702134078886,49717,49726
6,mm2,0.9903895438236802,39020,39023
7,4/mmm,0.9081909526434052,47174,47185
8,mmm,0.9576854387427075,41995,42003
9,4mm,0.8990255814504848,42179,42183
10,mm2,0.966437100308573,44722,44726
11,m-3m,0.9443681140635126,38575,38577
12,m,0.9611910810047982,42516,42530
13,4/mmm,0.9955628997215337,32679,32688
14,-6m2,0.6921094023068857,22888,22895
15,3m,0.9562455362177198,26603,26612
16,-43m,0.9897325692454633,29316,29320
17,2/m,0.9910023591375432,36454,36458
18,m,0.9672279260780288,24350,24353
19,mmm,0.96520222572876,48164,48177
20,3m,0.9596784820134405,22767,22773
21,4/mmm,0.9503648789528554,17266,17274
22,mm2,0.9999737470793626,38091,38095
23,-43m,0.9933874439229313,38563,38571
24,6/mmm,0.6023865516941033,34443,34476
25,4mm,0.899055817828381,14404,14406
26,m-3m,0.5180485498108449,12688,12702
27,m,0.9979417730581076,33524,33530
28,-43m,0.9982910539023548,63782,63792
29,4/mmm,0.9992163886712191,35732,35742
30,4mm,0.8315783760312636,36848,36853
31,mmm,0.9164375679304392,31282,31285
32,4/mmm,0.8638449897040217,40307,40314
33,2/m,0.9175454738481138,42387,42416
34,4/mmm,0.6852926337033299,7928,7947
35,4mm,0.8056630047965341,12926,12931
36,mm2,0.9909561154680461,29965,29969
37,m-3m,0.9544822471493465,32361,32363
38,m,0.9816880306309306,30035,30038
39,-43m,0.9928440822591932,44299,44314
40,mmm,0.990195561646724,18971,18991
41,-3m,0.98584003061615,39195,39207
42,2/m,0.9842746086400909,28171,28175
43,-42m,0.9999454252735558,36647,36650
44,mmm,0.9704845627893149,47094,47103
45,mm2,0.9721128397133819,15491,15493
46,-43m,0.9861447700178698,40851,40859
47,m-3m,0.9810145808019441,6584,6593
48,mm2,0.6949434818043301,28221,28237
49,m-3m,0.7207664948827757,13777,13792
