cluster_id,dominant_point_group,fraction,n_labeled,cluster_size
0,m,0.23643338323353294,10688,10867
1,-42m,0.45652826413206604,9995,9996
2,4mm,0.53125,13632,13633
3,-43m,0.9996040231250495,12627,12631
4,m-3m,0.9123802970353805,17439,17440
5,-3m,0.495850622406639,5302,5303
6,mmm,0.7043169722057954,10146,10147
7,m,0.8690754516471838,9410,9413
8,2/m,0.7414346430739873,11529,11530
9,4mm,0.4599001404275238,12818,12819
10,m,0.5494481713914737,9242,9243
11,-43m,0.8715549679650157,9833,9841
12,mmm,0.32246917458572216,12733,12738
13,4/mmm,0.4448776758409786,13080,13083
14,mm2,0.32021989348909125,11642,11642
15,2/m,0.4098785280457306,11196,11197
16,3m,0.4283193049144719,7366,7369
17,6/mmm,0.22293623331685616,10115,10124
18,m,0.8140480121935729,7873,7875
19,-43m,0.9487071150921075,11834,11835
20,2/m,0.5675920679886686,8825,8826
21,-3m,0.8181818181818182,13948,13948
22,m,0.8509322963406122,10029,10029
23,4mm,0.4335181762168823,8115,8115
24,4mm,0.506090889196878,13709,13710
25,m,0.7433592969842221,10014,10014
26,mm2,0.7627309598918431,13314,13314
27,4/mmm,0.6699206178931559,9322,9323
28,-6m2,0.33325986334582325,9074,9075
29,m,0.9179036100421477,10914,10914
30,-43m,0.8895926299121923,13894,13896
31,-43m,0.9996338337605273,16386,16389
32,m-3m,0.43256969958936675,9254,9276
33,-43m,0.9961496610027623,11947,11949
34,4/mmm,0.6882443758270842,9068,9069
35,-43m,0.9636258101963819,10337,10339
36,2/m,0.5289824854045038,9592,9594
37,mmm,0.36321903691212293,10674,10675
38,mm2,0.7195498524668908,14573,14577
39,mm2,0.821338044396651,13019,13019
40,mm2,0.38494454632783165,11451,11452
41,-3m,0.8180650684931506,11680,11683
42,mmm,0.4632744749764915,9571,9573
43,2/m,0.63208086973107,10486,10486
44,mmm,0.3084978334135773,8308,8313
45,4/mmm,0.45809569840502656,10345,10346
46,4mm,0.5861001387850966,9367,9368
47,m,0.775497249259416,9452,9453
48,mmm,0.6380711775043937,9104,9106
