cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Cm,0.20434131736526945,10688,10867
1,I-4m2,0.45652826413206604,9995,9996
2,P4mm,0.53125,13632,13633
3,F-43m,0.9996040231250495,12627,12631
4,Fm-3m,0.9098572165835197,17439,17440
5,R-3m,0.477744247453791,5302,5303
6,Pmmm,0.6909126749457914,10146,10147
7,Cm,0.8392136025504782,9410,9413
8,C2/m,0.7173215369936682,11529,11530
9,P4mm,0.45982212513652676,12818,12819
10,Pm,0.4950227223544687,9242,9243
11,F-43m,0.8698260957998576,9833,9841
12,C2/m,0.2009738474829184,12733,12738
13,I4/mmm,0.4362385321100917,13080,13083
14,Fmm2,0.18888507129359217,11642,11642
15,C2/m,0.4079135405501965,11196,11197
16,P3m1,0.4283193049144719,7366,7369
17,P6_3/mmc,0.16045477014335147,10115,10124
18,Cm,0.7875015877048139,7873,7875
19,F-43m,0.9487071150921075,11834,11835
20,C2/m,0.4998300283286119,8825,8826
21,R-3m,0.8181818181818182,13948,13948
22,Pm,0.7808355768272012,10029,10029
23,P4mm,0.4335181762168823,8115,8115
24,P4mm,0.5032460427456416,13709,13710
25,Cm,0.7145995606151389,10014,10014
26,Imm2,0.3521105603124531,13314,13314
27,P4/mmm,0.6698133447757992,9322,9323
28,P-6m2,0.33325986334582325,9074,9075
29,Cm,0.8038299431922301,10914,10914
30,F-43m,0.8888728947747229,13894,13896
31,F-43m,0.9996338337605273,16386,16389
32,Fd-3m,0.32440025934730926,9254,9276
33,F-43m,0.9961496610027623,11947,11949
34,P4/mmm,0.6882443758270842,9068,9069
35,F-43m,0.963529070329883,10337,10339
36,P2/m,0.5238740617180984,9592,9594
37,Pmmm,0.35825370058085065,10674,10675
38,Imm2,0.3317779455156797,14573,14577
39,Cmm2,0.38021353406559644,13019,13019
40,Pmm2,0.3753383983931534,11451,11452
41,R-3m,0.8179794520547945,11680,11683
42,Immm,0.37195695329641626,9571,9573
43,C2/m,0.631127217242037,10486,10486
44,C2/m,0.09195955705344247,8308,8313
45,I4/mmm,0.4569357177380377,10345,10346
46,I4mm,0.5821501014198783,9367,9368
47,Pm,0.7406898011002963,9452,9453
48,Cmmm,0.5646968365553603,9104,9106
49,I4/mmm,0.21377163975880178,10282,10298
50,F-43m,0.907135745104547,15065,15070
51,F-43m,0.9966599866399466,10479,10480
52,R-3m,0.6183569135655689,8411,8415
53,P4mm,0.3514558510218575,12673,12674
54,C2/m,0.23712399119589142,6815,6821
55,P-6m2,0.280135593220339,7375,7378
56,P4mm,0.34676258992805753,10425,10426
57,Cmmm,0.6441268734750785,11476,11478
58,P2/m,0.489193620509763,6709,6711
59,F-43m,0.956757751403073,10869,10870
60,Cm,0.7725925112550786,9107,9108
61,P4/mmm,0.6778217219348951,9861,9863
62,P4/mmm,0.3661249758173728,10338,10339
63,R-3m,0.8239229599594526,9865,9867
64,P6/mmm,0.16641346266214796,8557,8561
65,Cmmm,0.1286079649251005,10948,10970
66,F-43m,0.7344018317115054,12229,12230
67,I4/mmm,0.45636022514071295,13325,13327
68,I-4m2,0.7329598506069094,12852,12854
69,F-43m,0.5434782608695652,11500,11500
70,Immm,0.28347233431979196,11151,11153
71,Fm-3m,0.8717504332755632,13271,13271
72,Immm,0.2771095747703381,10559,10561
73,P4/mmm,0.5318578135479544,10437,10440
74,Fm-3m,0.6131029661440128,10013,10014
75,Immm,0.22027090144792152,10705,10707
76,F-43m,0.9986457000978105,13291,13292
77,I-4m2,0.44576640888360103,15129,15131
78,R-3m,0.8100403632694249,11892,11894
79,R-3m,0.7942579795985522,12156,12158
80,Imm2,0.3790338948650294,9854,9854
81,P4mm,0.26380441264162197,8385,8386
82,F-43m,0.9709419717320692,11391,11392
83,Pm-3m,0.49001346499102333,8912,8918
84,Cmmm,0.26299389255889316,8023,8029
85,P3m1,0.6078412668129353,10483,10485
86,P6/mmm,0.12823351786612985,9935,9938
87,P4mm,0.4470471323111868,14088,14090
88,I4/mmm,0.528130081300813,12300,12302
89,P4/mmm,0.781054279749478,11496,11500
90,I4mm,0.585123807688602,10379,10380
91,P2/m,0.3622949014425724,9081,9082
92,Cmmm,0.5590323183261723,10706,10708
93,C2/m,0.16022569998935376,9393,9396
94,P4mm,0.2515847181771458,11674,11675
95,Cmmm,0.2796067884633219,10783,10788
96,I4mm,0.21343123504661332,12121,12122
97,Cm,0.3318771681870744,7783,7786
98,R-3m,0.7608387645225276,10587,10589
99,P2/m,0.5732627548147314,8879,8880
100,Pm,0.7524583155194527,9356,9359
101,Pm,0.3194497033951786,7923,7923
102,F-43m,0.997468133403178,11454,11455
103,F-43m,0.9997479997479998,15873,15882
104,Cm,0.8206102725594527,9209,9209
105,I4/mmm,0.18392993145468392,10504,10507
106,Cm,0.14093572076904035,12119,12196
107,Imm2,0.18698608475648323,12648,12649
