cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
108,I4mm,0.3803090778835329,9771,9771
109,P-6m2,0.4561886917226937,9073,9075
110,F-43m,0.9973669623059866,7216,7216
111,Cmm2,0.21499721093314209,12549,12552
112,I-4m2,0.7149321266968326,12376,12378
113,Fm-3m,0.7265618951768986,12917,12918
114,Imm2,0.33079570341015746,9589,9591
115,R-3m,0.8399477075357176,10709,10711
116,I4/mmm,0.6505569686869573,11401,11402
117,F-43m,0.7450251069369537,10754,10758
118,F-43m,0.888453692370461,12255,12257
119,P6_3/mmc,0.15161904761904763,10500,10506
120,F-43m,0.9993557738766307,12418,12420
121,P4mm,0.2954093287156436,13571,13572
122,P4mm,0.2692406034262337,11733,11734
123,R-3m,0.7781657936309969,12027,12032
124,Fm-3m,0.8961944610480176,15057,15057
125,I-4m2,0.41748854546866504,12877,12881
126,P4mm,0.4987575202720377,15292,15296
127,P4/mmm,0.44745523091423184,12732,12734
128,Pmmm,0.6224751797329682,11684,11686
129,P6_3/mmc,0.21270019668446194,10677,10698
130,Pmmm,0.24949624473346768,10918,10918
131,F-43m,0.9496496496496496,9990,9993
132,F-43m,0.9997873094647288,14105,14108
133,Pmmm,0.48802213958315316,11563,11564
134,Cmmm,0.6403827519379846,8256,8257
135,F-43m,0.9992213657245191,12843,12845
136,C2/m,0.30632437491643266,7479,7479
137,Imm2,0.457905853952927,13256,13257
138,Pm,0.699073581088276,9391,9391
139,Cm,0.8024621746076497,10641,10641
140,I4/mmm,0.3529458097038437,12696,12699
141,I-4m2,0.43550948758672575,11963,11965
142,Cm,0.787641532160925,8302,8304
143,R-3m,0.3401423707830393,6462,6466
144,Cmm2,0.3218522457661785,12223,12226
145,Cmmm,0.6705232436939754,9594,9596
146,P6_3/mcm,0.12919343326195576,9807,9819
147,P2/m,0.5699791107132199,10053,10054
148,Imm2,0.35004793863854267,10430,10432
149,Pm,0.6250146524440277,8531,8532
