cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
0,R-3m | 3a 3b 6c,0.8319057815845824,8406,11469
82,Cmmm | 2a 2b 4f,0.665286534299426,10627,14093
83,P4mm | 1a 1a 1b 1b,0.49113025848960973,7892,10777
84,I-43m | 2a 8c 24g 24g,0.11552729199788023,9435,12709
85,Imm2 | 2a 2a 2b 2b,0.3013502986237341,7702,10336
86,F-43m | 4a 4c 16e,0.9389789949481521,7522,10718
87,R-3m | 3a 3b 6c,0.562917673823404,7033,8971
88,P4/mmm | 1a 1b 2h,0.6176873075607253,5846,7957
89,I-4m2 | 2a 2b 2c 2d,0.6215973003374579,8890,11866
90,F-43m | 4a 4b 4c 4d,0.9881087697822856,11437,15181
91,Cmm2 | 2a 2a 2b 2b,0.2380710659898477,7880,10814
92,Pm | 1a 1a 1b 1b,0.7874755381604697,7665,10631
93,Pmmm | 1a 1d 1f 1g,0.28423615337796715,8215,10986
94,Fm-3m | 4a 4b 8c,0.848042080654588,1711,12691
95,Imm2 | 2a 2a 2a,0.20252025202520252,7777,10552
96,P2/m | 1a 1c 2n,0.2502274795268426,6594,9115
97,Pmmm | 1a 1d 1f 1g,0.7707977395189907,7609,10828
98,P2/m | 1a 1g 2n,0.43213415508098035,6977,9970
99,I4_1/amd | 4a 8e,0.05426356589147287,8256,10364
100,Cm | 2a 2a 2a 2a,0.47815317546814623,10093,12635
101,Cm | 2a 2a 2a 2a,0.8859666534339024,10076,11850
102,Imm2 | 2a 2a 2b 2b,0.2469252601702933,10570,14056
103,P4/mmm | 1a 1b 2h,0.7748538011695907,7182,9823
104,R-3m | 3a 9e,0.24012158054711247,5264,6680
105,I-4m2 | 2a 2b 2c 2d,0.6438298469745893,7123,9934
106,I4/mmm | 2a 4d 4e,0.1560262965668371,6845,8991
107,P4/mmm | 1a 1c 2e,0.5250544662309368,6885,9576
108,I-4m2 | 2a 2b 2c 2d,0.7599562894609033,8236,11193
109,I4/mmm | 2a 2b 4d,0.47093889716840537,6039,8417
110,Immm | 2a 2c 4j,0.4256286784376672,7476,9922
111,R-3m | 3a 3b 6c,0.8045205479452054,7300,9417
112,I4/mmm | 2a 2b 4d,0.5962413913855492,8567,11646
113,Cmm2 | 2a 2a 2b 2b,0.26980352897009136,7991,11122
114,P4mm | 1a 1a 1b 1b,0.7634304654053308,7241,10007
115,F-43m | 4a 4b 4c 4d,0.9938158961881589,9864,13716
116,P3m1 | 1a 1b 1c,0.9429997373259784,3807,5134
117,Imm2 | 2a 2a 2b 2b,0.4327930174563591,8020,10879
118,Pmmm | 1a 1d 1f 1g,0.7655837090004664,6433,9101
119,Fm-3m | 4a 4b 24d,0.1362530413625304,6987,10641
120,P6/mmm | 1a 2c 3g,0.09483695652173912,7360,9214
121,F-43m | 4a 4b 4c 4d,0.9432851107412623,7811,11828
122,C2/m | 2a 2b 4f,0.10441950996107167,8734,11041
123,I4mm | 2a 2a 2a,0.5544952862727064,8698,10976
124,P3m1 | 1a 1b 1c,0.4216798001153181,5203,7362
125,I4/mmm | 2a 2b 4d,0.48016900640588794,7337,9834
126,P2/m | 1a 1c 2n,0.2319861738899229,7522,10107
127,R3m | 3a 3a 3a 3a,0.9671614100185528,5390,7637
128,Cm | 2a 2a 2a 2a,0.9784825731256304,8923,10550
129,F-43m | 4a 4b 4c 4d,0.8846285518657994,8763,12604
130,F-43m | 4a 4c 16e,0.47893175074183975,10110,14101
131,R-3m | 3a 3b 6c,0.8398997134670487,8376,11853
132,I4/mmm | 2a 8h 8i,0.20367002810381882,6049,8300
133,Cmmm | 2a 2b 4f,0.3496766607877719,8505,11355
134,Cm | 2a 2a 2a 2a,0.9222301136363636,8448,10044
135,Imm2 | 2a 2a 2b 2b,0.5239759036144578,8300,11481
136,P3m1 | 1a 1b 1c,0.9554655870445344,3458,4784
137,Im-3m | 2a 8c,0.0703740157480315,8128,10399
138,R3m | 3a 3a 3a 3a,0.9033521303258145,6384,8564
139,I-4m2 | 2a 2b 2c 2d,0.7780429594272077,10056,13402
140,F-43m | 4a 4b 4c 4d,0.9682539682539683,11907,16750
141,Immm | 2a 2c 4j,0.46061963419186264,8037,10878
142,Pmm2 | 1a 1a 1d 1d,0.30573770491803276,7320,9895
143,F-43m | 4a 4c 16e,0.9374819659517168,10397,14367
144,Pmm2 | 1a 1a 1d 1d,0.614656912209889,7928,10896
145,I4_1/amd | 4a 8e,0.0765388937445374,8009,11002
146,P4/mmm | 1a 1b 2h,0.7776530939403655,6238,8575
147,Immm | 2a 2c 4j,0.23093093093093092,9990,12857
148,F-43m | 4a 4b 4c 4d,0.9928500316770749,11049,16075
149,Fm-3m | 4a 4b 8c,0.8207119741100324,1545,15676
