cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,P2/m,0.9762422135303491,34515,34518
1,F-43m,0.9979399927518263,52427,52432
2,Pnma,0.20193740685543965,14762,14983
3,I-4m2,0.9999689720438115,32229,32234
4,Cmmm,0.7096562925704705,38172,38175
5,R-3m,0.9873886195868616,49717,49726
6,Imm2,0.9903126601742696,39020,39023
7,P4/mmm,0.908021367702548,47174,47185
8,Pmmm,0.9576854387427075,41995,42003
9,P4mm,0.8990255814504848,42179,42183
10,Pmm2,0.9663252985108001,44722,44726
11,Fm-3m,0.9443681140635126,38575,38577
12,Cm,0.9592623953335215,42516,42530
13,I4/mmm,0.994797882432143,32679,32688
14,P-6m2,0.620281370150297,22888,22895
15,P3m1,0.9557944592715107,26603,26612
16,F-43m,0.9897325692454633,29316,29320
17,C2/m,0.9890272672409064,36454,36458
18,Pm,0.9672279260780288,24350,24353
19,Cmmm,0.9569387924590981,48164,48177
20,R3m,0.9585364782360434,22767,22773
21,I4/mmm,0.5614502490443647,17266,17274
22,Cmm2,0.9995537003491638,38091,38095
23,F-43m,0.9931799911832586,38563,38571
24,P6_3/mmc,0.47034230467729293,34443,34476
25,I4mm,0.8976673146348236,14404,14406
26,Fm-3m,0.28042244640605296,12688,12702
27,Cm,0.9976733086743825,33524,33530
28,F-43m,0.9982910539023548,63782,63792
29,I4/mmm,0.999132430314564,35732,35742
30,P4mm,0.8315783760312636,36848,36853
31,Pmmm,0.9164375679304392,31282,31285
32,P4/mmm,0.8638449897040217,40307,40314
33,C2/m,0.9029183476065775,42387,42416
34,I4/mcm,0.4852421796165489,7928,7947
35,I4mm,0.8052761875290113,12926,12931
36,Imm2,0.8730852661438345,29965,29969
37,Fm-3m,0.9536170081270665,32361,32363
38,Pm,0.9816547361411686,30035,30038
39,F-43m,0.9928440822591932,44299,44314
40,Cmcm,0.3661905012914448,18971,18991
41,R-3m,0.9811710677382319,39195,39207
42,P2/m,0.9825707287636222,28171,28175
43,I-4m2,0.9999454252735558,36647,36650
44,Immm,0.9700174119845415,47094,47103
45,Fmm2,0.9138854818927119,15491,15493
46,F-43m,0.9858754987638002,40851,40859
47,Pm-3m,0.9810145808019441,6584,6593
48,Amm2,0.6564615003011941,28221,28237
49,Fd-3m,0.3158162154315163,13777,13792
