cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
0,Cmmm,0.26533692722371965,9275,9319
1,Imm2,0.2931692425109712,10482,10484
2,Pm,0.9715767427944549,10027,10027
3,F-43m,0.9213621339072949,13009,13013
4,Cmmm,0.46908932966555666,13814,13817
5,P2/m,0.40613642717360915,14308,14311
6,R-3m,0.801022270901789,10956,10960
7,Pmmm,0.4035906931809033,12421,12421
8,F-43m,0.9912650371619033,13051,13056
9,Imm2,0.48736462093862815,11080,11081
10,Imm2,0.38316582914572866,11144,11152
11,F-43m,0.99672506108021,19237,19238
12,Pmmm,0.42127907824691896,13713,13715
13,C2/m,0.19771684123808403,8497,8502
14,Cm,0.992213719962411,7449,7449
15,F-43m,0.9945059137733689,13105,13108
16,I-4m2,0.8621471488493369,8821,8821
17,F-43m,0.9997725851384388,17589,17594
18,P4/mmm,0.8714555765595463,12696,12696
19,R-3m,0.8071469740634005,8675,8676
20,I-4m2,0.7260921992394026,10781,10783
21,Immm,0.5104040228888503,11534,11538
22,C2/m,0.18857992905366747,8739,8744
23,Fm-3m,0.16257376737102608,10506,10515
24,R-3m,0.8717270063333018,10579,10580
25,P4mm,0.7202818944968391,9649,9650
26,Immm,0.49173723587930607,12163,12166
27,P2/m,0.3359333825234532,9487,9489
28,Imm2,0.4122792807387008,12346,12348
29,Pm-3m,0.43424192940585354,7961,7968
30,Fm-3m,0.5868697859992745,13785,13788
31,P-3m1,0.22638788752703676,9709,9713
32,C2/m,0.7106593524792943,9297,9298
33,P4mm,0.7936467598475222,11805,11807
34,Imm2,0.43368500376789754,10616,10617
35,Cmmm,0.4985875706214689,11328,11331
36,Cm,0.9327014218009478,8440,8443
37,P2/m,0.909483774652314,12727,12727
38,P6_3/mmc,0.13063673311399265,10334,10336
39,I4/mmm,0.5223025919228451,9954,9956
40,P4mm,0.6668402416163299,9602,9603
41,Pmmm,0.9092912229159016,13615,13618
42,Cm,0.9507076622742802,8196,8197
43,I4mm,0.7151079136690648,9035,9037
44,F-43m,0.8709996467679265,14155,14157
45,I4/mmm,0.2480772838116676,10662,10668
46,Pm,0.9161907126893469,8054,8054
47,Pm,0.9760990183525394,9372,9372
48,I4/mmm,0.9770668176670442,10596,10602
49,F-43m,0.9982335276452924,16983,16985
50,Cmmm,0.515799787703111,12247,12250
51,C2/m,0.9412673879443586,9705,9707
52,P4/mmm,0.8849922640536358,11634,11637
53,P4mm,0.6882909992034694,11299,11299
54,P4/mmm,0.8526878526878527,10101,10102
55,Fm-3m,0.7880088717178222,13977,13977
56,I4/mmm,0.4897984729002378,7989,7989
57,I4/mmm,0.5434749271584113,6521,6521
58,F-43m,0.9223329002454165,13854,13855
59,I4/mmm,0.5662768988896532,10177,10177
60,P3m1,0.7730848360159748,8263,8267
61,F-43m,0.9956963216999529,14871,14874
62,Imm2,0.4171859016088533,10753,10753
63,P4/mmm,0.8441580464643039,11794,11795
64,C2/m,0.41520725160608996,11363,11363
65,Pm,0.8218507462686567,8375,8375
66,I-4m2,0.7334914264866836,10964,10964
67,F-43m,0.576050641814665,11374,11375
68,C2/m,0.7865742078397381,10383,10387
69,R-3m,0.9874953201048297,13355,13360
70,F-43m,0.9358727441329624,14019,14023
71,P4mm,0.7494973864093285,12435,12438
72,Fm-3m,0.883418043202033,12592,12592
73,F-43m,0.994062440145566,15663,15665
74,Cm,0.9854692450562657,9153,9154
75,P4/mmm,0.7767302113551595,9652,9655
76,Cmmm,0.567284508740205,13272,13274
77,I-4m2,0.5971752881032839,11541,11545
78,Fm-3m,0.3355018587360595,9684,9689
79,P4mm,0.5276482345103265,12008,12009
80,R-3m,0.8282632146709816,9270,9271
81,R-3m,0.874346602332127,9948,9949
82,C2/m,0.8582297000731529,6835,6835
83,P4mm,0.6706007317361029,8473,8475
84,Fm-3m,0.7223721697405908,13338,13339
85,P2/m,0.4713911594317911,12601,12606
86,C2/m,0.2967414198984017,8071,8072
87,P6_3/mmc,0.19847764034253093,10510,10515
88,Cm,0.9833795013850416,7581,7582
89,P4/mmm,0.4332943925233645,8560,8566
90,F-43m,0.5117727350281522,11722,11723
91,C2/m,0.36371308016877635,9480,9481
92,P6_3/mmc,0.15123456790123457,10368,10371
93,F-43m,0.9981823689790973,13204,13205
94,I-4m2,0.7557119543043656,9804,9807
95,I4/mmm,0.5226727822370478,9593,9593
96,P4mm,0.8627206645898234,9630,9631
97,C2/m,0.8591125014482679,8631,8633
98,C2/m,0.8272960972189763,8558,8567
99,R-3m,0.9536776676039662,6757,6761
100,Cmmm,0.45882457228969065,11281,11284
101,P4/mmm,0.9092613729007011,12266,12267
102,Pmm2,0.8059151563433579,10042,10043
103,P6_3/mmc,0.10902331189710611,9952,9961
104,F-43m,0.9985376910141113,13677,13680
105,R-3m,0.8159942658201925,9766,9767
106,Fm-3m,0.7374894692502106,11870,11871
107,P-6m2,0.2370156636438582,7278,7279
108,I4/mmm,0.492517138167423,10357,10357
109,Cm,0.8077549208228504,6757,6764
110,C2/m,0.8353298931072614,10852,10857
111,Pmmm,0.3843330886768533,14987,14988
112,Imm2,0.3738738738738739,9990,9992
113,P3m1,0.7462221815184541,10919,10921
114,P2/m,0.37154402381965124,14106,14106
115,P6_3/mmc,0.18015567851448935,10663,10696
116,F-43m,0.9998101385988228,15801,15801
117,Cm,0.9800492291747636,7719,7719
118,Fd-3m,0.3695220287483931,8557,8565
119,Pm,0.9744205374457475,10829,10831
120,Imm2,0.4426900106356868,12223,12223
121,P4/mmm,0.9064363927712988,11233,11237
122,I4/mmm,0.6502953781999306,8633,8636
123,Imm2,0.42142520056630484,10595,10595
124,Cmcm,0.1314703080342966,9447,9451
125,P3m1,0.7367905000544722,9179,9180
126,Cm,0.9640567765567766,8736,8743
127,I-4m2,0.525128751553898,11262,11266
128,Cmmm,0.46018399446038183,10109,10110
129,Pmmm,0.4651448208149239,12222,12222
130,P4mm,0.5750129065565307,9685,9685
131,R-3m,0.7695924764890282,10846,10848
132,R3m,0.9700626067159932,8785,8786
133,Immm,0.44021432600112803,10638,10640
134,I4/mmm,0.5585321471896482,9892,9896
135,I4mm,0.8045333706450258,7147,7149
136,F-43m,0.9894088669950739,12180,12185
137,Cm,0.9928345626975764,9490,9492
138,Imm2,0.41786077470648053,10817,10817
139,Cm,0.1994531368676895,13166,13385
140,F-43m,0.9453075257863237,15706,15707
141,Cmcm,0.20597346890142187,12589,12597
142,Pmmm,0.3713710836447255,10437,10437
143,R-3m,0.8151497471800856,10284,10287
144,I4/mmm,0.4492555661794837,7321,7323
145,P2/m,0.43462181914237913,11357,11358
146,Imm2,0.45340277777777777,14400,14401
147,F-43m,0.7571593979158626,12955,12957
148,Imm2,0.42756043256997456,12576,12576
149,Pm,0.9150238765764662,8167,8168
