layer,variant,distance,mean_cos
20,raw,48,0.69718
20,raw,49,0.695017
20,raw,50,0.697484
20,raw,51,0.697339
20,raw,52,0.694467
20,centered,0,0.0880736
20,centered,1,0.0784847
20,centered,2,0.0687383
20,centered,3,0.062893
20,centered,4,0.0581971
20,centered,5,0.0550671
20,centered,6,0.0517018
20,centered,7,0.047781
20,centered,8,0.0459208
20,centered,9,0.0444023
20,centered,10,0.0430988
20,centered,11,0.0419397
20,centered,12,0.0400946
20,centered,13,0.0378834
20,centered,14,0.0359039
20,centered,15,0.0342681
20,centered,16,0.0316241
20,centered,17,0.0289703
20,centered,18,0.0266107
20,centered,19,0.0245881
20,centered,20,0.0229183
20,centered,21,0.0218992
20,centered,22,0.0208468
20,centered,23,0.0198892
20,centered,24,0.0182233
20,centered,25,0.0170364
20,centered,26,0.0154807
20,centered,27,0.0141553
20,centered,28,0.0124749
20,centered,29,0.0102217
20,centered,30,0.00768285
20,centered,31,0.00437645
20,centered,32,0.00283768
20,centered,33,0.000485345
20,centered,34,-0.00296338
20,centered,35,-0.00655209
20,centered,36,-0.00914178
20,centered,37,-0.0126524
20,centered,38,-0.0158642
20,centered,39,-0.0203713
20,centered,40,-0.0284128
20,centered,41,-0.0356589
20,centered,42,-0.0376671
20,centered,43,-0.0406462
20,centered,44,-0.0423028
20,centered,45,-0.0436241
20,centered,46,-0.0446184
20,centered,47,-0.0372869
20,centered,48,-0.0215024
20,centered,49,-0.00952009
20,centered,50,0.0166111
20,centered,51,0.0409726
20,centered,52,0.0333267
22,raw,0,0.772198
22,raw,1,0.770289
22,raw,2,0.768383
22,raw,3,0.76721
22,raw,4,0.766302
22,raw,5,0.765445
22,raw,6,0.764427
22,raw,7,0.763328
22,raw,8,0.762882
22,raw,9,0.76226
22,raw,10,0.761578
22,raw,11,0.760923
22,raw,12,0.760121
22,raw,13,0.759409
22,raw,14,0.758767
22,raw,15,0.75815
22,raw,16,0.757348
22,raw,17,0.756503
22,raw,18,0.755838
22,raw,19,0.755194
22,raw,20,0.754636
22,raw,21,0.754227
22,raw,22,0.753775
22,raw,23,0.753674
22,raw,24,0.753349
22,raw,25,0.753446
22,raw,26,0.753413
22,raw,27,0.753351
22,raw,28,0.753348
22,raw,29,0.753176
22,raw,30,0.752629
22,raw,31,0.751961
22,raw,32,0.751259
22,raw,33,0.750334
22,raw,34,0.749216
22,raw,35,0.74797
22,raw,36,0.747025
22,raw,37,0.745686
22,raw,38,0.74439
22,raw,39,0.742421
22,raw,40,0.739683
22,raw,41,0.736843
22,raw,42,0.7347
22,raw,43,0.731602
22,raw,44,0.728395
22,raw,45,0.725222
22,raw,46,0.723047
22,raw,47,0.720532
22,raw,48,0.718843
22,raw,49,0.715319
22,raw,50,0.715321
22,raw,51,0.712598
22,raw,52,0.709804
22,centered,0,0.0886894
22,centered,1,0.0790885
22,centered,2,0.0695375
22,centered,3,0.063747
22,centered,4,0.059088
22,centered,5,0.0557743
22,centered,6,0.0522576
22,centered,7,0.0483679
22,centered,8,0.0465635
22,centered,9,0.0448816
22,centered,10,0.0434674
22,centered,11,0.0421726
22,centered,12,0.0402174
22,centered,13,0.0380008
22,centered,14,0.035964
22,centered,15,0.0342737
22,centered,16,0.0316019
22,centered,17,0.0288721
22,centered,18,0.0264689
22,centered,19,0.0244346
22,centered,20,0.0226343
22,centered,21,0.0214904
22,centered,22,0.0203666
22,centered,23,0.0193045
22,centered,24,0.0175736
22,centered,25,0.0163423
22,centered,26,0.0147245
22,centered,27,0.013278
22,centered,28,0.0116206
22,centered,29,0.009336
22,centered,30,0.00684145
22,centered,31,0.00368201
22,centered,32,0.00208855
22,centered,33,-0.00029277
22,centered,34,-0.00357549
22,centered,35,-0.00703548
22,centered,36,-0.00965983
22,centered,37,-0.0130309
22,centered,38,-0.0161706
22,centered,39,-0.0208247
22,centered,40,-0.0286419
22,centered,41,-0.0360392
22,centered,42,-0.0379448
22,centered,43,-0.04123
22,centered,44,-0.0432405
22,centered,45,-0.0447337
22,centered,46,-0.0450391
22,centered,47,-0.0386149
22,centered,48,-0.0239799
22,centered,49,-0.0147897
22,centered,50,0.0072781
22,centered,51,0.0281607
22,centered,52,0.0201279
24,raw,0,0.804414
24,raw,1,0.802857
24,raw,2,0.801278
24,raw,3,0.800289
24,raw,4,0.799536
24,raw,5,0.798852
24,raw,6,0.797998
24,raw,7,0.797035
24,raw,8,0.796604
24,raw,9,0.796058
24,raw,10,0.795486
24,raw,11,0.79494
24,raw,12,0.794265
24,raw,13,0.793673
24,raw,14,0.79313
24,raw,15,0.792612
24,raw,16,0.791924
24,raw,17,0.791216
24,raw,18,0.790661
24,raw,19,0.790121
24,raw,20,0.789668
24,raw,21,0.789356
24,raw,22,0.788987
24,raw,23,0.788899
24,raw,24,0.788638
24,raw,25,0.78872
24,raw,26,0.788704
24,raw,27,0.788678
24,raw,28,0.788704
24,raw,29,0.788563
24,raw,30,0.788099
24,raw,31,0.7875
24,raw,32,0.786873
24,raw,33,0.786109
24,raw,34,0.785148
24,raw,35,0.784098
24,raw,36,0.783292
24,raw,37,0.782079
24,raw,38,0.780952
24,raw,39,0.779303
24,raw,40,0.776892
24,raw,41,0.774418
24,raw,42,0.772575
24,raw,43,0.769956
24,raw,44,0.7674
24,raw,45,0.764729
24,raw,46,0.76233
24,raw,47,0.759954
24,raw,48,0.75836
24,raw,49,0.755278
24,raw,50,0.755662
24,raw,51,0.753463
24,raw,52,0.750465
24,centered,0,0.0865909
24,centered,1,0.0771241
24,centered,2,0.0676521
24,centered,3,0.0618332
24,centered,4,0.0571598
24,centered,5,0.0539451
24,centered,6,0.0505102
24,centered,7,0.0465865
24,centered,8,0.044729
24,centered,9,0.0430346
24,centered,10,0.0416824
24,centered,11,0.0404664
24,centered,12,0.0386178
24,centered,13,0.0364793
24,centered,14,0.0345307
24,centered,15,0.0329202
24,centered,16,0.0303472
24,centered,17,0.0278001
24,centered,18,0.0255397
24,centered,19,0.023621
24,centered,20,0.021995
24,centered,21,0.0210123
24,centered,22,0.020015
24,centered,23,0.0190427
24,centered,24,0.017437
24,centered,25,0.0163033
24,centered,26,0.014795
24,centered,27,0.0134877
24,centered,28,0.0119776
24,centered,29,0.00980534
24,centered,30,0.00740201
24,centered,31,0.0042587
24,centered,32,0.00262044
24,centered,33,0.000336153
24,centered,34,-0.00286057
24,centered,35,-0.00616507
24,centered,36,-0.00874635
24,centered,37,-0.0121986
24,centered,38,-0.015295
24,centered,39,-0.0197481
24,centered,40,-0.027681
24,centered,41,-0.0351334
24,centered,42,-0.0368341
24,centered,43,-0.039924
24,centered,44,-0.0412197
24,centered,45,-0.0420488
24,centered,46,-0.0433476
24,centered,47,-0.0366514
24,centered,48,-0.0213522
24,centered,49,-0.0113434
24,centered,50,0.0130456
24,centered,51,0.036048
24,centered,52,0.0272867
26,raw,0,0.834584
26,raw,1,0.833367
26,raw,2,0.832136
26,raw,3,0.831337
26,raw,4,0.830659
26,raw,5,0.830065
26,raw,6,0.829333
26,raw,7,0.82851
26,raw,8,0.828112
26,raw,9,0.827621
26,raw,10,0.827117
26,raw,11,0.826624
26,raw,12,0.826052
26,raw,13,0.825563
26,raw,14,0.825109
26,raw,15,0.824674
26,raw,16,0.824099
26,raw,17,0.82351
26,raw,18,0.823081
26,raw,19,0.822658
26,raw,20,0.822335
26,raw,21,0.822117
26,raw,22,0.821819
26,raw,23,0.821779
26,raw,24,0.821614
26,raw,25,0.821754
26,raw,26,0.821794
26,raw,27,0.82183
26,raw,28,0.821919
26,raw,29,0.821872
26,raw,30,0.821554
26,raw,31,0.821121
26,raw,32,0.820635
26,raw,33,0.820097
26,raw,34,0.819383
26,raw,35,0.818588
26,raw,36,0.818014
26,raw,37,0.817068
26,raw,38,0.81626
26,raw,39,0.815015
26,raw,40,0.813185
26,raw,41,0.811264
26,raw,42,0.809889
26,raw,43,0.807725
26,raw,44,0.805636
26,raw,45,0.803378
26,raw,46,0.801173
26,raw,47,0.798855
26,raw,48,0.797241
26,raw,49,0.793772
26,raw,50,0.79226
26,raw,51,0.788946
26,raw,52,0.785507
26,centered,0,0.0834647
26,centered,1,0.0742269
26,centered,2,0.0649251
26,centered,3,0.0592293
26,centered,4,0.0547395
26,centered,5,0.0516202
26,centered,6,0.0482604
26,centered,7,0.0444844
26,centered,8,0.042722
26,centered,9,0.0410579
26,centered,10,0.0397455
26,centered,11,0.0385155
26,centered,12,0.036694
26,centered,13,0.0346047
26,centered,14,0.0326906
26,centered,15,0.0311335
26,centered,16,0.028629
26,centered,17,0.0261679
26,centered,18,0.0240711
26,centered,19,0.0223372
26,centered,20,0.0208961
26,centered,21,0.0200016
26,centered,22,0.0191379
26,centered,23,0.0182568
26,centered,24,0.0168349
26,centered,25,0.0158145
26,centered,26,0.0143633
26,centered,27,0.0130909
26,centered,28,0.0116687
26,centered,29,0.00953276
26,centered,30,0.00727255
26,centered,31,0.00430676
26,centered,32,0.00272833
26,centered,33,0.000550984
26,centered,34,-0.00250164
26,centered,35,-0.00562499
26,centered,36,-0.00809046
26,centered,37,-0.0113072
26,centered,38,-0.0140646
26,centered,39,-0.0183175
26,centered,40,-0.025749
26,centered,41,-0.0331581
26,centered,42,-0.0344633
26,centered,43,-0.0371955
26,centered,44,-0.0383104
26,centered,45,-0.0391499
26,centered,46,-0.0399731
26,centered,47,-0.0336154
26,centered,48,-0.0180764
26,centered,49,-0.00901742
26,centered,50,0.0136737
26,centered,51,0.0338625
26,centered,52,0.0242224
28,raw,0,0.833926
28,raw,1,0.832671
28,raw,2,0.831343
28,raw,3,0.830507
28,raw,4,0.829803
28,raw,5,0.829216
28,raw,6,0.828485
28,raw,7,0.827652
28,raw,8,0.827246
28,raw,9,0.82675
28,raw,10,0.826247
28,raw,11,0.825757
28,raw,12,0.825157
28,raw,13,0.824656
28,raw,14,0.824189
28,raw,15,0.823756
28,raw,16,0.823167
28,raw,17,0.822552
28,raw,18,0.822125
28,raw,19,0.821711
28,raw,20,0.821414
28,raw,21,0.821204
28,raw,22,0.8209
28,raw,23,0.820846
28,raw,24,0.82069
28,raw,25,0.820851
28,raw,26,0.820905
28,raw,27,0.820967
28,raw,28,0.821119
28,raw,29,0.821119
28,raw,30,0.820812
28,raw,31,0.820386
28,raw,32,0.819873
28,raw,33,0.819347
28,raw,34,0.818621
28,raw,35,0.817801
28,raw,36,0.817193
28,raw,37,0.81616
28,raw,38,0.815276
28,raw,39,0.813973
28,raw,40,0.812004
28,raw,41,0.809993
28,raw,42,0.808654
28,raw,43,0.806621
28,raw,44,0.804693
28,raw,45,0.80261
28,raw,46,0.800386
28,raw,47,0.798297
28,raw,48,0.797095
28,raw,49,0.794322
28,raw,50,0.793925
28,raw,51,0.791593
28,raw,52,0.78766
28,centered,0,0.0845871
28,centered,1,0.0753327
28,centered,2,0.0657805
28,centered,3,0.0599566
28,centered,4,0.0553868
28,centered,5,0.0523581
28,centered,6,0.049023
28,centered,7,0.0451536
28,centered,8,0.0432019
28,centered,9,0.0413796
28,centered,10,0.0399636
28,centered,11,0.0386795
28,centered,12,0.0367497
28,centered,13,0.0346379
28,centered,14,0.0326763
28,centered,15,0.0311571
28,centered,16,0.028671
28,centered,17,0.0262272
28,centered,18,0.0241992
28,centered,19,0.0225037
28,centered,20,0.0211679
28,centered,21,0.020314
28,centered,22,0.0194176
28,centered,23,0.0184839
28,centered,24,0.0171105
28,centered,25,0.0161506
28,centered,26,0.0147553
28,centered,27,0.0135669
28,centered,28,0.0123458
28,centered,29,0.0103651
28,centered,30,0.00814697
28,centered,31,0.00517608
28,centered,32,0.00342652
28,centered,33,0.00120614
28,centered,34,-0.00205369
28,centered,35,-0.0053895
28,centered,36,-0.00810339
28,centered,37,-0.0117094
28,centered,38,-0.0147383
28,centered,39,-0.0193682
28,centered,40,-0.0273168
28,centered,41,-0.0349094
28,centered,42,-0.036104
28,centered,43,-0.0385922
28,centered,44,-0.0395514
28,centered,45,-0.0403546
28,centered,46,-0.0424589
28,centered,47,-0.036558
28,centered,48,-0.0201233
28,centered,49,-0.00853012
28,centered,50,0.0184801
28,centered,51,0.0409136
28,centered,52,0.0294745
30,raw,0,0.874695
30,raw,1,0.873704
30,raw,2,0.872687
30,raw,3,0.872045
30,raw,4,0.87151
30,raw,5,0.87107
30,raw,6,0.870508
30,raw,7,0.869856
30,raw,8,0.869532
30,raw,9,0.869166
30,raw,10,0.868827
30,raw,11,0.868453
30,raw,12,0.867984
30,raw,13,0.867601
30,raw,14,0.867216
30,raw,15,0.866887
30,raw,16,0.866394
30,raw,17,0.865912
30,raw,18,0.865587
30,raw,19,0.865268
30,raw,20,0.865105
30,raw,21,0.864936
30,raw,22,0.864674
30,raw,23,0.864646
30,raw,24,0.864535
30,raw,25,0.864851
30,raw,26,0.865067
30,raw,27,0.865265
30,raw,28,0.865624
30,raw,29,0.865885
30,raw,30,0.865764
30,raw,31,0.865566
30,raw,32,0.865233
30,raw,33,0.864922
30,raw,34,0.864517
30,raw,35,0.863987
30,raw,36,0.863618
30,raw,37,0.862886
30,raw,38,0.862232
30,raw,39,0.861447
30,raw,40,0.85999
30,raw,41,0.858729
30,raw,42,0.857984
30,raw,43,0.856703
30,raw,44,0.855559
30,raw,45,0.854561
30,raw,46,0.853201
30,raw,47,0.851803
30,raw,48,0.851366
30,raw,49,0.849807
30,raw,50,0.85029
30,raw,51,0.849198
30,raw,52,0.847914
30,centered,0,0.0814759
30,centered,1,0.0725566
30,centered,2,0.063198
30,centered,3,0.0575088
30,centered,4,0.0532291
30,centered,5,0.050466
30,centered,6,0.0472143
30,centered,7,0.0435886
30,centered,8,0.041619
30,centered,9,0.0397285
30,centered,10,0.038501
30,centered,11,0.0371292
30,centered,12,0.035138
30,centered,13,0.0329926
30,centered,14,0.0309414
30,centered,15,0.0294241
30,centered,16,0.0268587
30,centered,17,0.0246155
30,centered,18,0.022712
30,centered,19,0.020977
30,centered,20,0.0198471
30,centered,21,0.0188763
30,centered,22,0.017844
30,centered,23,0.0167463
30,centered,24,0.0152781
30,centered,25,0.0146562
30,centered,26,0.0132499
30,centered,27,0.0120416
30,centered,28,0.0110249
30,centered,29,0.0094754
30,centered,30,0.00753271
30,centered,31,0.00464197
30,centered,32,0.002959
30,centered,33,0.000810449
30,centered,34,-0.00238978
30,centered,35,-0.00565767
30,centered,36,-0.00810586
30,centered,37,-0.0114793
30,centered,38,-0.0145253
30,centered,39,-0.0185638
30,centered,40,-0.0265189
30,centered,41,-0.0330595
30,centered,42,-0.0337747
30,centered,43,-0.0359782
30,centered,44,-0.0365476
30,centered,45,-0.036992
30,centered,46,-0.0385083
30,centered,47,-0.0325852
30,centered,48,-0.0160333
30,centered,49,-0.00226491
30,centered,50,0.0258025
30,centered,51,0.0476999
30,centered,52,0.0397718
