layer,variant,distance,mean_cos
4,centered,73,-0.0807156
6,raw,0,0.971807
6,raw,1,0.971757
6,raw,2,0.971664
6,raw,3,0.971675
6,raw,4,0.971648
6,raw,5,0.971663
6,raw,6,0.971582
6,raw,7,0.971491
6,raw,8,0.971582
6,raw,9,0.971529
6,raw,10,0.97142
6,raw,11,0.971496
6,raw,12,0.971503
6,raw,13,0.971467
6,raw,14,0.971465
6,raw,15,0.971422
6,raw,16,0.971404
6,raw,17,0.971383
6,raw,18,0.971336
6,raw,19,0.971294
6,raw,20,0.971257
6,raw,21,0.971184
6,raw,22,0.971124
6,raw,23,0.971077
6,raw,24,0.97102
6,raw,25,0.970934
6,raw,26,0.970902
6,raw,27,0.970826
6,raw,28,0.970701
6,raw,29,0.970646
6,raw,30,0.970558
6,raw,31,0.970453
6,raw,32,0.970348
6,raw,33,0.97027
6,raw,34,0.970143
6,raw,35,0.970043
6,raw,36,0.969957
6,raw,37,0.969821
6,raw,38,0.96964
6,raw,39,0.969531
6,raw,40,0.969402
6,raw,41,0.96926
6,raw,42,0.96915
6,raw,43,0.969059
6,raw,44,0.968927
6,raw,45,0.968819
6,raw,46,0.968694
6,raw,47,0.968481
6,raw,48,0.968359
6,raw,49,0.968172
6,raw,50,0.968059
6,raw,51,0.96789
6,raw,52,0.96779
6,raw,53,0.967595
6,raw,54,0.967416
6,raw,55,0.967249
6,raw,56,0.967055
6,raw,57,0.966909
6,raw,58,0.966825
6,raw,59,0.966707
6,raw,60,0.966742
6,raw,61,0.966718
6,raw,62,0.966572
6,raw,63,0.966894
6,raw,64,0.967081
6,raw,65,0.966927
6,raw,66,0.96721
6,raw,67,0.967561
6,raw,68,0.967417
6,raw,69,0.967141
6,raw,70,0.966468
6,raw,71,0.967971
6,raw,72,0.965909
6,raw,73,0.963105
6,centered,0,0.138329
6,centered,1,0.135298
6,centered,2,0.133137
6,centered,3,0.133432
6,centered,4,0.131993
6,centered,5,0.131227
6,centered,6,0.129525
6,centered,7,0.127457
6,centered,8,0.127031
6,centered,9,0.125394
6,centered,10,0.123248
6,centered,11,0.122507
6,centered,12,0.121437
6,centered,13,0.12018
6,centered,14,0.119162
6,centered,15,0.117483
6,centered,16,0.116344
6,centered,17,0.115273
6,centered,18,0.113604
6,centered,19,0.112263
6,centered,20,0.110823
6,centered,21,0.109193
6,centered,22,0.107188
6,centered,23,0.105842
6,centered,24,0.103819
6,centered,25,0.101703
6,centered,26,0.100308
6,centered,27,0.0980577
6,centered,28,0.0957662
6,centered,29,0.0941193
6,centered,30,0.0921259
6,centered,31,0.0899381
6,centered,32,0.0872019
6,centered,33,0.085462
6,centered,34,0.0832127
6,centered,35,0.0805259
6,centered,36,0.0780247
6,centered,37,0.0758212
6,centered,38,0.0733022
6,centered,39,0.0710909
6,centered,40,0.0684282
6,centered,41,0.0659188
6,centered,42,0.0636412
6,centered,43,0.0617047
6,centered,44,0.0597203
6,centered,45,0.0571413
6,centered,46,0.0553003
6,centered,47,0.0521996
6,centered,48,0.0494444
6,centered,49,0.0463792
6,centered,50,0.0442606
6,centered,51,0.0404002
6,centered,52,0.0376878
6,centered,53,0.0338953
6,centered,54,0.0310918
6,centered,55,0.0281949
6,centered,56,0.0247303
6,centered,57,0.0221117
6,centered,58,0.0196775
6,centered,59,0.0155537
6,centered,60,0.0152168
6,centered,61,0.0123165
6,centered,62,0.0110147
6,centered,63,0.0150045
6,centered,64,0.01057
6,centered,65,0.00712897
6,centered,66,0.00932637
6,centered,67,0.00742004
6,centered,68,0.00942924
6,centered,69,0.0127067
6,centered,70,0.00443103
6,centered,71,0.0268148
6,centered,72,-0.0126357
6,centered,73,-0.0741225
8,raw,0,0.925036
8,raw,1,0.924828
8,raw,2,0.924614
8,raw,3,0.924659
8,raw,4,0.924604
8,raw,5,0.924597
8,raw,6,0.9244
8,raw,7,0.924236
8,raw,8,0.924359
8,raw,9,0.924237
8,raw,10,0.924046
8,raw,11,0.924151
8,raw,12,0.92415
8,raw,13,0.924097
8,raw,14,0.924091
8,raw,15,0.924009
8,raw,16,0.923961
8,raw,17,0.9239
8,raw,18,0.923814
8,raw,19,0.923731
8,raw,20,0.92364
8,raw,21,0.923492
8,raw,22,0.923391
8,raw,23,0.923297
8,raw,24,0.923189
8,raw,25,0.923045
8,raw,26,0.922974
8,raw,27,0.922826
8,raw,28,0.922567
8,raw,29,0.922474
8,raw,30,0.922281
8,raw,31,0.922069
8,raw,32,0.921871
8,raw,33,0.921749
8,raw,34,0.92148
8,raw,35,0.921234
8,raw,36,0.921134
8,raw,37,0.920851
8,raw,38,0.920485
8,raw,39,0.920305
8,raw,40,0.920032
8,raw,41,0.919759
8,raw,42,0.91954
8,raw,43,0.919357
8,raw,44,0.919116
8,raw,45,0.918919
8,raw,46,0.918695
8,raw,47,0.918348
8,raw,48,0.918014
8,raw,49,0.917652
8,raw,50,0.917661
8,raw,51,0.917282
8,raw,52,0.917061
8,raw,53,0.916799
8,raw,54,0.91648
8,raw,55,0.916133
8,raw,56,0.915802
8,raw,57,0.915557
