layer,variant,label_col,n_structures,same_sg_pairs,diff_sg_pairs,mean_cos_same_sg,mean_cos_diff_sg,ratio,delta,macro_mean_cos_same_sg,null_ratio,cc_n_structures,cc_same_sg_pairs,cc_diff_sg_pairs,cc_mean_cos_same_sg,cc_mean_cos_diff_sg,cc_ratio,cc_delta,cc_null_ratio
14,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.4199275033725839,-0.011904837048806575,-35.27368763226208,0.43183234042139046,0.46866044867503764,0.9853764295462815,63173,172643.0,436066.0,0.7491561058988895,0.33335143316100313,2.2473462879550894,0.41580467273788635,1.3709354337302342
16,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.7880919003054014,0.6324045073712435,1.2461832436668008,0.1556873929341579,0.8262052415665444,1.0007174322575236,63173,172643.0,436066.0,0.8972734352868927,0.7557094339998939,1.1873259680479504,0.14156400128699886,1.059297119703864
16,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.45274888042003403,-0.012785954120181868,-35.40986274191277,0.4655348345402159,0.46262526372749146,1.0509706538060464,63173,172643.0,436066.0,0.7838791476158072,0.3621784695541935,2.164344966669847,0.4217006780616137,1.3563957871157777
18,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.834658541247281,0.700686666184537,1.1912008341649538,0.133971875062744,0.8653158608954036,1.0002551503573656,63173,172643.0,436066.0,0.9202146232584267,0.7995599610144586,1.1509013308906626,0.12065466224396815,1.0459320372462793
18,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.486155644036714,-0.013598175837680531,-35.751533870416445,0.49975381987439454,0.4667314101393076,0.9772167712339671,63173,172643.0,436066.0,0.8003255671003546,0.36241350037264736,2.2083216168200948,0.43791206672770727,1.3496246384491744
20,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.8557428928230986,0.7312965510644155,1.1701721983749946,0.12444634175868308,0.8795880651485036,1.0000039461236732,63173,172643.0,436066.0,0.9329513330211621,0.8226817855209998,1.1340366949176213,0.11026954750016227,1.0434184598233753
20,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.4955976248791471,-0.014026278908040255,-35.33350706401943,0.5096239037871874,0.4635566873875734,0.9690926829773369,63173,172643.0,436066.0,0.8155595081289362,0.38427598617130637,2.122327539263325,0.4312835219576298,1.3488454828380287
22,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.8688038528567424,0.7560254829198977,1.1491727097627393,0.11277836993684476,0.8900666959619231,1.0000126291070033,63173,172643.0,436066.0,0.9386817865377527,0.8381061976133717,1.1200033948093744,0.10057558892438101,1.0373110474217033
22,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.49553746736601256,-0.014138349556618735,-35.0491735532194,0.5096758169226313,0.45701679410778423,0.9471851338169975,63173,172643.0,436066.0,0.8168066282819377,0.3898082241775576,2.095406350148945,0.4269984041043801,1.3302208617889622
24,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.8888889032097714,0.7931252266172452,1.1207421897308292,0.09576367659252627,0.9057761574944815,1.0002600037031775,63173,172643.0,436066.0,0.947898999613778,0.8622895997280684,1.0992814941902436,0.08560939988570959,1.0303292464937566
24,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.4942028652790094,-0.0139922983653973,-35.31963458563492,0.5081951636444068,0.4510913772847279,1.0520262514560086,63173,172643.0,436066.0,0.8191066866662845,0.39302002090428717,2.0841347592970663,0.42608666576199733,1.326600264794767
26,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.9086630109371855,0.8272756312846397,1.0983800036828875,0.08138737965254583,0.9191343363668291,1.0002625134486611,63173,172643.0,436066.0,0.9573375346617119,0.8867731544878368,1.0795743306129177,0.07056438017387512,1.0252982842139478
26,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.4890646967877271,-0.013775844874099693,-35.50161178914186,0.5028405416618268,0.4414912128577701,1.0317964055447384,63173,172643.0,436066.0,0.8076282049175773,0.37696051047039986,2.1424742976651787,0.4306676944471774,1.3274102092028208
28,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.9064604588602261,0.8262527302245809,1.0970740860533608,0.08020772863564518,0.9177269258473341,1.0001547934926305,63173,172643.0,436066.0,0.9571611713106948,0.8853399352427308,1.0811227791822957,0.07182123606796398,1.02427588478918
28,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.4893297364512287,-0.013753423246504701,-35.578759388182654,0.5030831596977334,0.43529172031506985,1.0064043761810346,63173,172643.0,436066.0,0.8142708830265882,0.37588508191639586,2.166276136512643,0.4383858011101924,1.3284961978851277
30,raw,space_group_symbol,132839,277451635.0,8545581906.0,0.9312955743477397,0.8678401491003507,1.0731187941848166,0.06345542524738901,0.9394956038027041,0.9996963884816286,63173,172643.0,436066.0,0.9677140973784445,0.9108684409766712,1.0624081962273508,0.056845656401773303,1.017938960490199
30,centered,space_group_symbol,132839,277451635.0,8545581906.0,0.5094792026724909,-0.014597343162315595,-34.90218713140615,0.5240765458348066,0.43070088271797213,0.9019353545283093,63173,172643.0,436066.0,0.8224984261786739,0.3572384022641494,2.3023796461011536,0.4652600239145245,1.349982984061161
