layer,variant,distance,mean_cos
30,raw,2,0.894662
30,raw,3,0.892568
30,raw,4,0.890347
30,raw,5,0.887754
30,raw,6,0.885092
30,raw,7,0.882504
30,raw,8,0.880029
30,raw,9,0.877768
30,raw,10,0.875472
30,raw,11,0.872712
30,raw,12,0.869842
30,raw,13,0.867002
30,raw,14,0.864407
30,raw,15,0.861942
30,raw,16,0.859944
30,raw,17,0.858414
30,raw,18,0.857259
30,raw,19,0.85628
30,raw,20,0.855298
30,raw,21,0.854626
30,raw,22,0.85414
30,raw,23,0.854047
30,raw,24,0.853586
30,raw,25,0.853248
30,raw,26,0.853096
30,raw,27,0.85297
30,raw,28,0.853047
30,raw,29,0.853337
30,raw,30,0.853523
30,raw,31,0.853311
30,raw,32,0.85289
30,raw,33,0.85241
30,raw,34,0.851476
30,raw,35,0.8521
30,raw,36,0.850943
30,centered,0,0.250546
30,centered,1,0.240794
30,centered,2,0.227655
30,centered,3,0.213811
30,centered,4,0.199465
30,centered,5,0.183058
30,centered,6,0.165781
30,centered,7,0.148647
30,centered,8,0.131743
30,centered,9,0.115856
30,centered,10,0.0995699
30,centered,11,0.0805873
30,centered,12,0.0612618
30,centered,13,0.0421732
30,centered,14,0.0249065
30,centered,15,0.00787559
30,centered,16,-0.00673149
30,centered,17,-0.0184656
30,centered,18,-0.0275547
30,centered,19,-0.0389813
30,centered,20,-0.0469399
30,centered,21,-0.0541136
30,centered,22,-0.0600277
30,centered,23,-0.0629335
30,centered,24,-0.0667024
30,centered,25,-0.0697347
30,centered,26,-0.0725814
30,centered,27,-0.075759
30,centered,28,-0.0784331
30,centered,29,-0.0787762
30,centered,30,-0.0798912
30,centered,31,-0.0801828
30,centered,32,-0.0804549
30,centered,33,-0.0758585
30,centered,34,-0.0710767
30,centered,35,-0.0484653
30,centered,36,-0.0354276
